uf,cod_municipio,municipio,esf,equipes,populacao,equipes_por_100mil,cobertura_pct
MT,510777,SANTA TEREZINHA,3.0,3.0,7737.0,38.8,135.71
MT,510726,SANTO AFONSO,1.0,1.0,2416.0,41.4,144.86
MT,510779,SANTO ANTÔNIO DO LESTE,1.0,2.0,4244.0,47.1,144.32
MT,510780,SANTO ANTÔNIO DO LEVERGER,6.0,7.0,16839.0,41.6,140.29
MT,510787,SAPEZAL,7.0,7.0,32514.0,21.5,75.35
MT,510788,SERRA NOVA DOURADA,1.0,1.0,1941.0,51.5,180.31
MT,510790,SINOP,37.0,40.0,223780.0,17.9,61.38
MT,510792,SORRISO,27.0,30.0,124665.0,24.1,81.41
MT,510785,SÃO FÉLIX DO ARAGUAIA,4.0,4.0,14604.0,27.4,95.86
MT,510729,SÃO JOSÉ DO POVO,2.0,2.0,2716.0,73.6,257.73
MT,510730,SÃO JOSÉ DO RIO CLARO,6.0,6.0,14455.0,41.5,145.27
MT,510735,SÃO JOSÉ DO XINGU,2.0,2.0,6234.0,32.1,112.28
MT,510710,SÃO JOSÉ DOS QUATRO MARCOS,5.0,5.0,17721.0,28.2,98.75
MT,510740,SÃO PEDRO DA CIPA,2.0,2.0,4250.0,47.1,164.7
MT,510794,TABAPORÃ,4.0,4.0,9895.0,40.4,141.48
MT,510795,TANGARÁ DA SERRA,22.0,23.0,114603.0,20.1,69.47
MT,510800,TAPURAH,4.0,6.0,15638.0,38.4,111.9
MT,510805,TERRA NOVA DO NORTE,4.0,4.0,10591.0,37.8,132.18
MT,510810,TESOURO,2.0,2.0,2935.0,68.1,238.5
MT,510820,TORIXORÉU,2.0,2.0,4238.0,47.2,165.17
MT,510830,UNIÃO DO SUL,2.0,2.0,3904.0,51.2,179.3
MT,510835,VALE DE SÃO DOMINGOS,2.0,2.0,2892.0,69.2,242.04
MT,510850,VERA,3.0,3.0,10758.0,27.9,97.6
MT,510550,VILA BELA DA SANTÍSSIMA TRINDADE,5.0,5.0,17592.0,28.4,99.47
MT,510860,VILA RICA,7.0,7.0,19686.0,35.6,124.45
MT,510840,VÁRZEA GRANDE,72.0,72.0,318922.0,22.6,79.01
MT,510020,ÁGUA BOA,13.0,13.0,32099.0,40.5,141.74
PA,150010,ABAETETUBA,33.0,39.0,172344.0,22.6,76.15
PA,150013,ABEL FIGUEIREDO,3.0,3.0,6275.0,47.8,167.33
PA,150020,ACARÁ,15.0,15.0,63110.0,23.8,83.18
PA,150030,AFUÁ,9.0,9.0,40473.0,22.2,77.82
PA,150040,ALENQUER,12.0,12.0,75882.0,15.8,55.34
PA,150050,ALMEIRIM,9.0,9.0,36442.0,24.7,86.43
PA,150060,ALTAMIRA,30.0,30.0,138749.0,21.6,75.67
PA,150070,ANAJÁS,5.0,5.0,30247.0,16.5,57.85
PA,150080,ANANINDEUA,131.0,131.0,509227.0,25.7,90.03
PA,150085,ANAPU,11.0,11.0,35638.0,30.9,108.03
PA,150090,AUGUSTO CORRÊA,19.0,19.0,47912.0,39.7,138.79
PA,150095,AURORA DO PARÁ,10.0,10.0,24193.0,41.3,144.66
PA,150100,AVEIRO,7.0,7.0,19380.0,36.1,126.41
PA,150110,BAGRE,6.0,6.0,35147.0,17.1,59.74
PA,150120,BAIÃO,14.0,14.0,56850.0,24.6,86.19
PA,150125,BANNACH,2.0,2.0,4290.0,46.6,163.17
PA,150130,BARCARENA,35.0,35.0,139076.0,25.2,88.08
PA,150145,BELTERRA,8.0,8.0,19075.0,41.9,146.78
PA,150140,BELÉM,308.0,326.0,1397315.0,23.3,79.9
PA,150150,BENEVIDES,24.0,27.0,68962.0,39.2,131.95
PA,150157,BOM JESUS DO TOCANTINS,9.0,9.0,19129.0,47.0,164.67
PA,150160,BONITO,8.0,8.0,12961.0,61.7,216.03
PA,150170,BRAGANÇA,57.0,59.0,132489.0,44.5,153.22
PA,150172,BRASIL NOVO,7.0,7.0,27130.0,25.8,90.3
PA,150175,BREJO GRANDE DO ARAGUAIA,4.0,4.0,6966.0,57.4,200.97
PA,150178,BREU BRANCO,17.0,19.0,47066.0,40.4,133.85
PA,150180,BREVES,18.0,23.0,116058.0,19.8,61.82
PA,150190,BUJARU,9.0,9.0,25065.0,35.9,125.67
PA,150200,CACHOEIRA DO ARARI,7.0,7.0,25467.0,27.5,96.2
PA,150195,CACHOEIRA DO PIRIÁ,11.0,11.0,19223.0,57.2,200.28
PA,150210,CAMETÁ,32.0,32.0,144859.0,22.1,77.31
PA,150215,CANAÃ DOS CARAJÁS,18.0,19.0,89524.0,21.2,73.3
PA,150220,CAPANEMA,23.0,23.0,75309.0,30.5,106.89
PA,150230,CAPITÃO POÇO,17.0,17.0,60318.0,28.2,98.64
PA,150240,CASTANHAL,58.0,66.0,209126.0,31.6,107.11
PA,150250,CHAVES,1.0,1.0,21501.0,4.7,16.27
PA,150260,COLARES,5.0,5.0,13625.0,36.7,128.44
PA,150270,CONCEIÇÃO DO ARAGUAIA,12.0,14.0,47144.0,29.7,100.22
PA,150275,CONCÓRDIA DO PARÁ,9.0,9.0,28270.0,31.8,111.42
PA,150276,CUMARU DO NORTE,5.0,5.0,15150.0,33.0,115.51
PA,150277,CURIONÓPOLIS,9.0,9.0,20975.0,42.9,150.17
PA,150280,CURRALINHO,6.0,6.0,36814.0,16.3,57.04
PA,150285,CURUÁ,5.0,5.0,14954.0,33.4,117.02
PA,150290,CURUÇÁ,13.0,13.0,44880.0,29.0,101.38
PA,150293,DOM ELISEU,13.0,13.0,62823.0,20.7,72.42
PA,150295,ELDORADO DOS CARAJÁS,8.0,8.0,29287.0,27.3,95.6
PA,150300,FARO,2.0,2.0,9167.0,21.8,76.36
PA,150304,FLORESTA DO ARAGUAIA,9.0,9.0,18595.0,48.4,169.4
PA,150307,GARRAFÃO DO NORTE,12.0,12.0,25558.0,47.0,164.33
PA,150309,GOIANÉSIA DO PARÁ,11.0,11.0,26703.0,41.2,144.17
PA,150310,GURUPÁ,4.0,4.0,34137.0,11.7,41.01
PA,150320,IGARAPÉ-AÇU,17.0,17.0,37925.0,44.8,156.88
PA,150330,IGARAPÉ-MIRI,17.0,17.0,69446.0,24.5,85.67
PA,150340,INHANGAPI,6.0,6.0,10784.0,55.6,194.73
PA,150345,IPIXUNA DO PARÁ,18.0,18.0,29264.0,61.5,215.28
PA,150350,IRITUIA,16.0,16.0,32740.0,48.9,171.04
PA,150360,ITAITUBA,29.0,29.0,135369.0,21.4,74.98
PA,150370,ITUPIRANGA,16.0,16.0,52201.0,30.7,107.27
PA,150375,JACAREACANGA,5.0,5.0,26579.0,18.8,65.84
PA,150380,JACUNDÁ,14.0,14.0,37726.0,37.1,129.88
PA,150390,JURUTI,16.0,16.0,54255.0,29.5,103.21
PA,150400,LIMOEIRO DO AJURU,9.0,9.0,32088.0,28.0,98.16
PA,150410,MAGALHÃES BARATA,3.0,3.0,8439.0,35.5,124.42
PA,150420,MARABÁ,44.0,46.0,290975.0,15.8,54.12
PA,150430,MARACANÃ,9.0,9.0,27129.0,33.2,116.11
PA,150440,MARAPANIM,9.0,9.0,28159.0,32.0,111.86
PA,150442,MARITUBA,39.0,40.0,119437.0,33.5,116.48
PA,150445,MEDICILÂNDIA,7.0,8.0,28677.0,27.9,91.53
PA,150450,MELGAÇO,9.0,9.0,30080.0,29.9,104.72
PA,150460,MOCAJUBA,8.0,8.0,28903.0,27.7,96.87
PA,150470,MOJU,14.0,18.0,91760.0,19.6,64.84
PA,150475,MOJUÍ DOS CAMPOS,7.0,9.0,25818.0,34.9,108.45
PA,150480,MONTE ALEGRE,15.0,15.0,64002.0,23.4,82.02
PA,150490,MUANÁ,6.0,6.0,49648.0,12.1,42.29
PA,150405,MÃE DO RIO,12.0,12.0,37473.0,32.0,112.08
PA,150495,NOVA ESPERANÇA DO PIRIÁ,11.0,11.0,21304.0,51.6,180.71
PA,150497,NOVA IPIXUNA,6.0,6.0,14400.0,41.7,145.83
PA,150500,NOVA TIMBOTEUA,7.0,7.0,13175.0,53.1,185.95
PA,150503,NOVO PROGRESSO,11.0,11.0,37054.0,29.7,103.9
PA,150506,NOVO REPARTIMENTO,14.0,14.0,63796.0,21.9,76.8
PA,150520,OEIRAS DO PARÁ,8.0,8.0,36734.0,21.8,76.22
PA,150530,ORIXIMINÁ,17.0,17.0,72889.0,23.3,81.63
PA,150543,OURILÂNDIA DO NORTE,12.0,12.0,35252.0,34.0,119.14
PA,150540,OURÉM,8.0,8.0,18783.0,42.6,149.07
PA,150548,PACAJÁ,14.0,14.0,43741.0,32.0,112.02
PA,150549,PALESTINA DO PARÁ,3.0,3.0,7063.0,42.5,148.66
PA,150550,PARAGOMINAS,42.0,44.0,113498.0,38.8,133.37
PA,150553,PARAUAPEBAS,61.0,64.0,305771.0,20.9,71.54
PA,150555,PAU D'ARCO,4.0,4.0,7354.0,54.4,190.37
PA,150560,PEIXE-BOI,4.0,4.0,8686.0,46.1,161.17
PA,150563,PIÇARRA,6.0,6.0,13366.0,44.9,157.11
PA,150565,PLACAS,9.0,9.0,18510.0,48.6,170.17
PA,150570,PONTA DE PEDRAS,1.0,1.0,25736.0,3.9,13.59
PA,150580,PORTEL,17.0,17.0,67580.0,25.2,88.04
PA,150590,PORTO DE MOZ,5.0,5.0,44121.0,11.3,39.66
PA,150600,PRAINHA,10.0,10.0,38733.0,25.8,90.36
PA,150610,PRIMAVERA,5.0,5.0,11379.0,43.9,153.79
PA,150611,QUATIPURU,6.0,6.0,11838.0,50.7,177.39
PA,150613,REDENÇÃO,23.0,25.0,92694.0,27.0,91.56
PA,150616,RIO MARIA,7.0,7.0,19190.0,36.5,127.67
PA,150618,RONDON DO PARÁ,12.0,12.0,57031.0,21.0,73.64
PA,150619,RURÓPOLIS,13.0,13.0,37198.0,34.9,122.31
PA,150620,SALINÓPOLIS,21.0,21.0,48663.0,43.2,151.03
PA,150630,SALVATERRA,5.0,5.0,25687.0,19.5,68.12
PA,150635,SANTA BÁRBARA DO PARÁ,10.0,12.0,22530.0,53.3,170.88
PA,150640,SANTA CRUZ DO ARARI,1.0,1.0,7626.0,13.1,45.89
PA,150650,SANTA IZABEL DO PARÁ,19.0,20.0,79195.0,25.3,87.28
PA,150655,SANTA LUZIA DO PARÁ,10.0,10.0,21295.0,47.0,164.35
PA,150658,SANTA MARIA DAS BARREIRAS,8.0,8.0,17065.0,46.9,164.07
PA,150660,SANTA MARIA DO PARÁ,11.0,12.0,25815.0,46.5,155.91
PA,150670,SANTANA DO ARAGUAIA,13.0,13.0,30455.0,42.7,149.4
PA,150680,SANTARÉM,90.0,90.0,360871.0,24.9,87.28
PA,150690,SANTARÉM NOVO,3.0,3.0,6355.0,47.2,165.22
PA,150700,SANTO ANTÔNIO DO TAUÁ,13.0,13.0,29234.0,44.5,155.64
PA,150775,SAPUCAIA,2.0,3.0,6212.0,48.3,154.94
PA,150780,SENADOR JOSÉ PORFÍRIO,4.0,4.0,24989.0,16.0,56.02
PA,150790,SOURE,6.0,6.0,25315.0,23.7,82.95
PA,150710,SÃO CAETANO DE ODIVELAS,8.0,8.0,17258.0,46.4,162.24
PA,150715,SÃO DOMINGOS DO ARAGUAIA,8.0,8.0,21555.0,37.1,129.9
PA,150720,SÃO DOMINGOS DO CAPIM,10.0,10.0,32554.0,30.7,107.51
PA,150740,SÃO FRANCISCO DO PARÁ,8.0,8.0,15429.0,51.9,181.47
PA,150730,SÃO FÉLIX DO XINGU,18.0,19.0,64651.0,29.4,100.15
PA,150745,SÃO GERALDO DO ARAGUAIA,10.0,10.0,24929.0,40.1,140.39
PA,150746,SÃO JOÃO DA PONTA,3.0,3.0,4470.0,67.1,234.89
PA,150747,SÃO JOÃO DE PIRABAS,12.0,12.0,21477.0,55.9,195.55
PA,150750,SÃO JOÃO DO ARAGUAIA,7.0,7.0,14293.0,49.0,171.41
PA,150760,SÃO MIGUEL DO GUAMÁ,13.0,19.0,55970.0,33.9,101.61
PA,150770,SÃO SEBASTIÃO DA BOA VISTA,4.0,4.0,27651.0,14.5,50.63
PA,150795,TAILÂNDIA,15.0,15.0,75290.0,19.9,69.73
PA,150796,TERRA ALTA,6.0,6.0,10837.0,55.4,193.78
PA,150797,TERRA SANTA,5.0,5.0,19792.0,25.3,88.41
PA,150800,TOMÉ-AÇU,19.0,19.0,73058.0,26.0,91.02
PA,150803,TRACUATEUA,16.0,16.0,30494.0,52.5,183.64
PA,150805,TRAIRÃO,7.0,7.0,15550.0,45.0,157.55
PA,150808,TUCUMÃ,11.0,12.0,42883.0,28.0,95.9
PA,150810,TUCURUÍ,25.0,26.0,96119.0,27.0,93.76
PA,150812,ULIANÓPOLIS,12.0,12.0,39360.0,30.5,106.7
PA,150815,URUARÁ,11.0,11.0,45962.0,23.9,83.76
PA,150820,VIGIA,13.0,14.0,54062.0,25.9,87.39
PA,150830,VISEU,31.0,31.0,62189.0,49.8,174.46
PA,150835,VITÓRIA DO XINGU,7.0,7.0,16552.0,42.3,148.01
PA,150840,XINGUARA,20.0,22.0,57768.0,38.1,130.26
PA,150034,ÁGUA AZUL DO NORTE,13.0,15.0,17596.0,85.2,278.47
PA,150510,ÓBIDOS,15.0,15.0,55527.0,27.0,94.54
RO,110001,ALTA FLORESTA D'OESTE,7.0,7.0,22787.0,30.7,107.51
RO,110037,ALTO ALEGRE DOS PARECIS,6.0,6.0,12237.0,49.0,171.61
RO,110040,ALTO PARAÍSO,6.0,7.0,17467.0,40.1,135.25
RO,110034,ALVORADA D'OESTE,5.0,5.0,13720.0,36.4,127.55
RO,110002,ARIQUEMES,25.0,25.0,109170.0,22.9,80.15
RO,110045,BURITIS,10.0,10.0,30649.0,32.6,114.19
RO,110003,CABIXI,3.0,3.0,5664.0,53.0,185.38
RO,110060,CACAULÂNDIA,3.0,3.0,4292.0,69.9,244.64
RO,110004,CACOAL,23.0,23.0,98280.0,23.4,81.9
RO,110070,CAMPO NOVO DE RONDÔNIA,5.0,5.0,9095.0,55.0,192.41
RO,110080,CANDEIAS DO JAMARI,9.0,12.0,24313.0,49.4,161.95
RO,110090,CASTANHEIRAS,2.0,2.0,3450.0,58.0,202.89
RO,110005,CEREJEIRAS,6.0,6.0,16966.0,35.4,123.77
RO,110092,CHUPINGUAIA,5.0,5.0,10191.0,49.1,171.72
RO,110006,COLORADO DO OESTE,5.0,5.0,16508.0,30.3,106.0
RO,110007,CORUMBIARA,5.0,5.0,7968.0,62.8,219.62
RO,110008,COSTA MARQUES,5.0,5.0,13510.0,37.0,129.53
RO,110094,CUJUBIM,4.0,4.0,15877.0,25.2,88.17
RO,110009,ESPIGÃO D'OESTE,7.0,7.0,32842.0,21.3,74.59
RO,110100,GOVERNADOR JORGE TEIXEIRA,4.0,4.0,8340.0,48.0,167.86
RO,110010,GUAJARÁ-MIRIM,15.0,15.0,43594.0,34.4,120.42
RO,110110,ITAPUÃ DO OESTE,3.0,3.0,9228.0,32.5,113.78
RO,110011,JARU,18.0,18.0,55682.0,32.3,113.14
RO,110012,JI-PARANÁ,35.0,38.0,140101.0,27.1,93.05
RO,110013,MACHADINHO D'OESTE,9.0,9.0,34149.0,26.4,92.24
RO,110120,MINISTRO ANDREAZZA,3.0,3.0,6519.0,46.0,161.06
RO,110130,MIRANTE DA SERRA,5.0,5.0,9657.0,51.8,181.21
RO,110140,MONTE NEGRO,6.0,8.0,12168.0,65.7,201.34
RO,110014,NOVA BRASILÂNDIA D'OESTE,5.0,5.0,16374.0,30.5,106.87
RO,110033,NOVA MAMORÉ,9.0,10.0,28701.0,34.8,118.89
RO,110143,NOVA UNIÃO,4.0,4.0,6541.0,61.2,214.03
RO,110050,NOVO HORIZONTE DO OESTE,4.0,4.0,7972.0,50.2,175.61
RO,110015,OURO PRETO DO OESTE,12.0,12.0,38684.0,31.0,108.57
RO,110145,PARECIS,2.0,2.0,4372.0,45.7,160.1
RO,110018,PIMENTA BUENO,17.0,17.0,39220.0,43.3,151.7
RO,110146,PIMENTEIRAS DO OESTE,1.0,1.0,2309.0,43.3,151.58
RO,110020,PORTO VELHO,90.0,96.0,517709.0,18.5,63.54
RO,110025,PRESIDENTE MÉDICI,8.0,8.0,20443.0,39.1,136.96
RO,110147,PRIMAVERA DE RONDÔNIA,2.0,2.0,3268.0,61.2,214.19
RO,110026,RIO CRESPO,2.0,2.0,3767.0,53.1,185.82
RO,110028,ROLIM DE MOURA,16.0,16.0,62959.0,25.4,88.94
RO,110029,SANTA LUZIA D'OESTE,4.0,4.0,7837.0,51.0,178.63
RO,110150,SERINGUEIRAS,4.0,4.0,12965.0,30.9,107.98
RO,110148,SÃO FELIPE D'OESTE,2.0,2.0,5588.0,35.8,125.26
RO,110149,SÃO FRANCISCO DO GUAPORÉ,8.0,8.0,17557.0,45.6,159.48
RO,110032,SÃO MIGUEL DO GUAPORÉ,7.0,7.0,22305.0,31.4,109.84
RO,110155,TEIXEIRÓPOLIS,2.0,2.0,4521.0,44.2,154.83
RO,110160,THEOBROMA,5.0,5.0,8459.0,59.1,206.88
RO,110170,URUPÁ,4.0,4.0,11314.0,35.4,123.74
RO,110175,VALE DO ANARI,3.0,3.0,8220.0,36.5,127.73
RO,110180,VALE DO PARAÍSO,3.0,3.0,6790.0,44.2,154.63
RO,110030,VILHENA,31.0,32.0,109651.0,29.2,101.34
RR,140005,ALTO ALEGRE,7.0,10.0,23589.0,42.4,137.24
RR,140002,AMAJARI,5.0,5.0,16112.0,31.0,108.61
RR,140010,BOA VISTA,150.0,150.0,485477.0,30.9,108.14
RR,140015,BONFIM,7.0,7.0,15570.0,45.0,157.35
RR,140017,CANTÁ,10.0,10.0,21102.0,47.4,165.86
RR,140020,CARACARAÍ,9.0,9.0,22750.0,39.6,138.46
RR,140023,CAROEBE,5.0,5.0,12004.0,41.7,145.78
RR,140028,IRACEMA,5.0,5.0,10937.0,45.7,160.0
RR,140030,MUCAJAÍ,9.0,9.0,20006.0,45.0,157.45
RR,140040,NORMANDIA,5.0,5.0,16323.0,30.6,107.21
RR,140045,PACARAIMA,11.0,11.0,23112.0,47.6,166.58
RR,140047,RORAINÓPOLIS,14.0,14.0,37787.0,37.0,129.67
RR,140050,SÃO JOÃO DA BALIZA,3.0,3.0,9969.0,30.1,105.32
RR,140060,SÃO LUIZ,4.0,4.0,7848.0,51.0,178.38
RR,140070,UIRAMUTÃ,5.0,5.0,16186.0,30.9,108.11
TO,170025,ABREULÂNDIA,1.0,1.0,2682.0,37.3,130.49
TO,170030,AGUIARNÓPOLIS,3.0,3.0,4502.0,66.6,233.22
TO,170035,ALIANÇA DO TOCANTINS,2.0,2.0,5196.0,38.5,134.71
TO,170040,ALMAS,3.0,3.0,6483.0,46.3,161.96
TO,170070,ALVORADA,4.0,4.0,9128.0,43.8,153.37
TO,170100,ANANÁS,5.0,5.0,10700.0,46.7,163.55
TO,170105,ANGICO,2.0,2.0,2903.0,68.9,241.12
TO,170110,APARECIDA DO RIO NEGRO,2.0,2.0,5110.0,39.1,136.98
TO,170130,ARAGOMINAS,3.0,3.0,5330.0,56.3,196.99
TO,170190,ARAGUACEMA,3.0,3.0,6022.0,49.8,174.36
TO,170215,ARAGUANÃ,2.0,5.0,4300.0,116.3,345.93
TO,170220,ARAGUATINS,17.0,17.0,33286.0,51.1,178.75
TO,170200,ARAGUAÇU,4.0,4.0,8242.0,48.5,169.86
TO,170210,ARAGUAÍNA,57.0,60.0,183024.0,32.8,113.3
TO,170230,ARAPOEMA,3.0,3.0,5488.0,54.7,191.32
TO,170240,ARRAIAS,4.0,4.0,10511.0,38.1,133.19
TO,170255,AUGUSTINÓPOLIS,6.0,6.0,18237.0,32.9,115.15
TO,170270,AURORA DO TOCANTINS,2.0,2.0,3418.0,58.5,204.79
TO,170290,AXIXÁ DO TOCANTINS,5.0,5.0,10732.0,46.6,163.06
TO,170300,BABAÇULÂNDIA,4.0,4.0,7636.0,52.4,183.34
TO,170305,BANDEIRANTES DO TOCANTINS,2.0,2.0,3555.0,56.3,196.9
TO,170307,BARRA DO OURO,2.0,2.0,4667.0,42.9,149.98
TO,170310,BARROLÂNDIA,3.0,3.0,4890.0,61.3,214.72
TO,170320,BERNARDO SAYÃO,2.0,2.0,4307.0,46.4,162.52
TO,170330,BOM JESUS DO TOCANTINS,3.0,3.0,4201.0,71.4,249.94
TO,170360,BRASILÂNDIA DO TOCANTINS,1.0,1.0,2013.0,49.7,173.86
TO,170370,BREJINHO DE NAZARÉ,3.0,3.0,4774.0,62.8,219.94
TO,170380,BURITI DO TOCANTINS,6.0,6.0,10696.0,56.1,196.33
TO,170382,CACHOEIRINHA,1.0,1.0,1982.0,50.5,176.58
TO,170384,CAMPOS LINDOS,3.0,5.0,8990.0,55.6,165.46
TO,170386,CARIRI DO TOCANTINS,2.0,2.0,4166.0,48.0,168.02
TO,170388,CARMOLÂNDIA,1.0,1.0,2242.0,44.6,156.11
TO,170389,CARRASCO BONITO,2.0,2.0,3344.0,59.8,209.33
TO,170390,CASEARA,3.0,3.0,5028.0,59.7,208.83
TO,170410,CENTENÁRIO,1.0,1.0,2111.0,47.4,165.79
TO,170510,CHAPADA DA NATIVIDADE,2.0,2.0,3176.0,63.0,220.4
TO,170460,CHAPADA DE AREIA,1.0,1.0,1574.0,63.5,222.36
TO,170550,COLINAS DO TOCANTINS,17.0,17.0,36209.0,46.9,164.32
TO,171670,COLMÉIA,4.0,4.0,9155.0,43.7,152.92
TO,170555,COMBINADO,2.0,2.0,4906.0,40.8,142.68
TO,170560,CONCEIÇÃO DO TOCANTINS,2.0,2.0,3942.0,50.7,177.57
TO,170600,COUTO MAGALHÃES,2.0,4.0,5540.0,72.2,189.53
TO,170610,CRISTALÂNDIA,3.0,3.0,6392.0,46.9,164.26
TO,170625,CRIXÁS DO TOCANTINS,1.0,1.0,1494.0,66.9,234.27
TO,170650,DARCINÓPOLIS,3.0,3.0,6093.0,49.2,172.32
TO,170700,DIANÓPOLIS,7.0,9.0,17966.0,50.1,155.84
TO,170710,DIVINÓPOLIS DO TOCANTINS,3.0,3.0,7343.0,40.9,142.99
TO,170720,DOIS IRMÃOS DO TOCANTINS,4.0,4.0,6352.0,63.0,220.4
TO,170730,DUERÉ,2.0,2.0,4304.0,46.5,162.63
TO,170740,ESPERANTINA,5.0,5.0,7385.0,67.7,236.96
TO,170765,FIGUEIRÓPOLIS,2.0,2.0,5334.0,37.5,131.23
TO,170770,FILADÉLFIA,4.0,4.0,7784.0,51.4,179.85
TO,170820,FORMOSO DO ARAGUAIA,8.0,8.0,19473.0,41.1,143.78
TO,170755,FÁTIMA,2.0,2.0,3503.0,57.1,199.82
TO,170830,GOIANORTE,3.0,3.0,4832.0,62.1,217.3
TO,170900,GOIATINS,6.0,6.0,12851.0,46.7,163.41
TO,170930,GUARAÍ,10.0,10.0,25831.0,38.7,135.49
TO,170950,GURUPI,35.0,35.0,90209.0,38.8,135.79
TO,170980,IPUEIRAS,1.0,1.0,1626.0,61.5,215.25
TO,171050,ITACAJÁ,4.0,4.0,6959.0,57.5,201.17
TO,171070,ITAGUATINS,3.0,3.0,5160.0,58.1,203.48
TO,171090,ITAPIRATINS,2.0,2.0,3685.0,54.3,189.95
TO,171110,ITAPORÃ DO TOCANTINS,1.0,1.0,2464.0,40.6,142.04
TO,171150,JAÚ DO TOCANTINS,2.0,2.0,3396.0,58.9,206.12
TO,171180,JUARINA,1.0,1.0,2308.0,43.3,151.64
TO,171190,LAGOA DA CONFUSÃO,5.0,5.0,16629.0,30.1,105.23
TO,171195,LAGOA DO TOCANTINS,2.0,2.0,3613.0,55.4,193.74
TO,171200,LAJEADO,2.0,2.0,3559.0,56.2,196.68
TO,171215,LAVANDEIRA,1.0,1.0,1676.0,59.7,208.83
TO,171240,LIZARDA,2.0,2.0,2950.0,67.8,237.28
TO,171245,LUZINÓPOLIS,2.0,2.0,2811.0,71.1,249.02
TO,171250,MARIANÓPOLIS DO TOCANTINS,3.0,3.0,4793.0,62.6,219.06
TO,171270,MATEIROS,1.0,1.0,2922.0,34.2,119.78
TO,171280,MAURILÂNDIA DO TOCANTINS,2.0,2.0,3171.0,63.1,220.75
TO,171320,MIRACEMA DO TOCANTINS,8.0,8.0,18679.0,42.8,149.9
TO,171330,MIRANORTE,4.0,4.0,13073.0,30.6,107.09
TO,171360,MONTE DO CARMO,4.0,4.0,5667.0,70.6,247.04
TO,171370,MONTE SANTO DO TOCANTINS,1.0,1.0,2521.0,39.7,138.83
TO,171395,MURICILÂNDIA,2.0,2.0,3501.0,57.1,199.94
TO,171420,NATIVIDADE,5.0,5.0,8956.0,55.8,195.39
TO,171430,NAZARÉ,2.0,2.0,4672.0,42.8,149.82
TO,171488,NOVA OLINDA,4.0,4.0,10600.0,37.7,132.07
TO,171500,NOVA ROSALÂNDIA,2.0,2.0,3382.0,59.1,206.97
TO,171510,NOVO ACORDO,2.0,2.0,4118.0,48.6,169.98
TO,171515,NOVO ALEGRE,1.0,1.0,1817.0,55.0,192.62
TO,171525,NOVO JARDIM,1.0,1.0,2251.0,44.4,155.48
TO,171550,OLIVEIRA DE FÁTIMA,1.0,1.0,1220.0,82.0,286.88
TO,172100,PALMAS,85.0,86.0,328499.0,26.2,91.36
TO,171570,PALMEIRANTE,2.0,4.0,4905.0,81.5,249.74
TO,171380,PALMEIRAS DO TOCANTINS,3.0,3.0,4850.0,61.9,216.49
TO,171575,PALMEIRÓPOLIS,3.0,3.0,7104.0,42.2,147.8
TO,171620,PARANÃ,4.0,4.0,10877.0,36.8,128.71
TO,171610,PARAÍSO DO TOCANTINS,17.0,17.0,55704.0,30.5,106.81
TO,171630,PAU D'ARCO,2.0,2.0,4057.0,49.3,172.54
TO,171650,PEDRO AFONSO,7.0,7.0,14895.0,47.0,164.48
TO,171660,PEIXE,6.0,6.0,9384.0,63.9,223.78
TO,171665,PEQUIZEIRO,3.0,3.0,5035.0,59.6,208.54
TO,171700,PINDORAMA DO TOCANTINS,2.0,2.0,4599.0,43.5,152.2
TO,171720,PIRAQUÊ,1.0,2.0,2229.0,89.7,274.78
TO,171750,PIUM,4.0,4.0,7408.0,54.0,188.98
TO,171780,PONTE ALTA DO BOM JESUS,2.0,2.0,4280.0,46.7,163.55
TO,171790,PONTE ALTA DO TOCANTINS,4.0,4.0,7874.0,50.8,177.8
TO,171800,PORTO ALEGRE DO TOCANTINS,1.0,1.0,2960.0,33.8,118.24
TO,171820,PORTO NACIONAL,24.0,24.0,69551.0,34.5,120.77
TO,171830,PRAIA NORTE,4.0,4.0,9552.0,41.9,146.56
TO,171840,PRESIDENTE KENNEDY,2.0,2.0,3016.0,66.3,232.09
TO,171845,PUGMIL,1.0,1.0,2223.0,45.0,157.44
TO,171850,RECURSOLÂNDIA,2.0,2.0,3454.0,57.9,202.66
TO,171855,RIACHINHO,2.0,2.0,4029.0,49.6,173.74
TO,171865,RIO DA CONCEIÇÃO,1.0,1.0,1827.0,54.7,191.57
TO,171870,RIO DOS BOIS,1.0,1.0,2845.0,35.1,123.02
TO,171875,RIO SONO,3.0,3.0,4718.0,63.6,222.55
TO,171880,SAMPAIO,2.0,2.0,4397.0,45.5,159.19
TO,171884,SANDOLÂNDIA,2.0,2.0,3900.0,51.3,179.48
TO,171886,SANTA FÉ DO ARAGUAIA,4.0,4.0,7533.0,53.1,185.84
TO,171888,SANTA MARIA DO TOCANTINS,1.0,1.0,2716.0,36.8,128.86
TO,171889,SANTA RITA DO TOCANTINS,1.0,1.0,2299.0,43.5,152.24
TO,171890,SANTA ROSA DO TOCANTINS,2.0,2.0,4799.0,41.7,145.86
TO,171900,SANTA TEREZA DO TOCANTINS,1.0,1.0,2907.0,34.4,120.39
TO,172000,SANTA TEREZINHA DO TOCANTINS,1.0,1.0,2461.0,40.6,142.21
TO,172065,SILVANÓPOLIS,3.0,3.0,5259.0,57.0,199.65
