uf,ano,cnae,cnae_nome,tabela,unidades_locais,empresas,pessoal_ocupado_3112,valor_bruto_prod_ind_mil_rs,valor_transf_ind_mil_rs,receita_liquida_vendas_mil_rs,salarios_remuneracoes_mil_rs
TO,2023,117015,"17 Fabricação de celulose, papel e produtos de papel",1849,5.0,,,,,,
TO,2024,117015,"17 Fabricação de celulose, papel e produtos de papel",10457,7.0,7.0,57.0,21536.0,7169.0,24292.0,
AC,2023,117029,18 Impressão e reprodução de gravações,1849,8.0,,91.0,5131.0,3316.0,5403.0,
AC,2024,117029,18 Impressão e reprodução de gravações,10457,11.0,10.0,84.0,12826.0,10825.0,13169.0,
AM,2023,117029,18 Impressão e reprodução de gravações,1849,47.0,,688.0,250778.0,201865.0,583581.0,
AM,2024,117029,18 Impressão e reprodução de gravações,10457,49.0,47.0,738.0,329927.0,242463.0,683162.0,
AP,2023,117029,18 Impressão e reprodução de gravações,1849,14.0,,93.0,8776.0,3967.0,8776.0,
AP,2024,117029,18 Impressão e reprodução de gravações,10457,15.0,15.0,112.0,23002.0,11073.0,22882.0,
MA,2023,117029,18 Impressão e reprodução de gravações,1849,57.0,,651.0,63543.0,46271.0,65266.0,
MA,2024,117029,18 Impressão e reprodução de gravações,10457,91.0,91.0,1001.0,125900.0,106848.0,128385.0,
MT,2023,117029,18 Impressão e reprodução de gravações,1849,105.0,,1118.0,198802.0,136623.0,201866.0,
MT,2024,117029,18 Impressão e reprodução de gravações,10457,105.0,105.0,980.0,125813.0,99306.0,127183.0,
PA,2023,117029,18 Impressão e reprodução de gravações,1849,95.0,,878.0,95292.0,69941.0,99341.0,
PA,2024,117029,18 Impressão e reprodução de gravações,10457,124.0,121.0,1280.0,192854.0,127605.0,193121.0,
RO,2023,117029,18 Impressão e reprodução de gravações,1849,51.0,,420.0,35029.0,23437.0,35920.0,
RO,2024,117029,18 Impressão e reprodução de gravações,10457,29.0,28.0,328.0,35926.0,26587.0,36716.0,
RR,2023,117029,18 Impressão e reprodução de gravações,1849,5.0,,49.0,8170.0,7869.0,8170.0,
RR,2024,117029,18 Impressão e reprodução de gravações,10457,7.0,7.0,,,,,
TO,2023,117029,18 Impressão e reprodução de gravações,1849,28.0,,250.0,18852.0,9508.0,22227.0,
TO,2024,117029,18 Impressão e reprodução de gravações,10457,27.0,27.0,297.0,22435.0,17226.0,23114.0,
AC,2023,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1849,,,,,,,
AC,2024,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10457,,,,,,,
AM,2023,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1849,15.0,,689.0,10816506.0,539783.0,10816928.0,
AM,2024,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10457,8.0,5.0,,,,,
AP,2023,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1849,,,,,,,
AP,2024,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10457,,,,,,,
MA,2023,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1849,7.0,,2287.0,620242.0,304215.0,444509.0,
MA,2024,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10457,7.0,6.0,2286.0,398436.0,202605.0,524961.0,
MT,2023,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1849,33.0,,7399.0,16861930.0,5124905.0,23615085.0,
MT,2024,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10457,34.0,29.0,7725.0,20625578.0,6233344.0,21506559.0,
PA,2023,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1849,8.0,,1709.0,1120215.0,239214.0,1076729.0,
PA,2024,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10457,7.0,6.0,1785.0,1449843.0,312134.0,1419594.0,
RO,2023,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1849,1.0,,,,,,
RO,2024,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10457,2.0,2.0,,,,,
RR,2023,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1849,2.0,,,,,,
RR,2024,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10457,2.0,2.0,,,,,
TO,2023,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1849,1.0,,,,,,
TO,2024,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10457,1.0,1.0,,,,,
AC,2023,117048,20 Fabricação de produtos químicos,1849,5.0,,,,,,
AC,2024,117048,20 Fabricação de produtos químicos,10457,7.0,7.0,,,,,
AM,2023,117048,20 Fabricação de produtos químicos,1849,55.0,,3591.0,4241279.0,1517635.0,4377704.0,
AM,2024,117048,20 Fabricação de produtos químicos,10457,52.0,47.0,3982.0,4784444.0,1819352.0,4741232.0,
AP,2023,117048,20 Fabricação de produtos químicos,1849,5.0,,58.0,7936.0,5129.0,15766.0,
AP,2024,117048,20 Fabricação de produtos químicos,10457,5.0,4.0,48.0,12088.0,10364.0,13866.0,
MA,2023,117048,20 Fabricação de produtos químicos,1849,37.0,,2342.0,7390788.0,850336.0,7707418.0,
MA,2024,117048,20 Fabricação de produtos químicos,10457,44.0,41.0,2525.0,7446143.0,856775.0,7521413.0,
MT,2023,117048,20 Fabricação de produtos químicos,1849,148.0,,4192.0,27424172.0,3625085.0,27396507.0,
MT,2024,117048,20 Fabricação de produtos químicos,10457,144.0,93.0,4126.0,20278031.0,3878587.0,21228708.0,
PA,2023,117048,20 Fabricação de produtos químicos,1849,80.0,,3629.0,5194027.0,1200029.0,5208835.0,
PA,2024,117048,20 Fabricação de produtos químicos,10457,91.0,74.0,3970.0,4297123.0,819372.0,4365620.0,
RO,2023,117048,20 Fabricação de produtos químicos,1849,36.0,,284.0,97503.0,54129.0,105862.0,
RO,2024,117048,20 Fabricação de produtos químicos,10457,35.0,32.0,334.0,105510.0,66240.0,110452.0,
RR,2023,117048,20 Fabricação de produtos químicos,1849,2.0,,,,,,
RR,2024,117048,20 Fabricação de produtos químicos,10457,3.0,3.0,,,,,
TO,2023,117048,20 Fabricação de produtos químicos,1849,27.0,,1098.0,933839.0,267573.0,908358.0,
TO,2024,117048,20 Fabricação de produtos químicos,10457,32.0,25.0,1068.0,742409.0,319410.0,724802.0,
AC,2023,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,1849,1.0,,,,,,
AC,2024,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,10457,,,,,,,
AM,2023,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,1849,3.0,,1108.0,3008473.0,1827242.0,3006624.0,
AM,2024,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,10457,4.0,4.0,,,,,
AP,2023,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,1849,1.0,,,,,,
AP,2024,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,10457,1.0,1.0,,,,,
MA,2023,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,1849,1.0,,,,,,
MA,2024,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,10457,1.0,1.0,,,,,
MT,2023,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,1849,2.0,,,,,,
MT,2024,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,10457,2.0,2.0,,,,,
PA,2023,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,1849,,,,,,,
PA,2024,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,10457,,,,,,,
RO,2023,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,1849,1.0,,,,,,
RO,2024,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,10457,4.0,4.0,68.0,18884.0,6504.0,4300.0,
RR,2023,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,1849,,,,,,,
RR,2024,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,10457,,,,,,,
TO,2023,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,1849,1.0,,,,,,
TO,2024,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos,10457,2.0,2.0,,,,,
AC,2023,117089,22 Fabricação de produtos de borracha e de material plástico,1849,9.0,,163.0,33634.0,13285.0,39248.0,
AC,2024,117089,22 Fabricação de produtos de borracha e de material plástico,10457,8.0,7.0,147.0,47006.0,13861.0,42082.0,
AM,2023,117089,22 Fabricação de produtos de borracha e de material plástico,1849,133.0,,11375.0,10643283.0,3878811.0,10822757.0,
AM,2024,117089,22 Fabricação de produtos de borracha e de material plástico,10457,148.0,140.0,12946.0,12762079.0,4489379.0,12979932.0,
AP,2023,117089,22 Fabricação de produtos de borracha e de material plástico,1849,2.0,,,,,,
AP,2024,117089,22 Fabricação de produtos de borracha e de material plástico,10457,4.0,3.0,,,,,
MA,2023,117089,22 Fabricação de produtos de borracha e de material plástico,1849,35.0,,569.0,143534.0,49301.0,174339.0,
MA,2024,117089,22 Fabricação de produtos de borracha e de material plástico,10457,45.0,43.0,586.0,81158.0,35508.0,100722.0,
MT,2023,117089,22 Fabricação de produtos de borracha e de material plástico,1849,126.0,,2887.0,951734.0,291122.0,1013595.0,
MT,2024,117089,22 Fabricação de produtos de borracha e de material plástico,10457,106.0,106.0,2920.0,1156365.0,403493.0,1170084.0,
PA,2023,117089,22 Fabricação de produtos de borracha e de material plástico,1849,83.0,,2050.0,619648.0,204270.0,671333.0,
PA,2024,117089,22 Fabricação de produtos de borracha e de material plástico,10457,92.0,86.0,2392.0,507391.0,189709.0,531700.0,
RO,2023,117089,22 Fabricação de produtos de borracha e de material plástico,1849,33.0,,561.0,78142.0,33359.0,80131.0,
RO,2024,117089,22 Fabricação de produtos de borracha e de material plástico,10457,33.0,31.0,466.0,107798.0,50502.0,112802.0,
RR,2023,117089,22 Fabricação de produtos de borracha e de material plástico,1849,1.0,,,,,,
RR,2024,117089,22 Fabricação de produtos de borracha e de material plástico,10457,1.0,1.0,,,,,
TO,2023,117089,22 Fabricação de produtos de borracha e de material plástico,1849,22.0,,247.0,74115.0,21516.0,83548.0,
TO,2024,117089,22 Fabricação de produtos de borracha e de material plástico,10457,21.0,20.0,266.0,88526.0,36633.0,92741.0,
AC,2023,117099,23 Fabricação de produtos de minerais não-metálicos,1849,21.0,,486.0,56473.0,28912.0,63030.0,
AC,2024,117099,23 Fabricação de produtos de minerais não-metálicos,10457,29.0,29.0,536.0,83758.0,40923.0,99393.0,
AM,2023,117099,23 Fabricação de produtos de minerais não-metálicos,1849,72.0,,1790.0,1032242.0,403002.0,1055938.0,
AM,2024,117099,23 Fabricação de produtos de minerais não-metálicos,10457,73.0,69.0,1871.0,1212539.0,494292.0,1284715.0,
AP,2023,117099,23 Fabricação de produtos de minerais não-metálicos,1849,31.0,,781.0,80318.0,35813.0,81179.0,
AP,2024,117099,23 Fabricação de produtos de minerais não-metálicos,10457,30.0,30.0,629.0,59488.0,41135.0,61964.0,
MA,2023,117099,23 Fabricação de produtos de minerais não-metálicos,1849,269.0,,6334.0,1418197.0,782080.0,1393344.0,
MA,2024,117099,23 Fabricação de produtos de minerais não-metálicos,10457,241.0,229.0,6162.0,1459605.0,817811.0,1457405.0,
MT,2023,117099,23 Fabricação de produtos de minerais não-metálicos,1849,492.0,,7938.0,3541712.0,1863619.0,3908359.0,
MT,2024,117099,23 Fabricação de produtos de minerais não-metálicos,10457,523.0,492.0,7470.0,3986363.0,2113069.0,4286163.0,
PA,2023,117099,23 Fabricação de produtos de minerais não-metálicos,1849,299.0,,8197.0,2790513.0,1432458.0,3010985.0,
PA,2024,117099,23 Fabricação de produtos de minerais não-metálicos,10457,307.0,288.0,8200.0,3396675.0,1605990.0,3406577.0,
RO,2023,117099,23 Fabricação de produtos de minerais não-metálicos,1849,156.0,,2364.0,419259.0,250801.0,445136.0,
RO,2024,117099,23 Fabricação de produtos de minerais não-metálicos,10457,138.0,134.0,2136.0,473052.0,253450.0,500855.0,
RR,2023,117099,23 Fabricação de produtos de minerais não-metálicos,1849,29.0,,377.0,19933.0,13690.0,20410.0,
RR,2024,117099,23 Fabricação de produtos de minerais não-metálicos,10457,36.0,35.0,384.0,27751.0,18059.0,27749.0,
TO,2023,117099,23 Fabricação de produtos de minerais não-metálicos,1849,159.0,,2828.0,963015.0,621839.0,969911.0,
TO,2024,117099,23 Fabricação de produtos de minerais não-metálicos,10457,150.0,147.0,2708.0,1125751.0,589537.0,1143123.0,
AC,2023,117116,24 Metalurgia,1849,,,,,,,
AC,2024,117116,24 Metalurgia,10457,,,,,,,
AM,2023,117116,24 Metalurgia,1849,20.0,,1914.0,5669244.0,562616.0,5664049.0,
AM,2024,117116,24 Metalurgia,10457,22.0,19.0,2407.0,7419293.0,1032475.0,7274474.0,
AP,2023,117116,24 Metalurgia,1849,2.0,,,,,,
AP,2024,117116,24 Metalurgia,10457,2.0,2.0,,,,,
MA,2023,117116,24 Metalurgia,1849,31.0,,5021.0,10736143.0,2054161.0,11470760.0,
MA,2024,117116,24 Metalurgia,10457,33.0,15.0,5815.0,12771879.0,3994031.0,13686692.0,
MT,2023,117116,24 Metalurgia,1849,38.0,,2227.0,1552742.0,1010116.0,1561527.0,
MT,2024,117116,24 Metalurgia,10457,44.0,32.0,2648.0,2459157.0,1680348.0,2317364.0,
PA,2023,117116,24 Metalurgia,1849,21.0,,7106.0,19344955.0,3000226.0,18917708.0,
PA,2024,117116,24 Metalurgia,10457,23.0,19.0,7810.0,26165118.0,8603926.0,25725110.0,
RO,2023,117116,24 Metalurgia,1849,14.0,,444.0,739456.0,102584.0,768040.0,
RO,2024,117116,24 Metalurgia,10457,12.0,12.0,345.0,733987.0,117527.0,739618.0,
RR,2023,117116,24 Metalurgia,1849,,,,,,,
RR,2024,117116,24 Metalurgia,10457,,,,,,,
TO,2023,117116,24 Metalurgia,1849,7.0,,354.0,572913.0,209160.0,572262.0,
TO,2024,117116,24 Metalurgia,10457,4.0,4.0,,,,,
AC,2023,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",1849,10.0,,118.0,17732.0,12566.0,19736.0,
AC,2024,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",10457,9.0,9.0,96.0,18289.0,12347.0,22655.0,
AM,2023,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",1849,82.0,,3619.0,6628742.0,3461352.0,6944017.0,
AM,2024,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",10457,89.0,85.0,4426.0,7308517.0,3863233.0,7485903.0,
AP,2023,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",1849,8.0,,88.0,135903.0,8125.0,284558.0,
AP,2024,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",10457,8.0,8.0,77.0,131942.0,11487.0,131939.0,
MA,2023,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",1849,88.0,,1817.0,444849.0,139964.0,467910.0,
MA,2024,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",10457,112.0,111.0,2097.0,380463.0,213219.0,383431.0,
MT,2023,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",1849,466.0,,4827.0,1553832.0,734517.0,1576402.0,
MT,2024,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",10457,575.0,569.0,7035.0,1541873.0,606144.0,1657696.0,
PA,2023,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",1849,68.0,,2682.0,2207481.0,819580.0,2259722.0,
PA,2024,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",10457,169.0,166.0,3241.0,2602616.0,797748.0,2566708.0,
RO,2023,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",1849,81.0,,1102.0,234205.0,134071.0,238721.0,
RO,2024,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",10457,109.0,106.0,1358.0,306019.0,158700.0,324166.0,
RR,2023,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",1849,11.0,,111.0,11425.0,8156.0,11425.0,
RR,2024,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",10457,12.0,12.0,118.0,12824.0,8545.0,12824.0,
TO,2023,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",1849,59.0,,681.0,266579.0,95160.0,250708.0,
TO,2024,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos",10457,74.0,74.0,829.0,207996.0,111126.0,223593.0,
AC,2023,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1849,1.0,,,,,,
AC,2024,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",10457,1.0,1.0,,,,,
AM,2023,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1849,94.0,,27202.0,59073740.0,20186508.0,60512610.0,
AM,2024,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",10457,84.0,76.0,30869.0,70808428.0,25473286.0,70922855.0,
AP,2023,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1849,2.0,,,,,,
AP,2024,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",10457,1.0,1.0,,,,,
MA,2023,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1849,2.0,,,,,,
MA,2024,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",10457,2.0,2.0,,,,,
MT,2023,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1849,8.0,,86.0,40134.0,12275.0,40134.0,
MT,2024,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",10457,8.0,8.0,95.0,29812.0,15916.0,29817.0,
PA,2023,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1849,3.0,,76.0,365.0,8.0,365.0,
PA,2024,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",10457,5.0,5.0,,,,,
RO,2023,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1849,3.0,,31.0,69.0,46.0,441.0,
RO,2024,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",10457,4.0,4.0,,,,,
RR,2023,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1849,1.0,,,,,,
RR,2024,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",10457,1.0,1.0,,,,,
TO,2023,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1849,2.0,,,,,,
TO,2024,117159,"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",10457,2.0,2.0,,,,,
AC,2023,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",1849,1.0,,,,,,
AC,2024,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",10457,1.0,1.0,,,,,
AM,2023,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",1849,36.0,,8353.0,4508250.0,1474701.0,4720866.0,
AM,2024,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",10457,40.0,37.0,9704.0,5618763.0,2042373.0,5641771.0,
AP,2023,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",1849,1.0,,,,,,
AP,2024,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",10457,,,,,,,
MA,2023,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",1849,4.0,,93.0,15423.0,10900.0,16145.0,
MA,2024,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",10457,5.0,5.0,81.0,27610.0,23081.0,24622.0,
MT,2023,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",1849,16.0,,1059.0,594555.0,225318.0,587277.0,
MT,2024,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",10457,15.0,14.0,,,,,
PA,2023,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",1849,12.0,,292.0,35637.0,21235.0,33860.0,
PA,2024,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",10457,14.0,13.0,260.0,47904.0,23278.0,55267.0,
RO,2023,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",1849,3.0,,15.0,2680.0,990.0,3418.0,
RO,2024,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",10457,3.0,3.0,,,,,
RR,2023,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",1849,,,,,,,
RR,2024,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",10457,,,,,,,
TO,2023,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",1849,2.0,,,,,,
TO,2024,117179,"27 Fabricação de máquinas, aparelhos e materiais elétricos",10457,,,,,,,
AC,2023,117196,28 Fabricação de máquinas e equipamentos,1849,1.0,,,,,,
AC,2024,117196,28 Fabricação de máquinas e equipamentos,10457,1.0,1.0,,,,,
AM,2023,117196,28 Fabricação de máquinas e equipamentos,1849,23.0,,5057.0,6712373.0,1674141.0,7453361.0,
AM,2024,117196,28 Fabricação de máquinas e equipamentos,10457,28.0,26.0,5830.0,9441037.0,2269384.0,9718884.0,
AP,2023,117196,28 Fabricação de máquinas e equipamentos,1849,1.0,,,,,,
AP,2024,117196,28 Fabricação de máquinas e equipamentos,10457,1.0,1.0,,,,,
MA,2023,117196,28 Fabricação de máquinas e equipamentos,1849,9.0,,132.0,16878.0,11877.0,16879.0,
MA,2024,117196,28 Fabricação de máquinas e equipamentos,10457,14.0,14.0,150.0,13781.0,8405.0,13800.0,
MT,2023,117196,28 Fabricação de máquinas e equipamentos,1849,106.0,,1829.0,614485.0,257403.0,673796.0,
MT,2024,117196,28 Fabricação de máquinas e equipamentos,10457,114.0,113.0,1847.0,610619.0,207859.0,620224.0,
PA,2023,117196,28 Fabricação de máquinas e equipamentos,1849,51.0,,591.0,81165.0,34706.0,82670.0,
PA,2024,117196,28 Fabricação de máquinas e equipamentos,10457,39.0,36.0,417.0,86819.0,40538.0,95668.0,
RO,2023,117196,28 Fabricação de máquinas e equipamentos,1849,2.0,,,,,,
RO,2024,117196,28 Fabricação de máquinas e equipamentos,10457,6.0,6.0,62.0,14414.0,9714.0,15322.0,
RR,2023,117196,28 Fabricação de máquinas e equipamentos,1849,3.0,,15.0,5789.0,4127.0,8631.0,
RR,2024,117196,28 Fabricação de máquinas e equipamentos,10457,1.0,1.0,,,,,
TO,2023,117196,28 Fabricação de máquinas e equipamentos,1849,6.0,,43.0,4209.0,2757.0,4209.0,
TO,2024,117196,28 Fabricação de máquinas e equipamentos,10457,6.0,6.0,37.0,4200.0,2484.0,4200.0,
AC,2023,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",1849,5.0,,36.0,2784.0,2017.0,2784.0,
AC,2024,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",10457,6.0,6.0,39.0,2998.0,1954.0,3480.0,
AM,2023,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",1849,27.0,,4178.0,2558610.0,869241.0,2565973.0,
AM,2024,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",10457,28.0,27.0,4584.0,2846934.0,935382.0,2845105.0,
AP,2023,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",1849,4.0,,20.0,1353.0,915.0,1475.0,
AP,2024,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",10457,3.0,3.0,,,,,
MA,2023,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",1849,26.0,,222.0,19044.0,11932.0,22702.0,
MA,2024,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",10457,24.0,24.0,253.0,25895.0,19370.0,29806.0,
MT,2023,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",1849,69.0,,731.0,165977.0,60826.0,242148.0,
MT,2024,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",10457,103.0,101.0,900.0,128065.0,69125.0,191242.0,
PA,2023,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",1849,60.0,,543.0,57465.0,38576.0,71244.0,
PA,2024,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",10457,52.0,52.0,499.0,44245.0,25926.0,52206.0,
RO,2023,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",1849,28.0,,352.0,44763.0,34065.0,53824.0,
RO,2024,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",10457,34.0,34.0,346.0,78097.0,46686.0,85521.0,
RR,2023,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",1849,,,,,,,
RR,2024,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",10457,,,,,,,
TO,2023,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",1849,29.0,,275.0,33847.0,24604.0,37303.0,
TO,2024,117229,"29 Fabricação de veículos automotores, reboques e carrocerias",10457,31.0,31.0,339.0,59154.0,29974.0,61552.0,
AC,2023,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",1849,,,,,,,
AC,2024,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",10457,,,,,,,
AM,2023,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",1849,53.0,,21227.0,28602956.0,8967561.0,28517658.0,
AM,2024,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",10457,58.0,56.0,23017.0,34661922.0,11348306.0,35474519.0,
AP,2023,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",1849,5.0,,22.0,6927.0,5545.0,6927.0,
AP,2024,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",10457,1.0,1.0,,,,,
MA,2023,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",1849,1.0,,,,,,
MA,2024,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",10457,2.0,2.0,,,,,
MT,2023,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",1849,10.0,,81.0,10224.0,4411.0,11947.0,
MT,2024,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",10457,7.0,7.0,60.0,6016.0,3755.0,6400.0,
PA,2023,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",1849,5.0,,694.0,191937.0,69747.0,238694.0,
PA,2024,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",10457,5.0,5.0,,,,,
RO,2023,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",1849,1.0,,,,,,
RO,2024,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",10457,1.0,1.0,,,,,
RR,2023,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",1849,,,,,,,
RR,2024,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",10457,,,,,,,
TO,2023,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",1849,2.0,,,,,,
TO,2024,117245,"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores",10457,4.0,4.0,38.0,3505.0,1273.0,3747.0,
AC,2023,117261,31 Fabricação de móveis,1849,16.0,,153.0,10856.0,4791.0,10850.0,
AC,2024,117261,31 Fabricação de móveis,10457,14.0,14.0,162.0,15986.0,11528.0,15998.0,
AM,2023,117261,31 Fabricação de móveis,1849,50.0,,1613.0,282139.0,145760.0,290557.0,
AM,2024,117261,31 Fabricação de móveis,10457,58.0,25.0,1513.0,354948.0,199206.0,342064.0,
AP,2023,117261,31 Fabricação de móveis,1849,8.0,,58.0,6225.0,4440.0,6566.0,
AP,2024,117261,31 Fabricação de móveis,10457,8.0,6.0,,,,,
MA,2023,117261,31 Fabricação de móveis,1849,69.0,,1854.0,361615.0,178573.0,359988.0,
