uf,ano,mes,metodologia,esf,eap,equipes,populacao,cobertura
Norte,2019,12,AB,3756.0,,,18182253.0,71.19
Norte,2020,1,AB,3854.0,,,18430980.0,71.73
Norte,2020,2,AB,3815.0,,,18430980.0,71.7
Norte,2020,3,AB,3781.0,,,18430980.0,71.37
Norte,2020,4,AB,3847.0,,,18430980.0,73.16
Norte,2020,5,AB,3683.0,,,18430980.0,72.14
Norte,2020,6,AB,3758.0,,,18430980.0,72.91
Norte,2020,7,AB,3783.0,,,18430980.0,73.41
Norte,2020,8,AB,3458.0,,,18430980.0,69.73
Norte,2020,9,AB,3807.0,,,18430980.0,73.84
Norte,2020,10,AB,3798.0,,,18430980.0,73.91
Norte,2020,11,AB,3788.0,,,18430980.0,73.71
Norte,2020,12,AB,3780.0,,,18430980.0,73.62
Norte,2021,1,APS,4190.0,214.0,4404.0,18672591.0,87.08
Norte,2021,2,APS,4176.0,249.0,4425.0,18672591.0,85.6
Norte,2021,3,APS,4223.0,258.0,4481.0,18672591.0,86.49
Norte,2021,4,APS,4259.0,277.0,4536.0,18672591.0,86.65
Norte,2021,5,APS,4268.0,282.0,4550.0,18672591.0,86.68
Norte,2021,6,APS,4283.0,290.0,4573.0,18672591.0,87.01
Norte,2021,7,APS,4305.0,301.0,4606.0,18672591.0,87.35
Norte,2021,8,APS,4349.0,304.0,4653.0,18672591.0,87.96
Norte,2021,9,APS,4401.0,309.0,4710.0,18672591.0,88.69
Norte,2021,10,APS,4410.0,311.0,4721.0,18666393.0,88.92
Norte,2021,11,APS,4427.0,320.0,4747.0,18672591.0,89.34
Norte,2021,12,APS,4431.0,325.0,4756.0,18672591.0,89.39
Norte,2022,1,APS,4240.0,326.0,4566.0,18906962.0,84.9
Norte,2022,2,APS,4244.0,333.0,4577.0,18906962.0,85.02
Norte,2022,3,APS,4256.0,334.0,4590.0,18906962.0,85.25
Norte,2022,4,APS,4267.0,334.0,4601.0,18906962.0,85.53
Norte,2022,5,APS,4272.0,337.0,4609.0,18906962.0,85.65
Norte,2022,6,APS,4264.0,338.0,4602.0,18906962.0,85.53
Norte,2022,7,APS,4280.0,342.0,4622.0,18906962.0,85.89
Norte,2022,8,APS,4306.0,345.0,4651.0,18906962.0,86.41
Norte,2022,9,APS,4320.0,343.0,4663.0,18906962.0,86.68
Norte,2022,10,APS,4317.0,344.0,4661.0,18906962.0,86.64
Norte,2022,11,APS,4320.0,342.0,4662.0,18906962.0,86.65
Norte,2022,12,APS,4322.0,350.0,4672.0,18900668.0,86.87
Norte,2023,1,APS,4361.0,341.0,4702.0,17355778.0,95.43
Norte,2023,2,APS,4348.0,341.0,4689.0,17355778.0,95.19
Norte,2023,3,APS,4355.0,336.0,4691.0,17355778.0,95.25
Norte,2023,4,APS,4309.0,336.0,4645.0,17355778.0,95.14
Norte,2023,5,APS,4366.0,355.0,4721.0,17355778.0,96.16
Norte,2023,6,APS,4479.0,374.0,4853.0,17355778.0,98.69
Norte,2023,7,APS,4516.0,381.0,4897.0,17355778.0,99.45
Norte,2023,8,APS,4603.0,321.0,4924.0,17355778.0,100.49
Norte,2023,9,APS,4614.0,366.0,4980.0,17355778.0,101.8
Norte,2023,10,APS,4630.0,371.0,5001.0,17355778.0,102.22
Norte,2023,11,APS,4637.0,369.0,5006.0,17355778.0,102.36
Norte,2023,12,APS,4773.0,352.0,5125.0,17355778.0,104.85
Norte,2024,1,APS,4782.0,354.0,5136.0,17354884.0,105.05
Norte,2024,2,APS,4797.0,357.0,5154.0,17354884.0,105.4
Norte,2024,3,APS,4805.0,353.0,5158.0,17354884.0,105.6
Norte,2024,4,APS,4900.0,350.0,5250.0,17354884.0,107.45
Norte,2024,5,APS,4904.0,353.0,5257.0,17354884.0,107.66
Norte,2024,6,APS,4909.0,341.0,5250.0,17354884.0,107.93
Norte,2024,7,APS,4946.0,341.0,5287.0,17354884.0,108.65
Norte,2024,8,APS,4965.0,344.0,5309.0,17354884.0,109.33
Norte,2024,9,APS,4954.0,344.0,5298.0,17354884.0,109.11
Norte,2024,10,APS,4931.0,342.0,5273.0,17345560.0,108.71
Norte,2024,11,APS,4950.0,320.0,5270.0,17354884.0,108.69
Norte,2024,12,APS,4960.0,315.0,5275.0,17347569.0,108.88
Norte,2025,1,APS,5064.0,307.0,5371.0,18661568.0,103.06
Norte,2025,2,APS,5069.0,308.0,5377.0,18669345.0,103.19
Norte,2025,3,APS,5063.0,309.0,5372.0,18669345.0,103.11
Norte,2025,4,APS,5063.0,305.0,5368.0,18669345.0,103.08
Norte,2025,5,APS,5075.0,303.0,5378.0,18669345.0,103.29
Norte,2025,6,APS,5104.0,304.0,5408.0,18669345.0,103.82
Norte,2025,7,APS,5109.0,305.0,5414.0,18669345.0,103.96
Norte,2025,8,APS,5115.0,301.0,5416.0,18669345.0,104.04
Norte,2025,9,APS,5169.0,301.0,5470.0,18669345.0,105.12
Norte,2025,10,APS,5180.0,298.0,5478.0,18669345.0,105.3
Norte,2025,11,APS,5179.0,297.0,5476.0,18669345.0,105.25
Norte,2025,12,APS,5184.0,296.0,5480.0,18669345.0,105.36
Norte,2026,1,APS,5190.0,289.0,5479.0,18801282.0,104.41
Norte,2026,2,APS,5195.0,286.0,5481.0,18801282.0,102.88
Norte,2026,3,APS,5194.0,293.0,5487.0,18801282.0,100.1
Norte,2026,4,APS,5196.0,286.0,5482.0,18798566.0,104.49
Norte,2026,5,APS,5198.0,284.0,5482.0,18798566.0,100.07
Norte,2026,6,APS,5211.0,285.0,5496.0,18801282.0,100.31
BR,2007,7,AB,24173.0,,,186770562.0,41.7
BR,2007,8,AB,26037.0,,,186770562.0,58.48
BR,2007,9,AB,27418.0,,,186770562.0,59.4
BR,2007,10,AB,27760.0,,,186770562.0,59.77
BR,2007,11,AB,27957.0,,,186770562.0,59.99
BR,2007,12,AB,28195.0,,,186770562.0,60.34
BR,2008,1,AB,28335.0,,,183917370.0,61.51
BR,2008,2,AB,28358.0,,,183917370.0,61.71
BR,2008,3,AB,28634.0,,,183917370.0,62.06
BR,2008,4,AB,28837.0,,,183917370.0,62.34
BR,2008,5,AB,29006.0,,,183917370.0,62.74
BR,2008,6,AB,29183.0,,,183917370.0,63.11
BR,2008,7,AB,29383.0,,,183917370.0,63.38
BR,2008,8,AB,29621.0,,,183917370.0,63.82
BR,2008,9,AB,29684.0,,,183917370.0,63.96
BR,2008,10,AB,29746.0,,,183917370.0,64.12
BR,2008,11,AB,29732.0,,,183917370.0,64.15
BR,2008,12,AB,29769.0,,,183917370.0,64.32
BR,2009,1,AB,29929.0,,,189612814.0,63.55
BR,2009,2,AB,30086.0,,,189612814.0,63.82
BR,2009,3,AB,30061.0,,,189612814.0,63.94
BR,2009,4,AB,30230.0,,,189612814.0,64.26
BR,2009,5,AB,30278.0,,,189612814.0,64.47
BR,2009,6,AB,30253.0,,,189612814.0,64.46
BR,2009,7,AB,30359.0,,,189612814.0,64.56
BR,2009,8,AB,30594.0,,,189612814.0,64.63
BR,2009,9,AB,30746.0,,,189612814.0,64.67
BR,2009,10,AB,30773.0,,,189612814.0,64.75
BR,2009,11,AB,30770.0,,,189612814.0,64.75
BR,2009,12,AB,30898.0,,,189612814.0,64.97
BR,2010,1,AB,31107.0,,,191506729.0,64.77
BR,2010,2,AB,31278.0,,,191506729.0,65.01
BR,2010,3,AB,31431.0,,,191506729.0,65.19
BR,2010,4,AB,31482.0,,,191506729.0,65.19
BR,2010,5,AB,31451.0,,,191506729.0,65.22
BR,2010,6,AB,31569.0,,,191506729.0,65.35
BR,2010,7,AB,31813.0,,,191506729.0,65.61
BR,2010,8,AB,31883.0,,,191506729.0,65.65
BR,2010,9,AB,31974.0,,,191506729.0,65.69
BR,2010,10,AB,32069.0,,,191506729.0,65.91
BR,2010,11,AB,32127.0,,,191506729.0,66.04
BR,2010,12,AB,32243.0,,,191506729.0,66.2
BR,2011,1,AB,32421.0,,,190755799.0,66.8
BR,2011,2,AB,32490.0,,,190755799.0,66.88
BR,2011,3,AB,32519.0,,,190755799.0,66.82
BR,2011,4,AB,32458.0,,,190755799.0,66.48
BR,2011,5,AB,32499.0,,,190755799.0,66.2
BR,2011,6,AB,32520.0,,,190755799.0,66.18
BR,2011,7,AB,32614.0,,,190755799.0,66.4
BR,2011,8,AB,32641.0,,,190755799.0,66.38
BR,2011,9,AB,32847.0,,,190755799.0,66.69
BR,2011,10,AB,32893.0,,,190755799.0,66.75
BR,2011,11,AB,32869.0,,,190755799.0,66.73
BR,2011,12,AB,33135.0,,,190755799.0,67.11
BR,2012,1,AB,33217.0,,,192376496.0,66.85
BR,2012,2,AB,33392.0,,,192376496.0,67.21
BR,2012,3,AB,33497.0,,,192376496.0,67.35
BR,2012,4,AB,33435.0,,,192376496.0,67.37
BR,2012,5,AB,33417.0,,,192376496.0,67.23
BR,2012,6,AB,33464.0,,,192376496.0,67.33
BR,2012,7,AB,33690.0,,,192376496.0,67.93
BR,2012,8,AB,33929.0,,,192376496.0,68.29
BR,2012,9,AB,33939.0,,,192376496.0,68.4
BR,2012,10,AB,33943.0,,,192376496.0,68.36
BR,2012,11,AB,33778.0,,,192376496.0,68.26
BR,2012,12,AB,33899.0,,,192376496.0,68.34
BR,2013,1,AB,33886.0,,,193979108.0,67.35
BR,2013,2,AB,33962.0,,,193979108.0,68.18
BR,2013,3,AB,34403.0,,,193979108.0,68.79
BR,2013,4,AB,34496.0,,,193979108.0,68.95
BR,2013,5,AB,34555.0,,,193979108.0,68.96
BR,2013,6,AB,34650.0,,,193979108.0,69.04
BR,2013,7,AB,34644.0,,,193979108.0,68.92
BR,2013,8,AB,34820.0,,,193979108.0,69.12
BR,2013,9,AB,34892.0,,,193979108.0,69.27
BR,2013,10,AB,35100.0,,,193979108.0,69.63
BR,2013,11,AB,35295.0,,,193979108.0,70.04
BR,2013,12,AB,35567.0,,,193979108.0,70.58
BR,2014,1,AB,36006.0,,,201062789.0,69.29
BR,2014,2,AB,35926.0,,,201062789.0,69.4
BR,2014,3,AB,36234.0,,,201062789.0,69.82
BR,2014,4,AB,36445.0,,,201062789.0,70.2
BR,2014,5,AB,37252.0,,,201062789.0,71.16
BR,2014,6,AB,37800.0,,,201062789.0,71.88
BR,2014,7,AB,38369.0,,,201062789.0,72.35
BR,2014,8,AB,38810.0,,,201062789.0,72.76
BR,2014,9,AB,39114.0,,,201062789.0,72.96
BR,2014,10,AB,39273.0,,,201062789.0,73.09
BR,2014,11,AB,39416.0,,,201062789.0,73.11
BR,2014,12,AB,39426.0,,,201062789.0,73.11
BR,2015,1,AB,39423.0,,,202799518.0,72.48
BR,2015,2,AB,39433.0,,,202799518.0,72.65
BR,2015,3,AB,39590.0,,,202799518.0,73.0
BR,2015,4,AB,39646.0,,,202799518.0,72.98
BR,2015,5,AB,39648.0,,,202799518.0,72.87
BR,2015,6,AB,39834.0,,,202799518.0,72.87
BR,2015,7,AB,40134.0,,,202799518.0,73.15
BR,2015,8,AB,40277.0,,,202799518.0,73.36
BR,2015,9,AB,40521.0,,,202799518.0,73.46
BR,2015,10,AB,40625.0,,,202799518.0,73.54
BR,2015,11,AB,40710.0,,,202799518.0,73.52
BR,2015,12,AB,40765.0,,,202799518.0,73.66
BR,2016,1,AB,40903.0,,,204482459.0,73.48
BR,2016,2,AB,40854.0,,,204482459.0,73.63
BR,2016,3,AB,40846.0,,,204482459.0,73.7
BR,2016,4,AB,40691.0,,,204482459.0,73.58
BR,2016,5,AB,40773.0,,,204482459.0,73.67
BR,2016,6,AB,41025.0,,,204482459.0,73.98
BR,2016,7,AB,41202.0,,,204482459.0,74.12
BR,2016,8,AB,41367.0,,,204482459.0,74.4
BR,2016,9,AB,41554.0,,,204482459.0,74.63
BR,2016,10,AB,41633.0,,,204482459.0,74.69
BR,2016,11,AB,41352.0,,,204482459.0,74.45
BR,2016,12,AB,41061.0,,,204482459.0,74.14
BR,2017,1,AB,40623.0,,,206114067.0,72.98
BR,2017,2,AB,40762.0,,,206114067.0,73.25
BR,2017,3,AB,41056.0,,,206114067.0,73.44
BR,2017,4,AB,41069.0,,,206114067.0,73.52
BR,2017,5,AB,41402.0,,,206114067.0,74.12
BR,2017,6,AB,41475.0,,,206114067.0,74.05
BR,2017,7,AB,41388.0,,,206114067.0,73.8
BR,2017,8,AB,41589.0,,,206114067.0,73.88
BR,2017,9,AB,41794.0,,,206114067.0,74.05
BR,2017,10,AB,42197.0,,,206114067.0,74.41
BR,2017,11,AB,42273.0,,,206114067.0,74.41
BR,2017,12,AB,42513.0,,,206114067.0,74.62
BR,2018,1,AB,43426.0,,,207660929.0,75.19
BR,2018,2,AB,43344.0,,,207660929.0,75.26
BR,2018,3,AB,43064.0,,,207660929.0,75.07
BR,2018,4,AB,42992.0,,,207660929.0,74.91
BR,2018,5,AB,43076.0,,,207660929.0,74.97
BR,2018,6,AB,43223.0,,,207660929.0,74.96
BR,2018,7,AB,43456.0,,,207660929.0,75.12
BR,2018,8,AB,43563.0,,,207660929.0,75.23
BR,2018,9,AB,43639.0,,,207660929.0,75.3
BR,2018,10,AB,43735.0,,,207660929.0,75.37
BR,2018,11,AB,43454.0,,,207660929.0,75.09
BR,2018,12,AB,43016.0,,,207660929.0,74.58
BR,2019,1,AB,43026.0,,,208494900.0,74.31
BR,2019,2,AB,42917.0,,,208494900.0,74.12
BR,2019,3,AB,42683.0,,,208494900.0,73.91
BR,2019,4,AB,42644.0,,,208494900.0,73.84
BR,2019,5,AB,42719.0,,,208494900.0,73.82
BR,2019,6,AB,43021.0,,,208494900.0,74.2
BR,2019,7,AB,43174.0,,,208494900.0,74.17
BR,2019,8,AB,43317.0,,,208494900.0,74.35
BR,2019,9,AB,43508.0,,,208494900.0,74.63
BR,2019,10,AB,43637.0,,,208494900.0,74.65
BR,2019,11,AB,43583.0,,,208494900.0,74.53
BR,2019,12,AB,43755.0,,,208494900.0,74.76
BR,2020,1,AB,44619.0,,,210147125.0,75.43
BR,2020,2,AB,44534.0,,,210147125.0,75.6
BR,2020,3,AB,44333.0,,,210147125.0,75.69
BR,2020,4,AB,44716.0,,,210147125.0,76.5
BR,2020,5,AB,42740.0,,,210147125.0,74.52
BR,2020,6,AB,43150.0,,,210147125.0,75.41
BR,2020,7,AB,43369.0,,,210147125.0,75.82
BR,2020,8,AB,40470.0,,,210147125.0,73.04
BR,2020,9,AB,43593.0,,,210147125.0,76.5
BR,2020,10,AB,43456.0,,,210147125.0,76.19
BR,2020,11,AB,43363.0,,,210147125.0,76.14
BR,2020,12,AB,43286.0,,,210147125.0,76.08
BR,2021,1,APS,47647.0,3062.0,50709.0,211612541.0,85.77
BR,2021,2,APS,47662.0,3318.0,50980.0,211634822.0,85.31
BR,2021,3,APS,47833.0,3473.0,51306.0,211615065.0,85.64
BR,2021,4,APS,47892.0,3929.0,51821.0,211624016.0,85.51
BR,2021,5,APS,48012.0,3983.0,51995.0,211637729.0,85.66
BR,2021,6,APS,48080.0,4007.0,52087.0,211645732.0,85.84
BR,2021,7,APS,48231.0,4111.0,52342.0,211645732.0,86.14
BR,2021,8,APS,48468.0,4221.0,52689.0,211640275.0,86.52
BR,2021,9,APS,48651.0,4284.0,52935.0,211633009.0,86.85
BR,2021,10,APS,48798.0,4382.0,53180.0,211640967.0,87.14
BR,2021,11,APS,48971.0,4465.0,53436.0,211645703.0,87.58
BR,2021,12,APS,49174.0,4519.0,53693.0,211664078.0,87.91
BR,2022,1,APS,49094.0,4574.0,53668.0,213227583.0,85.38
BR,2022,2,APS,49127.0,4606.0,53733.0,213232766.0,85.47
BR,2022,3,APS,49195.0,4648.0,53843.0,213216064.0,85.64
BR,2022,4,APS,49261.0,4642.0,53903.0,213223214.0,85.74
BR,2022,5,APS,49377.0,4793.0,54170.0,213248368.0,86.08
BR,2022,6,APS,49460.0,4895.0,54355.0,213238776.0,86.32
BR,2022,7,APS,49581.0,4997.0,54578.0,213209650.0,86.64
BR,2022,8,APS,49782.0,5022.0,54804.0,213231581.0,86.99
BR,2022,9,APS,49897.0,5040.0,54937.0,213296318.0,87.19
BR,2022,10,APS,49993.0,5060.0,55053.0,213296318.0,87.37
BR,2022,11,APS,50119.0,5059.0,55178.0,213284003.0,87.59
BR,2022,12,APS,50238.0,5068.0,55306.0,213288506.0,87.79
BR,2023,1,APS,50505.0,5104.0,55609.0,203064866.0,92.84
BR,2023,2,APS,50526.0,5130.0,55656.0,203065848.0,92.92
BR,2023,3,APS,50563.0,5138.0,55701.0,203068491.0,92.99
BR,2023,4,APS,50624.0,5247.0,55871.0,203062515.0,93.29
BR,2023,5,APS,50759.0,5431.0,56190.0,203062515.0,93.68
BR,2023,6,APS,51191.0,5643.0,56834.0,203015742.0,94.68
BR,2023,7,APS,51368.0,5755.0,57123.0,203057551.0,95.1
BR,2023,8,APS,51482.0,5775.0,57257.0,203051971.0,95.34
BR,2023,9,APS,51671.0,5892.0,57563.0,203067931.0,95.84
BR,2023,10,APS,51842.0,5967.0,57809.0,203073406.0,96.24
BR,2023,11,APS,52043.0,6000.0,58043.0,203080756.0,96.62
BR,2023,12,APS,52364.0,6041.0,58405.0,203080756.0,97.24
BR,2024,1,APS,52640.0,6110.0,58750.0,203078668.0,97.81
BR,2024,2,APS,52857.0,6061.0,58918.0,203058497.0,98.16
BR,2024,3,APS,52998.0,6074.0,59072.0,203060174.0,98.45
BR,2024,4,APS,53354.0,6191.0,59545.0,203072433.0,99.21
BR,2024,5,APS,53458.0,6223.0,59681.0,203070959.0,99.44
BR,2024,6,APS,53599.0,6254.0,59853.0,203022704.0,99.78
BR,2024,7,APS,53914.0,6292.0,60206.0,203022016.0,100.37
BR,2024,8,APS,54168.0,6361.0,60529.0,203033496.0,100.91
BR,2024,9,APS,54300.0,6385.0,60685.0,203078668.0,101.15
BR,2024,10,APS,54350.0,6374.0,60724.0,203051589.0,101.24
BR,2024,11,APS,54472.0,6357.0,60829.0,203078668.0,101.43
BR,2024,12,APS,54629.0,6355.0,60984.0,203069120.0,101.72
BR,2025,1,APS,54881.0,6319.0,61200.0,212563780.0,97.56
BR,2025,2,APS,54994.0,6318.0,61312.0,212570663.0,97.77
BR,2025,3,APS,55043.0,6312.0,61355.0,212568164.0,97.86
BR,2025,4,APS,55124.0,6297.0,61421.0,212571330.0,97.98
BR,2025,5,APS,55239.0,6302.0,61541.0,212583750.0,98.16
BR,2025,6,APS,55361.0,6327.0,61688.0,212579921.0,98.35
BR,2025,7,APS,55434.0,6279.0,61713.0,212579921.0,98.43
BR,2025,8,APS,55521.0,6270.0,61791.0,212579867.0,98.55
BR,2025,9,APS,55649.0,6276.0,61925.0,212576839.0,98.82
BR,2025,10,APS,55693.0,6299.0,61992.0,212575847.0,98.92
BR,2025,11,APS,55759.0,6352.0,62111.0,212578617.0,99.05
BR,2025,12,APS,55816.0,6320.0,62136.0,212577992.0,99.14
BR,2026,1,APS,55885.0,6315.0,62200.0,213416218.0,98.62
BR,2026,2,APS,55935.0,6323.0,62258.0,213397175.0,98.53
BR,2026,3,APS,55977.0,6294.0,62271.0,213406368.0,98.31
BR,2026,4,APS,56005.0,6308.0,62313.0,213407113.0,99.06
BR,2026,5,APS,56040.0,6295.0,62335.0,213399003.0,98.42
BR,2026,6,APS,56102.0,6312.0,62414.0,213412436.0,98.54
