uf,ano,mes,metodologia,esf,eap,equipes,populacao,cobertura
RO,2007,7,AB,153.0,,,1562417.0,33.37
RO,2007,8,AB,183.0,,,1562417.0,49.6
RO,2007,9,AB,194.0,,,1562417.0,51.57
RO,2007,10,AB,202.0,,,1562417.0,52.49
RO,2007,11,AB,208.0,,,1562417.0,53.19
RO,2007,12,AB,210.0,,,1562417.0,53.54
RO,2008,1,AB,211.0,,,1453756.0,56.34
RO,2008,2,AB,209.0,,,1453756.0,55.88
RO,2008,3,AB,208.0,,,1453756.0,56.67
RO,2008,4,AB,225.0,,,1453756.0,60.63
RO,2008,5,AB,226.0,,,1453756.0,60.64
RO,2008,6,AB,230.0,,,1453756.0,61.79
RO,2008,7,AB,231.0,,,1453756.0,61.85
RO,2008,8,AB,231.0,,,1453756.0,62.09
RO,2008,9,AB,232.0,,,1453756.0,62.47
RO,2008,10,AB,232.0,,,1453756.0,62.3
RO,2008,11,AB,232.0,,,1453756.0,62.2
RO,2008,12,AB,231.0,,,1453756.0,61.82
RO,2009,1,AB,230.0,,,1493566.0,60.76
RO,2009,2,AB,228.0,,,1493566.0,60.16
RO,2009,3,AB,230.0,,,1493566.0,60.95
RO,2009,4,AB,230.0,,,1493566.0,60.1
RO,2009,5,AB,235.0,,,1493566.0,61.2
RO,2009,6,AB,233.0,,,1493566.0,61.74
RO,2009,7,AB,232.0,,,1493566.0,61.28
RO,2009,8,AB,243.0,,,1493566.0,62.56
RO,2009,9,AB,248.0,,,1493566.0,63.65
RO,2009,10,AB,246.0,,,1493566.0,63.63
RO,2009,11,AB,247.0,,,1493566.0,63.76
RO,2009,12,AB,249.0,,,1493566.0,63.86
RO,2010,1,AB,249.0,,,1503928.0,63.91
RO,2010,2,AB,251.0,,,1503928.0,64.6
RO,2010,3,AB,254.0,,,1503928.0,65.45
RO,2010,4,AB,260.0,,,1503928.0,65.76
RO,2010,5,AB,260.0,,,1503928.0,65.91
RO,2010,6,AB,259.0,,,1503928.0,66.24
RO,2010,7,AB,261.0,,,1503928.0,67.12
RO,2010,8,AB,264.0,,,1503928.0,68.05
RO,2010,9,AB,267.0,,,1503928.0,67.81
RO,2010,10,AB,267.0,,,1503928.0,68.48
RO,2010,11,AB,270.0,,,1503928.0,66.45
RO,2010,12,AB,273.0,,,1503928.0,66.86
RO,2011,1,AB,277.0,,,1562409.0,64.89
RO,2011,2,AB,274.0,,,1562409.0,64.06
RO,2011,3,AB,278.0,,,1562409.0,65.17
RO,2011,4,AB,280.0,,,1562409.0,65.7
RO,2011,5,AB,281.0,,,1562409.0,65.35
RO,2011,6,AB,281.0,,,1562409.0,65.54
RO,2011,7,AB,282.0,,,1562409.0,65.45
RO,2011,8,AB,283.0,,,1562409.0,65.6
RO,2011,9,AB,284.0,,,1562409.0,66.05
RO,2011,10,AB,283.0,,,1562409.0,65.46
RO,2011,11,AB,286.0,,,1562409.0,64.88
RO,2011,12,AB,288.0,,,1562409.0,65.29
RO,2012,1,AB,288.0,,,1576423.0,64.67
RO,2012,2,AB,290.0,,,1576423.0,64.58
RO,2012,3,AB,293.0,,,1576423.0,65.4
RO,2012,4,AB,293.0,,,1576423.0,66.5
RO,2012,5,AB,293.0,,,1576423.0,66.47
RO,2012,6,AB,296.0,,,1576423.0,67.45
RO,2012,7,AB,297.0,,,1576423.0,67.59
RO,2012,8,AB,297.0,,,1576423.0,66.98
RO,2012,9,AB,297.0,,,1576423.0,66.79
RO,2012,10,AB,297.0,,,1576423.0,66.85
RO,2012,11,AB,295.0,,,1576423.0,66.54
RO,2012,12,AB,291.0,,,1576423.0,66.21
RO,2013,1,AB,290.0,,,1590011.0,65.37
RO,2013,2,AB,300.0,,,1590011.0,66.44
RO,2013,3,AB,307.0,,,1590011.0,67.81
RO,2013,4,AB,308.0,,,1590011.0,68.44
RO,2013,5,AB,307.0,,,1590011.0,67.34
RO,2013,6,AB,303.0,,,1590011.0,67.5
RO,2013,7,AB,299.0,,,1590011.0,68.76
RO,2013,8,AB,301.0,,,1590011.0,68.77
RO,2013,9,AB,301.0,,,1590011.0,68.46
RO,2013,10,AB,307.0,,,1590011.0,69.04
RO,2013,11,AB,303.0,,,1590011.0,68.72
RO,2013,12,AB,306.0,,,1590011.0,67.93
RO,2014,1,AB,311.0,,,1728214.0,63.9
RO,2014,2,AB,308.0,,,1728214.0,64.15
RO,2014,3,AB,308.0,,,1728214.0,64.66
RO,2014,4,AB,304.0,,,1728214.0,64.45
RO,2014,5,AB,326.0,,,1728214.0,70.98
RO,2014,6,AB,338.0,,,1728214.0,73.64
RO,2014,7,AB,354.0,,,1728214.0,76.11
RO,2014,8,AB,363.0,,,1728214.0,75.98
RO,2014,9,AB,364.0,,,1728214.0,76.2
RO,2014,10,AB,364.0,,,1728214.0,76.32
RO,2014,11,AB,370.0,,,1728214.0,76.3
RO,2014,12,AB,369.0,,,1728214.0,76.36
RO,2015,1,AB,363.0,,,1748531.0,73.63
RO,2015,2,AB,365.0,,,1748531.0,74.56
RO,2015,3,AB,366.0,,,1748531.0,75.15
RO,2015,4,AB,369.0,,,1748531.0,75.34
RO,2015,5,AB,374.0,,,1748531.0,75.8
RO,2015,6,AB,375.0,,,1748531.0,75.52
RO,2015,7,AB,380.0,,,1748531.0,76.67
RO,2015,8,AB,378.0,,,1748531.0,77.07
RO,2015,9,AB,377.0,,,1748531.0,75.56
RO,2015,10,AB,377.0,,,1748531.0,75.42
RO,2015,11,AB,372.0,,,1748531.0,75.93
RO,2015,12,AB,378.0,,,1748531.0,77.52
RO,2016,1,AB,384.0,,,1768204.0,76.97
RO,2016,2,AB,379.0,,,1768204.0,75.55
RO,2016,3,AB,381.0,,,1768204.0,76.32
RO,2016,4,AB,381.0,,,1768204.0,76.44
RO,2016,5,AB,381.0,,,1768204.0,77.92
RO,2016,6,AB,383.0,,,1768204.0,77.54
RO,2016,7,AB,382.0,,,1768204.0,77.24
RO,2016,8,AB,391.0,,,1768204.0,77.9
RO,2016,9,AB,388.0,,,1768204.0,77.31
RO,2016,10,AB,392.0,,,1768204.0,77.64
RO,2016,11,AB,388.0,,,1768204.0,77.13
RO,2016,12,AB,385.0,,,1768204.0,76.48
RO,2017,1,AB,379.0,,,1787279.0,75.25
RO,2017,2,AB,379.0,,,1787279.0,74.87
RO,2017,3,AB,380.0,,,1787279.0,74.52
RO,2017,4,AB,376.0,,,1787279.0,74.09
RO,2017,5,AB,382.0,,,1787279.0,74.83
RO,2017,6,AB,376.0,,,1787279.0,74.42
RO,2017,7,AB,376.0,,,1787279.0,74.03
RO,2017,8,AB,370.0,,,1787279.0,73.1
RO,2017,9,AB,374.0,,,1787279.0,73.76
RO,2017,10,AB,370.0,,,1787279.0,73.16
RO,2017,11,AB,369.0,,,1787279.0,73.0
RO,2017,12,AB,368.0,,,1787279.0,72.52
RO,2018,1,AB,377.0,,,1805788.0,73.61
RO,2018,2,AB,377.0,,,1805788.0,74.02
RO,2018,3,AB,374.0,,,1805788.0,74.03
RO,2018,4,AB,368.0,,,1805788.0,72.36
RO,2018,5,AB,379.0,,,1805788.0,73.86
RO,2018,6,AB,378.0,,,1805788.0,72.85
RO,2018,7,AB,375.0,,,1805788.0,72.78
RO,2018,8,AB,379.0,,,1805788.0,73.55
RO,2018,9,AB,382.0,,,1805788.0,73.51
RO,2018,10,AB,377.0,,,1805788.0,73.21
RO,2018,11,AB,374.0,,,1805788.0,73.36
RO,2018,12,AB,370.0,,,1805788.0,72.95
RO,2019,1,AB,358.0,,,1757589.0,72.62
RO,2019,2,AB,359.0,,,1757589.0,73.01
RO,2019,3,AB,361.0,,,1757589.0,72.09
RO,2019,4,AB,371.0,,,1757589.0,73.63
RO,2019,5,AB,373.0,,,1757589.0,73.6
RO,2019,6,AB,376.0,,,1757589.0,74.01
RO,2019,7,AB,381.0,,,1757589.0,74.87
RO,2019,8,AB,382.0,,,1757589.0,74.85
RO,2019,9,AB,388.0,,,1757589.0,75.28
RO,2019,10,AB,392.0,,,1757589.0,76.22
RO,2019,11,AB,391.0,,,1757589.0,75.66
RO,2019,12,AB,384.0,,,1757589.0,75.28
RO,2020,1,AB,387.0,,,1777225.0,74.44
RO,2020,2,AB,375.0,,,1777225.0,73.66
RO,2020,3,AB,379.0,,,1777225.0,74.6
RO,2020,4,AB,387.0,,,1777225.0,77.18
RO,2020,5,AB,378.0,,,1777225.0,74.68
RO,2020,6,AB,390.0,,,1777225.0,76.3
RO,2020,7,AB,390.0,,,1777225.0,76.06
RO,2020,8,AB,373.0,,,1777225.0,73.93
RO,2020,9,AB,385.0,,,1777225.0,74.99
RO,2020,10,AB,382.0,,,1777225.0,74.93
RO,2020,11,AB,382.0,,,1777225.0,75.26
RO,2020,12,AB,379.0,,,1777225.0,75.23
RO,2021,1,APS,409.0,7.0,416.0,1796460.0,87.08
RO,2021,2,APS,409.0,7.0,416.0,1796460.0,85.61
RO,2021,3,APS,408.0,7.0,415.0,1796460.0,85.65
RO,2021,4,APS,411.0,8.0,419.0,1796460.0,85.05
RO,2021,5,APS,411.0,8.0,419.0,1796460.0,85.06
RO,2021,6,APS,406.0,8.0,414.0,1796460.0,84.48
RO,2021,7,APS,407.0,8.0,415.0,1796460.0,84.49
RO,2021,8,APS,418.0,8.0,426.0,1796460.0,86.06
RO,2021,9,APS,418.0,9.0,427.0,1796460.0,86.36
RO,2021,10,APS,417.0,10.0,427.0,1790262.0,86.43
RO,2021,11,APS,421.0,10.0,431.0,1796460.0,86.52
RO,2021,12,APS,421.0,9.0,430.0,1796460.0,86.24
RO,2022,1,APS,420.0,9.0,429.0,1815278.0,82.03
RO,2022,2,APS,419.0,9.0,428.0,1815278.0,81.84
RO,2022,3,APS,420.0,9.0,429.0,1815278.0,82.03
RO,2022,4,APS,422.0,10.0,432.0,1815278.0,82.56
RO,2022,5,APS,422.0,10.0,432.0,1815278.0,82.56
RO,2022,6,APS,415.0,10.0,425.0,1815278.0,81.22
RO,2022,7,APS,423.0,10.0,433.0,1815278.0,82.85
RO,2022,8,APS,425.0,12.0,437.0,1815278.0,83.53
RO,2022,9,APS,423.0,12.0,435.0,1815278.0,83.14
RO,2022,10,APS,426.0,13.0,439.0,1815278.0,83.82
RO,2022,11,APS,430.0,13.0,443.0,1815278.0,84.63
RO,2022,12,APS,431.0,15.0,446.0,1815278.0,85.11
RO,2023,1,APS,430.0,16.0,446.0,1581196.0,97.91
RO,2023,2,APS,433.0,16.0,449.0,1581196.0,98.58
RO,2023,3,APS,434.0,17.0,451.0,1581196.0,98.98
RO,2023,4,APS,426.0,15.0,441.0,1581196.0,97.63
RO,2023,5,APS,433.0,15.0,448.0,1581196.0,98.42
RO,2023,6,APS,436.0,15.0,451.0,1581196.0,99.09
RO,2023,7,APS,438.0,17.0,455.0,1581196.0,99.87
RO,2023,8,APS,437.0,15.0,452.0,1581196.0,99.34
RO,2023,9,APS,433.0,22.0,455.0,1581196.0,100.21
RO,2023,10,APS,435.0,20.0,455.0,1581196.0,100.56
RO,2023,11,APS,435.0,20.0,455.0,1581196.0,100.58
RO,2023,12,APS,436.0,20.0,456.0,1581196.0,100.81
RO,2024,1,APS,439.0,18.0,457.0,1581196.0,101.15
RO,2024,2,APS,443.0,18.0,461.0,1581196.0,102.01
RO,2024,3,APS,438.0,19.0,457.0,1581196.0,101.09
RO,2024,4,APS,441.0,20.0,461.0,1581196.0,101.94
RO,2024,5,APS,439.0,21.0,460.0,1581196.0,101.68
RO,2024,6,APS,443.0,20.0,463.0,1581196.0,102.42
RO,2024,7,APS,445.0,21.0,466.0,1581196.0,103.02
RO,2024,8,APS,446.0,22.0,468.0,1581196.0,103.42
RO,2024,9,APS,447.0,23.0,470.0,1581196.0,103.87
RO,2024,10,APS,448.0,24.0,472.0,1571872.0,104.89
RO,2024,11,APS,454.0,24.0,478.0,1581196.0,105.48
RO,2024,12,APS,457.0,22.0,479.0,1581196.0,105.83
RO,2025,1,APS,458.0,22.0,480.0,1746227.0,96.04
RO,2025,2,APS,459.0,21.0,480.0,1746227.0,96.1
RO,2025,3,APS,458.0,24.0,482.0,1746227.0,96.26
RO,2025,4,APS,454.0,24.0,478.0,1746227.0,95.46
RO,2025,5,APS,450.0,23.0,473.0,1746227.0,94.48
RO,2025,6,APS,452.0,24.0,476.0,1746227.0,95.01
RO,2025,7,APS,462.0,24.0,486.0,1746227.0,97.14
RO,2025,8,APS,471.0,22.0,493.0,1746227.0,98.58
RO,2025,9,APS,475.0,20.0,495.0,1746227.0,99.08
RO,2025,10,APS,473.0,19.0,492.0,1746227.0,98.55
RO,2025,11,APS,473.0,20.0,493.0,1746227.0,98.76
RO,2025,12,APS,474.0,20.0,494.0,1746227.0,98.95
RO,2026,1,APS,478.0,19.0,497.0,1751950.0,98.73
RO,2026,2,APS,479.0,19.0,498.0,1751950.0,98.64
RO,2026,3,APS,476.0,20.0,496.0,1751950.0,97.89
RO,2026,4,APS,476.0,19.0,495.0,1751950.0,98.87
RO,2026,5,APS,482.0,16.0,498.0,1751950.0,98.49
RO,2026,6,APS,484.0,17.0,501.0,1751950.0,99.03
AC,2007,7,AB,123.0,,,686652.0,57.74
AC,2007,8,AB,126.0,,,686652.0,73.03
AC,2007,9,AB,132.0,,,686652.0,72.99
AC,2007,10,AB,132.0,,,686652.0,72.62
AC,2007,11,AB,132.0,,,686652.0,72.96
AC,2007,12,AB,132.0,,,686652.0,72.67
AC,2008,1,AB,131.0,,,655385.0,75.4
AC,2008,2,AB,133.0,,,655385.0,76.98
AC,2008,3,AB,133.0,,,655385.0,77.14
AC,2008,4,AB,133.0,,,655385.0,76.65
AC,2008,5,AB,136.0,,,655385.0,77.03
AC,2008,6,AB,136.0,,,655385.0,76.95
AC,2008,7,AB,136.0,,,655385.0,76.46
AC,2008,8,AB,139.0,,,655385.0,78.39
AC,2008,9,AB,137.0,,,655385.0,78.41
AC,2008,10,AB,138.0,,,655385.0,79.09
AC,2008,11,AB,139.0,,,655385.0,79.22
AC,2008,12,AB,137.0,,,655385.0,79.08
AC,2009,1,AB,137.0,,,680073.0,77.7
AC,2009,2,AB,137.0,,,680073.0,77.7
AC,2009,3,AB,138.0,,,680073.0,77.7
AC,2009,4,AB,138.0,,,680073.0,77.59
AC,2009,5,AB,139.0,,,680073.0,78.98
AC,2009,6,AB,138.0,,,680073.0,75.82
AC,2009,7,AB,138.0,,,680073.0,75.18
AC,2009,8,AB,137.0,,,680073.0,76.02
AC,2009,9,AB,139.0,,,680073.0,76.79
AC,2009,10,AB,135.0,,,680073.0,76.01
AC,2009,11,AB,134.0,,,680073.0,73.99
AC,2009,12,AB,133.0,,,680073.0,73.99
AC,2010,1,AB,132.0,,,691132.0,72.79
AC,2010,2,AB,130.0,,,691132.0,71.65
AC,2010,3,AB,132.0,,,691132.0,72.68
AC,2010,4,AB,134.0,,,691132.0,73.08
AC,2010,5,AB,132.0,,,691132.0,72.81
AC,2010,6,AB,133.0,,,691132.0,73.31
AC,2010,7,AB,136.0,,,691132.0,74.51
AC,2010,8,AB,138.0,,,691132.0,74.4
AC,2010,9,AB,142.0,,,691132.0,75.37
AC,2010,10,AB,142.0,,,691132.0,74.94
AC,2010,11,AB,142.0,,,691132.0,74.91
AC,2010,12,AB,139.0,,,691132.0,75.55
AC,2011,1,AB,138.0,,,733559.0,74.07
AC,2011,2,AB,137.0,,,733559.0,73.19
AC,2011,3,AB,135.0,,,733559.0,73.9
AC,2011,4,AB,137.0,,,733559.0,73.47
AC,2011,5,AB,137.0,,,733559.0,73.2
AC,2011,6,AB,137.0,,,733559.0,72.38
AC,2011,7,AB,138.0,,,733559.0,72.37
AC,2011,8,AB,138.0,,,733559.0,72.58
AC,2011,9,AB,138.0,,,733559.0,72.58
AC,2011,10,AB,137.0,,,733559.0,71.23
AC,2011,11,AB,139.0,,,733559.0,72.38
AC,2011,12,AB,139.0,,,733559.0,72.79
AC,2012,1,AB,141.0,,,746375.0,73.12
AC,2012,2,AB,142.0,,,746375.0,73.02
AC,2012,3,AB,143.0,,,746375.0,72.17
AC,2012,4,AB,146.0,,,746375.0,73.56
AC,2012,5,AB,147.0,,,746375.0,73.96
AC,2012,6,AB,171.0,,,746375.0,83.77
AC,2012,7,AB,170.0,,,746375.0,86.23
AC,2012,8,AB,171.0,,,746375.0,85.76
AC,2012,9,AB,174.0,,,746375.0,86.82
AC,2012,10,AB,177.0,,,746375.0,86.61
AC,2012,11,AB,177.0,,,746375.0,83.42
AC,2012,12,AB,178.0,,,746375.0,84.89
AC,2013,1,AB,175.0,,,758786.0,83.76
AC,2013,2,AB,172.0,,,758786.0,82.15
AC,2013,3,AB,172.0,,,758786.0,79.81
AC,2013,4,AB,170.0,,,758786.0,79.48
AC,2013,5,AB,170.0,,,758786.0,79.25
AC,2013,6,AB,172.0,,,758786.0,80.62
AC,2013,7,AB,172.0,,,758786.0,80.62
AC,2013,8,AB,173.0,,,758786.0,80.22
AC,2013,9,AB,173.0,,,758786.0,82.07
AC,2013,10,AB,176.0,,,758786.0,86.51
AC,2013,11,AB,180.0,,,758786.0,87.03
AC,2013,12,AB,186.0,,,758786.0,89.03
AC,2014,1,AB,188.0,,,776463.0,88.41
AC,2014,2,AB,187.0,,,776463.0,88.13
AC,2014,3,AB,180.0,,,776463.0,85.73
AC,2014,4,AB,183.0,,,776463.0,86.13
AC,2014,5,AB,185.0,,,776463.0,87.43
AC,2014,6,AB,194.0,,,776463.0,88.42
AC,2014,7,AB,197.0,,,776463.0,88.39
AC,2014,8,AB,205.0,,,776463.0,89.56
AC,2014,9,AB,208.0,,,776463.0,91.28
AC,2014,10,AB,210.0,,,776463.0,91.12
AC,2014,11,AB,210.0,,,776463.0,92.09
AC,2014,12,AB,209.0,,,776463.0,92.48
AC,2015,1,AB,207.0,,,790101.0,90.76
AC,2015,2,AB,207.0,,,790101.0,91.97
AC,2015,3,AB,208.0,,,790101.0,93.11
AC,2015,4,AB,211.0,,,790101.0,93.55
AC,2015,5,AB,213.0,,,790101.0,93.75
AC,2015,6,AB,208.0,,,790101.0,92.24
AC,2015,7,AB,206.0,,,790101.0,91.78
AC,2015,8,AB,208.0,,,790101.0,91.7
AC,2015,9,AB,213.0,,,790101.0,91.9
AC,2015,10,AB,216.0,,,790101.0,92.15
AC,2015,11,AB,216.0,,,790101.0,92.59
AC,2015,12,AB,216.0,,,790101.0,92.47
AC,2016,1,AB,216.0,,,803513.0,91.65
AC,2016,2,AB,215.0,,,803513.0,88.65
AC,2016,3,AB,216.0,,,803513.0,89.03
AC,2016,4,AB,216.0,,,803513.0,88.97
AC,2016,5,AB,217.0,,,803513.0,89.7
AC,2016,6,AB,217.0,,,803513.0,90.13
AC,2016,7,AB,214.0,,,803513.0,88.69
AC,2016,8,AB,219.0,,,803513.0,91.52
AC,2016,9,AB,220.0,,,803513.0,89.92
AC,2016,10,AB,221.0,,,803513.0,89.19
AC,2016,11,AB,219.0,,,803513.0,88.9
AC,2016,12,AB,215.0,,,803513.0,86.8
AC,2017,1,AB,217.0,,,816687.0,84.69
AC,2017,2,AB,210.0,,,816687.0,84.13
AC,2017,3,AB,213.0,,,816687.0,83.8
AC,2017,4,AB,216.0,,,816687.0,84.18
AC,2017,5,AB,223.0,,,816687.0,89.78
AC,2017,6,AB,224.0,,,816687.0,88.65
AC,2017,7,AB,221.0,,,816687.0,90.31
AC,2017,8,AB,222.0,,,816687.0,92.02
AC,2017,9,AB,223.0,,,816687.0,91.74
AC,2017,10,AB,224.0,,,816687.0,91.65
AC,2017,11,AB,221.0,,,816687.0,90.75
AC,2017,12,AB,223.0,,,816687.0,88.85
AC,2018,1,AB,224.0,,,829619.0,88.31
AC,2018,2,AB,225.0,,,829619.0,88.54
AC,2018,3,AB,221.0,,,829619.0,88.11
AC,2018,4,AB,225.0,,,829619.0,87.64
AC,2018,5,AB,223.0,,,829619.0,87.15
AC,2018,6,AB,221.0,,,829619.0,86.47
AC,2018,7,AB,222.0,,,829619.0,86.3
AC,2018,8,AB,223.0,,,829619.0,86.32
AC,2018,9,AB,226.0,,,829619.0,86.74
AC,2018,10,AB,225.0,,,829619.0,86.32
AC,2018,11,AB,205.0,,,829619.0,81.72
AC,2018,12,AB,218.0,,,829619.0,85.51
AC,2019,1,AB,211.0,,,869265.0,81.26
AC,2019,2,AB,213.0,,,869265.0,82.67
AC,2019,3,AB,217.0,,,869265.0,83.16
AC,2019,4,AB,215.0,,,869265.0,82.87
AC,2019,5,AB,216.0,,,869265.0,84.24
AC,2019,6,AB,216.0,,,869265.0,85.34
AC,2019,7,AB,218.0,,,869265.0,85.57
AC,2019,8,AB,218.0,,,869265.0,83.68
AC,2019,9,AB,212.0,,,869265.0,82.02
AC,2019,10,AB,212.0,,,869265.0,81.61
AC,2019,11,AB,211.0,,,869265.0,80.54
AC,2019,12,AB,210.0,,,869265.0,78.85
AC,2020,1,AB,210.0,,,881935.0,79.37
AC,2020,2,AB,209.0,,,881935.0,80.89
AC,2020,3,AB,194.0,,,881935.0,75.25
AC,2020,4,AB,220.0,,,881935.0,85.9
AC,2020,5,AB,211.0,,,881935.0,84.06
AC,2020,6,AB,217.0,,,881935.0,83.32
AC,2020,7,AB,220.0,,,881935.0,83.52
AC,2020,8,AB,199.0,,,881935.0,83.08
AC,2020,9,AB,225.0,,,881935.0,87.06
AC,2020,10,AB,222.0,,,881935.0,87.59
AC,2020,11,AB,220.0,,,881935.0,86.81
AC,2020,12,AB,219.0,,,881935.0,87.23
AC,2021,1,APS,237.0,16.0,253.0,894470.0,102.48
AC,2021,2,APS,235.0,16.0,251.0,894470.0,100.63
AC,2021,3,APS,237.0,16.0,253.0,894470.0,100.73
AC,2021,4,APS,242.0,16.0,258.0,894470.0,100.48
AC,2021,5,APS,244.0,16.0,260.0,894470.0,100.53
AC,2021,6,APS,246.0,16.0,262.0,894470.0,101.46
AC,2021,7,APS,246.0,16.0,262.0,894470.0,100.61
AC,2021,8,APS,246.0,17.0,263.0,894470.0,101.79
AC,2021,9,APS,247.0,17.0,264.0,894470.0,102.3
AC,2021,10,APS,248.0,18.0,266.0,894470.0,102.61
AC,2021,11,APS,248.0,18.0,266.0,894470.0,102.62
AC,2021,12,APS,249.0,21.0,270.0,894470.0,103.55
AC,2022,1,APS,229.0,21.0,250.0,906876.0,98.83
AC,2022,2,APS,230.0,21.0,251.0,906876.0,99.16
AC,2022,3,APS,234.0,23.0,257.0,906876.0,101.25
AC,2022,4,APS,234.0,23.0,257.0,906876.0,101.29
AC,2022,5,APS,234.0,23.0,257.0,906876.0,101.3
AC,2022,6,APS,234.0,23.0,257.0,906876.0,101.29
AC,2022,7,APS,232.0,23.0,255.0,906876.0,100.55
AC,2022,8,APS,234.0,23.0,257.0,906876.0,101.31
AC,2022,9,APS,234.0,21.0,255.0,906876.0,100.76
AC,2022,10,APS,234.0,22.0,256.0,906876.0,101.07
AC,2022,11,APS,231.0,23.0,254.0,906876.0,100.22
AC,2022,12,APS,230.0,26.0,256.0,906876.0,100.6
AC,2023,1,APS,233.0,26.0,259.0,830018.0,111.55
AC,2023,2,APS,233.0,26.0,259.0,830018.0,111.57
AC,2023,3,APS,232.0,26.0,258.0,830018.0,111.15
AC,2023,4,APS,233.0,26.0,259.0,830018.0,111.23
AC,2023,5,APS,232.0,27.0,259.0,830018.0,111.44
AC,2023,6,APS,237.0,33.0,270.0,830018.0,115.45
AC,2023,7,APS,239.0,33.0,272.0,830018.0,116.25
AC,2023,8,APS,240.0,32.0,272.0,830018.0,116.5
AC,2023,9,APS,241.0,32.0,273.0,830018.0,116.76
AC,2023,10,APS,241.0,32.0,273.0,830018.0,116.8
AC,2023,11,APS,241.0,32.0,273.0,830018.0,116.84
AC,2023,12,APS,242.0,32.0,274.0,830018.0,117.27
AC,2024,1,APS,243.0,32.0,275.0,830018.0,117.77
AC,2024,2,APS,245.0,32.0,277.0,830018.0,118.52
AC,2024,3,APS,245.0,32.0,277.0,830018.0,118.5
AC,2024,4,APS,245.0,30.0,275.0,830018.0,117.89
AC,2024,5,APS,244.0,31.0,275.0,830018.0,117.9
AC,2024,6,APS,248.0,34.0,282.0,830018.0,120.69
AC,2024,7,APS,251.0,34.0,285.0,830018.0,121.95
AC,2024,8,APS,251.0,34.0,285.0,830018.0,121.83
AC,2024,9,APS,250.0,34.0,284.0,830018.0,121.52
AC,2024,10,APS,250.0,34.0,284.0,830018.0,121.5
AC,2024,11,APS,250.0,34.0,284.0,830018.0,121.16
AC,2024,12,APS,250.0,33.0,283.0,830018.0,120.84
AC,2025,1,APS,251.0,34.0,285.0,880631.0,114.9
AC,2025,2,APS,249.0,34.0,283.0,880631.0,114.18
AC,2025,3,APS,249.0,34.0,283.0,880631.0,114.17
AC,2025,4,APS,249.0,34.0,283.0,880631.0,114.11
AC,2025,5,APS,252.0,32.0,284.0,880631.0,114.49
AC,2025,6,APS,251.0,33.0,284.0,880631.0,114.52
AC,2025,7,APS,251.0,33.0,284.0,880631.0,114.58
AC,2025,8,APS,248.0,33.0,281.0,880631.0,113.27
AC,2025,9,APS,252.0,33.0,285.0,880631.0,114.98
AC,2025,10,APS,254.0,33.0,287.0,880631.0,115.79
AC,2025,11,APS,252.0,33.0,285.0,880631.0,114.91
AC,2025,12,APS,253.0,33.0,286.0,880631.0,115.29
AC,2026,1,APS,253.0,34.0,287.0,884372.0,114.73
AC,2026,2,APS,253.0,35.0,288.0,884372.0,112.99
AC,2026,3,APS,253.0,35.0,288.0,884372.0,110.31
AC,2026,4,APS,253.0,32.0,285.0,884372.0,114.0
AC,2026,5,APS,253.0,32.0,285.0,884372.0,109.52
AC,2026,6,APS,254.0,31.0,285.0,884372.0,109.62
AM,2007,7,AB,447.0,,,3311026.0,45.25
AM,2007,8,AB,440.0,,,3311026.0,61.81
AM,2007,9,AB,467.0,,,3311026.0,63.87
AM,2007,10,AB,472.0,,,3311026.0,63.35
AM,2007,11,AB,469.0,,,3311026.0,62.95
AM,2007,12,AB,476.0,,,3311026.0,63.07
AM,2008,1,AB,476.0,,,3221940.0,64.96
AM,2008,2,AB,478.0,,,3221940.0,63.98
AM,2008,3,AB,485.0,,,3221940.0,64.79
AM,2008,4,AB,485.0,,,3221940.0,62.82
AM,2008,5,AB,505.0,,,3221940.0,67.92
AM,2008,6,AB,508.0,,,3221940.0,68.27
AM,2008,7,AB,502.0,,,3221940.0,68.21
AM,2008,8,AB,504.0,,,3221940.0,68.45
AM,2008,9,AB,505.0,,,3221940.0,68.53
AM,2008,10,AB,504.0,,,3221940.0,68.11
AM,2008,11,AB,505.0,,,3221940.0,67.82
AM,2008,12,AB,505.0,,,3221940.0,67.98
AM,2009,1,AB,508.0,,,3341096.0,65.91
AM,2009,2,AB,512.0,,,3341096.0,65.96
AM,2009,3,AB,509.0,,,3341096.0,65.75
AM,2009,4,AB,510.0,,,3341096.0,65.9
AM,2009,5,AB,509.0,,,3341096.0,66.18
AM,2009,6,AB,517.0,,,3341096.0,66.15
AM,2009,7,AB,510.0,,,3341096.0,65.41
AM,2009,8,AB,511.0,,,3341096.0,65.6
AM,2009,9,AB,510.0,,,3341096.0,65.6
AM,2009,10,AB,510.0,,,3341096.0,65.51
AM,2009,11,AB,519.0,,,3341096.0,65.91
AM,2009,12,AB,522.0,,,3341096.0,65.82
AM,2010,1,AB,529.0,,,3393369.0,65.73
AM,2010,2,AB,536.0,,,3393369.0,65.99
AM,2010,3,AB,538.0,,,3393369.0,66.04
AM,2010,4,AB,535.0,,,3393369.0,65.9
AM,2010,5,AB,531.0,,,3393369.0,65.75
AM,2010,6,AB,531.0,,,3393369.0,65.95
AM,2010,7,AB,531.0,,,3393369.0,65.31
AM,2010,8,AB,532.0,,,3393369.0,65.42
AM,2010,9,AB,538.0,,,3393369.0,65.67
AM,2010,10,AB,536.0,,,3393369.0,65.67
