ano,uf,divisao_cnae,estabelecimentos_ativos,vinculos_ativos
2025,AM,22,195,15586
2025,AM,23,121,1925
2025,AM,24,19,3697
2025,AM,25,193,6456
2025,AM,26,121,31671
2025,AM,27,33,7453
2025,AM,28,41,6282
2025,AM,29,34,6160
2025,AM,30,108,23523
2025,AM,31,76,1471
2025,AM,32,83,2947
2025,AM,33,372,2828
2025,AM,35,144,3045
2025,AM,36,31,2662
2025,AM,37,23,77
2025,AM,38,89,3504
2025,AM,39,3,12
2025,AM,41,829,10263
2025,AM,42,260,6775
2025,AM,43,1038,13028
2025,AM,45,1226,10779
2025,AM,46,1764,21431
2025,AM,47,13635,98440
2025,AM,49,834,23655
2025,AM,50,234,5979
2025,AM,51,38,995
2025,AM,52,458,11395
2025,AM,53,192,2157
2025,AM,55,306,3077
2025,AM,56,2080,24922
2025,AM,58,33,263
2025,AM,59,53,249
2025,AM,60,39,1261
2025,AM,61,254,2248
2025,AM,62,391,4124
2025,AM,63,102,888
2025,AM,64,358,3680
2025,AM,65,28,917
2025,AM,66,215,598
2025,AM,68,314,1018
2025,AM,69,1115,5018
2025,AM,70,364,4270
2025,AM,71,723,5730
2025,AM,72,68,3357
2025,AM,73,300,744
2025,AM,74,184,2631
2025,AM,75,98,319
2025,AM,77,436,8057
2025,AM,78,121,13958
2025,AM,79,210,734
2025,AM,80,200,14156
2025,AM,81,1028,25046
2025,AM,82,1276,14503
2025,AM,84,286,316387
2025,AM,85,1127,29864
2025,AM,86,2766,28128
2025,AM,87,42,423
2025,AM,88,31,1247
2025,AM,90,37,1159
2025,AM,91,6,154
2025,AM,93,339,2288
2025,AM,94,710,10705
2025,AM,95,170,708
2025,AM,96,455,2222
2025,AM,97,3,3
2025,AM,99,3,17
2025,AP,01,165,606
2025,AP,02,14,1062
2025,AP,03,3,23
2025,AP,07,16,376
2025,AP,08,12,155
2025,AP,09,1,6
2025,AP,10,244,1560
2025,AP,11,7,115
2025,AP,13,15,43
2025,AP,14,31,130
2025,AP,15,2,10
2025,AP,16,25,726
2025,AP,17,3,6
2025,AP,18,41,154
2025,AP,19,1,0
2025,AP,20,6,54
2025,AP,22,3,63
2025,AP,23,48,945
2025,AP,24,1,19
2025,AP,25,33,130
2025,AP,26,1,6
2025,AP,27,5,62
2025,AP,28,3,3
2025,AP,29,6,31
2025,AP,30,8,44
2025,AP,31,23,135
2025,AP,32,14,43
2025,AP,33,40,516
2025,AP,35,14,628
2025,AP,36,3,680
2025,AP,37,7,16
2025,AP,38,26,792
2025,AP,39,1,1
2025,AP,41,416,4807
2025,AP,42,63,932
2025,AP,43,197,942
2025,AP,45,373,2319
2025,AP,46,568,6553
2025,AP,47,3728,23788
2025,AP,49,127,1957
2025,AP,50,29,432
2025,AP,51,5,116
2025,AP,52,86,795
2025,AP,53,34,251
2025,AP,55,120,876
2025,AP,56,570,3463
2025,AP,58,3,1
2025,AP,59,16,72
2025,AP,60,10,150
2025,AP,61,47,1504
2025,AP,62,27,196
2025,AP,63,12,33
2025,AP,64,68,837
2025,AP,65,11,97
2025,AP,66,28,75
2025,AP,68,53,345
2025,AP,69,236,1051
2025,AP,70,35,644
2025,AP,71,92,713
2025,AP,72,5,92
2025,AP,73,60,157
2025,AP,74,51,153
2025,AP,75,15,99
2025,AP,77,77,403
2025,AP,78,23,2828
2025,AP,79,31,97
2025,AP,80,42,2294
2025,AP,81,127,8144
2025,AP,82,236,3774
2025,AP,84,98,78420
2025,AP,85,271,15868
2025,AP,86,729,6619
2025,AP,87,17,384
2025,AP,88,10,526
2025,AP,90,6,11
2025,AP,91,1,5
2025,AP,93,154,696
2025,AP,94,190,1246
2025,AP,95,49,131
2025,AP,96,142,351
2025,AP,97,1,0
2025,MA,01,3798,25638
2025,MA,02,175,5765
2025,MA,03,76,302
2025,MA,06,3,270
2025,MA,07,7,584
2025,MA,08,88,1003
2025,MA,09,8,163
2025,MA,10,878,10823
2025,MA,11,88,4068
2025,MA,12,1,1
2025,MA,13,52,401
2025,MA,14,256,1918
2025,MA,15,23,496
2025,MA,16,38,147
2025,MA,17,20,1068
2025,MA,18,304,1390
2025,MA,19,14,1835
2025,MA,20,67,2766
2025,MA,21,1,0
2025,MA,22,81,870
2025,MA,23,470,6830
2025,MA,24,25,6891
2025,MA,25,307,2377
2025,MA,26,2,5
2025,MA,27,11,174
2025,MA,28,26,339
2025,MA,29,65,385
2025,MA,30,6,521
2025,MA,31,204,2360
2025,MA,32,143,586
2025,MA,33,400,2042
2025,MA,35,87,2615
2025,MA,36,59,3486
2025,MA,37,31,472
2025,MA,38,130,2421
2025,MA,39,1,3
2025,MA,41,2594,27203
2025,MA,42,620,21344
2025,MA,43,1232,7106
2025,MA,45,3848,20105
2025,MA,46,3540,38528
2025,MA,47,26782,132555
2025,MA,49,1551,28427
2025,MA,50,43,1470
2025,MA,51,15,313
2025,MA,52,342,5235
2025,MA,53,307,1793
2025,MA,55,689,5405
2025,MA,56,3260,21581
2025,MA,58,64,239
2025,MA,59,55,285
2025,MA,60,75,1065
2025,MA,61,587,6443
2025,MA,62,317,3326
2025,MA,63,120,612
2025,MA,64,504,5877
2025,MA,65,31,547
2025,MA,66,401,963
2025,MA,68,560,3583
2025,MA,69,1791,6491
2025,MA,70,258,1928
2025,MA,71,787,7054
2025,MA,72,11,101
2025,MA,73,450,1223
2025,MA,74,475,2107
2025,MA,75,151,559
2025,MA,77,643,4905
2025,MA,78,84,3122
2025,MA,79,255,678
2025,MA,80,241,13439
2025,MA,81,992,17106
2025,MA,82,1797,26135
2025,MA,84,632,394915
2025,MA,85,1874,50414
2025,MA,86,4914,75867
2025,MA,87,71,994
2025,MA,88,30,938
2025,MA,90,59,132
2025,MA,91,8,91
2025,MA,92,1,1
2025,MA,93,702,3316
2025,MA,94,1127,23834
2025,MA,95,303,659
2025,MA,96,1066,3476
2025,MA,97,2,31
2025,MA,99,1,2
2025,MT,01,28136,160240
2025,MT,02,553,3132
2025,MT,03,122,430
2025,MT,06,1,8
2025,MT,07,147,6648
2025,MT,08,288,3115
2025,MT,09,27,250
2025,MT,10,1593,63449
2025,MT,11,86,3897
2025,MT,13,174,1797
2025,MT,14,313,1817
2025,MT,15,41,2000
2025,MT,16,963,8214
2025,MT,17,29,193
2025,MT,18,308,1175
2025,MT,19,57,11518
2025,MT,20,193,3157
2025,MT,21,5,33
2025,MT,22,190,2963
2025,MT,23,1097,9087
2025,MT,24,48,859
2025,MT,25,1596,6314
2025,MT,26,15,54
2025,MT,27,51,1530
2025,MT,28,198,1959
2025,MT,29,193,929
2025,MT,30,20,71
2025,MT,31,552,2955
2025,MT,32,392,1244
2025,MT,33,1727,6372
2025,MT,35,164,4583
2025,MT,36,70,2397
2025,MT,37,53,297
2025,MT,38,256,2586
2025,MT,39,5,338
2025,MT,41,4830,20817
2025,MT,42,1128,17176
2025,MT,43,4150,13712
2025,MT,45,9250,40601
2025,MT,46,7094,50391
2025,MT,47,31650,156015
2025,MT,49,6661,51527
2025,MT,50,17,38
2025,MT,51,28,427
2025,MT,52,1013,11997
2025,MT,53,381,2464
2025,MT,55,1222,7900
2025,MT,56,6239,25598
2025,MT,58,120,227
2025,MT,59,113,342
2025,MT,60,183,1272
2025,MT,61,628,4718
2025,MT,62,614,5437
2025,MT,63,400,3130
2025,MT,64,1174,12865
2025,MT,65,41,1307
2025,MT,66,614,1455
2025,MT,68,1520,2705
2025,MT,69,3473,14563
2025,MT,70,410,1069
2025,MT,71,1821,5346
2025,MT,72,52,924
2025,MT,73,1797,5214
2025,MT,74,1085,2751
2025,MT,75,330,641
2025,MT,77,1260,5630
2025,MT,78,156,11484
2025,MT,79,445,1316
2025,MT,80,359,12590
2025,MT,81,1485,19170
2025,MT,82,4049,30905
2025,MT,84,460,293134
2025,MT,85,2452,33556
2025,MT,86,9484,36137
2025,MT,87,165,1400
2025,MT,88,122,2781
2025,MT,90,111,309
2025,MT,91,4,10
2025,MT,92,1,1
2025,MT,93,1009,3562
2025,MT,94,1732,19219
2025,MT,95,654,1290
2025,MT,96,1821,4602
2025,MT,97,20,13
2025,PA,01,9419,53429
2025,PA,02,288,5234
2025,PA,03,108,547
2025,PA,06,1,1
2025,PA,07,83,26892
2025,PA,08,118,1923
2025,PA,09,37,463
2025,PA,10,1632,45350
2025,PA,11,93,3689
2025,PA,13,70,1557
2025,PA,14,280,1691
2025,PA,15,31,1803
2025,PA,16,570,10251
2025,PA,17,35,1622
2025,PA,18,314,1263
2025,PA,19,10,2006
2025,PA,20,114,3857
2025,PA,21,4,16
2025,PA,22,127,2233
2025,PA,23,600,9167
2025,PA,24,36,8945
2025,PA,25,508,4031
2025,PA,26,6,37
2025,PA,27,24,1010
2025,PA,28,83,2292
2025,PA,29,122,699
2025,PA,30,41,1130
2025,PA,31,245,3848
2025,PA,32,223,674
2025,PA,33,684,8289
2025,PA,35,134,2846
2025,PA,36,101,3182
2025,PA,37,45,329
2025,PA,38,178,5027
2025,PA,39,2,11
2025,PA,41,3300,30958
2025,PA,42,916,43774
2025,PA,43,2005,22925
2025,PA,45,5007,28572
2025,PA,46,5487,49657
2025,PA,47,32323,186599
2025,PA,49,2150,33091
2025,PA,50,325,6904
2025,PA,51,44,906
2025,PA,52,657,11159
2025,PA,53,311,3132
2025,PA,55,990,8173
2025,PA,56,4343,31068
2025,PA,58,51,531
2025,PA,59,78,377
2025,PA,60,128,2042
2025,PA,61,717,7776
2025,PA,62,369,3816
2025,PA,63,145,1290
2025,PA,64,858,13147
2025,PA,65,49,3103
2025,PA,66,305,1126
2025,PA,68,716,4051
2025,PA,69,2342,9505
2025,PA,70,339,2014
2025,PA,71,1383,12341
2025,PA,72,25,1219
2025,PA,73,545,1787
2025,PA,74,651,3189
2025,PA,75,218,861
2025,PA,77,1084,8655
2025,PA,78,144,13248
2025,PA,79,309,996
2025,PA,80,408,20834
2025,PA,81,1898,38967
2025,PA,82,2791,46490
2025,PA,84,591,535665
2025,PA,85,2491,69207
2025,PA,86,6062,65150
2025,PA,87,57,1090
2025,PA,88,61,2022
2025,PA,90,61,278
2025,PA,91,6,252
2025,PA,92,1,0
2025,PA,93,1077,7639
2025,PA,94,1471,18205
2025,PA,95,411,1088
2025,PA,96,1401,5511
2025,PA,97,3,9
2025,PA,99,3,13
2025,RO,01,6638,18394
2025,RO,02,90,368
2025,RO,03,76,199
2025,RO,07,45,1125
2025,RO,08,86,726
2025,RO,09,20,103
2025,RO,10,739,23583
2025,RO,11,26,1324
2025,RO,13,37,73
2025,RO,14,188,877
2025,RO,15,21,1011
2025,RO,16,388,3487
2025,RO,17,21,145
2025,RO,18,128,662
2025,RO,19,7,128
2025,RO,20,48,558
2025,RO,21,3,34
2025,RO,22,55,563
2025,RO,23,292,2523
2025,RO,24,19,404
2025,RO,25,394,1951
2025,RO,26,5,22
2025,RO,27,11,21
2025,RO,28,27,123
2025,RO,29,77,413
2025,RO,30,7,462
2025,RO,31,147,813
2025,RO,32,172,756
2025,RO,33,279,749
2025,RO,35,62,3127
2025,RO,36,18,1508
2025,RO,37,16,72
2025,RO,38,94,1490
2025,RO,39,3,6
2025,RO,41,1804,4077
2025,RO,42,344,4087
2025,RO,43,1201,3095
2025,RO,45,3051,16591
2025,RO,46,2910,17068
2025,RO,47,12681,62313
2025,RO,49,1472,13685
2025,RO,50,37,573
2025,RO,51,9,105
2025,RO,52,179,1651
2025,RO,53,174,1980
2025,RO,55,353,1971
2025,RO,56,2201,9396
2025,RO,58,34,135
2025,RO,59,41,118
2025,RO,60,94,657
2025,RO,61,241,2001
2025,RO,62,200,4318
2025,RO,63,63,383
2025,RO,64,474,6451
2025,RO,65,29,574
2025,RO,66,205,597
2025,RO,68,310,872
2025,RO,69,1313,4570
2025,RO,70,126,721
2025,RO,71,613,1920
2025,RO,72,14,248
2025,RO,73,368,642
2025,RO,74,524,1519
2025,RO,75,118,274
2025,RO,77,356,1319
2025,RO,78,53,2161
2025,RO,79,205,715
2025,RO,80,110,7424
2025,RO,81,463,4934
2025,RO,82,1225,11622
2025,RO,84,249,129768
2025,RO,85,841,13770
2025,RO,86,3343,20360
2025,RO,87,28,212
2025,RO,88,35,984
2025,RO,90,16,83
2025,RO,91,3,25
2025,RO,93,419,1652
2025,RO,94,875,5485
2025,RO,95,249,499
2025,RO,96,673,1329
2025,RO,97,5,6
2025,RR,01,577,3104
2025,RR,02,18,299
2025,RR,03,28,186
2025,RR,07,1,1
2025,RR,08,11,124
2025,RR,09,1,0
2025,RR,10,172,2127
2025,RR,11,5,125
2025,RR,13,15,76
2025,RR,14,33,268
2025,RR,15,1,12
2025,RR,16,41,218
2025,RR,17,4,12
2025,RR,18,24,131
2025,RR,19,1,5
2025,RR,20,5,10
2025,RR,22,3,26
2025,RR,23,66,633
2025,RR,24,1,0
2025,RR,25,25,108
2025,RR,27,2,21
2025,RR,28,3,17
2025,RR,29,7,41
2025,RR,31,18,89
2025,RR,32,25,82
2025,RR,33,38,139
2025,RR,35,24,921
2025,RR,36,1,716
2025,RR,37,2,4
2025,RR,38,25,99
2025,RR,41,386,3434
2025,RR,42,104,2051
2025,RR,43,216,1156
2025,RR,45,399,2574
2025,RR,46,519,5442
2025,RR,47,3313,20098
2025,RR,49,188,1643
2025,RR,50,2,1
2025,RR,51,10,334
2025,RR,52,49,340
2025,RR,53,28,206
2025,RR,55,115,748
2025,RR,56,689,3895
2025,RR,58,7,47
2025,RR,59,16,55
2025,RR,60,10,203
2025,RR,61,78,624
2025,RR,62,32,90
2025,RR,63,10,52
2025,RR,64,72,683
2025,RR,65,4,49
2025,RR,66,32,53
2025,RR,68,114,290
2025,RR,69,239,852
2025,RR,70,66,622
2025,RR,71,124,668
2025,RR,72,4,103
2025,RR,73,79,195
2025,RR,74,75,434
2025,RR,75,30,125
2025,RR,77,137,985
2025,RR,78,28,1623
2025,RR,79,68,179
2025,RR,80,40,2162
2025,RR,81,49,2810
2025,RR,82,227,3494
2025,RR,84,80,67850
2025,RR,85,213,7226
2025,RR,86,698,12451
2025,RR,87,3,10
2025,RR,88,13,703
2025,RR,90,7,216
2025,RR,93,124,425
2025,RR,94,158,1194
2025,RR,95,57,147
2025,RR,96,166,419
2025,RR,99,1,7
2025,TO,01,8725,30476
2025,TO,02,144,698
2025,TO,03,31,151
2025,TO,07,18,432
2025,TO,08,115,1749
2025,TO,09,5,5
2025,TO,10,478,10892
2025,TO,11,14,110
2025,TO,13,28,85
2025,TO,14,109,450
2025,TO,15,10,456
2025,TO,16,25,147
2025,TO,17,10,38
2025,TO,18,100,301
2025,TO,19,5,1356
2025,TO,20,45,520
2025,TO,21,1,13
2025,TO,22,36,331
2025,TO,23,311,2542
2025,TO,24,8,49
2025,TO,25,240,1416
2025,TO,26,1,0
2025,TO,27,3,3
2025,TO,28,12,61
2025,TO,29,59,325
2025,TO,30,4,25
2025,TO,31,102,535
2025,TO,32,109,471
2025,TO,33,260,1025
2025,TO,35,141,1886
2025,TO,36,47,2275
2025,TO,37,15,26
2025,TO,38,56,418
2025,TO,39,1,1
2025,TO,41,1368,5191
2025,TO,42,302,3928
2025,TO,43,1061,3203
2025,TO,45,2191,8763
2025,TO,46,1847,11168
2025,TO,47,10704,44092
2025,TO,49,1005,8741
2025,TO,50,23,356
2025,TO,51,5,85
2025,TO,52,185,1459
2025,TO,53,199,992
2025,TO,55,371,2183
2025,TO,56,1776,8084
2025,TO,58,24,60
2025,TO,59,45,124
2025,TO,60,35,252
2025,TO,61,228,1361
2025,TO,62,166,1609
2025,TO,63,80,402
2025,TO,64,293,2574
2025,TO,65,11,241
2025,TO,66,168,337
2025,TO,68,338,719
2025,TO,69,1324,4016
2025,TO,70,148,1344
2025,TO,71,550,2174
2025,TO,72,18,411
2025,TO,73,374,741
2025,TO,74,370,615
2025,TO,75,82,181
2025,TO,77,464,2353
2025,TO,78,39,959
2025,TO,79,126,254
2025,TO,80,70,3439
2025,TO,81,312,3040
2025,TO,82,1436,16192
2025,TO,84,653,130461
2025,TO,85,792,75305
2025,TO,86,2978,18857
2025,TO,87,50,536
2025,TO,88,55,1649
2025,TO,90,34,60
2025,TO,91,2,7
2025,TO,93,336,1093
2025,TO,94,626,6755
2025,TO,95,165,431
2025,TO,96,557,1515
