ano,uf,divisao_cnae,estabelecimentos_ativos,vinculos_ativos
2019,MT,50,35,54
2019,MT,51,25,500
2019,MT,52,832,6512
2019,MT,53,323,2065
2019,MT,55,1125,6972
2019,MT,56,4952,21261
2019,MT,58,143,281
2019,MT,59,114,438
2019,MT,60,211,1478
2019,MT,61,468,2992
2019,MT,62,412,3543
2019,MT,63,273,947
2019,MT,64,946,9464
2019,MT,65,53,1395
2019,MT,66,515,915
2019,MT,68,972,1918
2019,MT,69,2884,11351
2019,MT,70,300,529
2019,MT,71,982,2804
2019,MT,72,31,633
2019,MT,73,940,1795
2019,MT,74,708,1154
2019,MT,75,131,222
2019,MT,77,849,2458
2019,MT,78,61,988
2019,MT,79,438,1117
2019,MT,80,244,8620
2019,MT,81,1334,12929
2019,MT,82,2570,11799
2019,MT,84,589,164450
2019,MT,85,2368,26352
2019,MT,86,5237,24625
2019,MT,87,144,959
2019,MT,88,75,1301
2019,MT,90,119,91
2019,MT,91,11,0
2019,MT,92,1,5
2019,MT,93,771,1864
2019,MT,94,4242,9883
2019,MT,95,630,1164
2019,MT,96,1313,3365
2019,MT,97,30,24
2019,MT,99,2,0
2019,PA,01,7146,45377
2019,PA,02,252,4145
2019,PA,03,96,1093
2019,PA,05,3,0
2019,PA,06,1,5
2019,PA,07,69,20165
2019,PA,08,103,1247
2019,PA,09,21,156
2019,PA,10,1247,30866
2019,PA,11,75,2837
2019,PA,12,1,0
2019,PA,13,64,1821
2019,PA,14,257,1230
2019,PA,15,35,1200
2019,PA,16,592,9531
2019,PA,17,21,901
2019,PA,18,326,988
2019,PA,19,4,1420
2019,PA,20,77,2044
2019,PA,21,4,4
2019,PA,22,112,1868
2019,PA,23,475,6158
2019,PA,24,31,5360
2019,PA,25,360,1801
2019,PA,26,5,21
2019,PA,27,21,1040
2019,PA,28,73,772
2019,PA,29,86,376
2019,PA,30,33,470
2019,PA,31,223,1652
2019,PA,32,198,391
2019,PA,33,539,2379
2019,PA,35,98,2808
2019,PA,36,87,1916
2019,PA,37,43,154
2019,PA,38,127,3307
2019,PA,39,1,0
2019,PA,41,1862,21527
2019,PA,42,519,23897
2019,PA,43,1417,15447
2019,PA,45,4336,20039
2019,PA,46,4768,34763
2019,PA,47,29786,145478
2019,PA,49,1809,26199
2019,PA,50,272,4999
2019,PA,51,34,710
2019,PA,52,447,7048
2019,PA,53,288,2937
2019,PA,55,840,6318
2019,PA,56,2896,18566
2019,PA,58,67,378
2019,PA,59,82,354
2019,PA,60,127,1774
2019,PA,61,477,4463
2019,PA,62,351,1823
2019,PA,63,105,2287
2019,PA,64,696,11666
2019,PA,65,59,1856
2019,PA,66,312,598
2019,PA,68,537,2823
2019,PA,69,1914,6652
2019,PA,70,216,555
2019,PA,71,764,5743
2019,PA,72,16,858
2019,PA,73,424,1037
2019,PA,74,407,2253
2019,PA,75,95,405
2019,PA,77,852,5233
2019,PA,78,72,9627
2019,PA,79,275,721
2019,PA,80,249,15548
2019,PA,81,1719,32562
2019,PA,82,1524,13785
2019,PA,84,615,359650
2019,PA,85,2723,47558
2019,PA,86,3877,42245
2019,PA,87,71,717
2019,PA,88,55,1653
2019,PA,90,94,184
2019,PA,91,7,220
2019,PA,92,7,13
2019,PA,93,681,4299
2019,PA,94,5152,14333
2019,PA,95,459,1215
2019,PA,96,974,3402
2019,PA,97,19,27
2019,PA,99,5,21
2019,RO,01,5159,13244
2019,RO,02,125,446
2019,RO,03,68,236
2019,RO,07,47,610
2019,RO,08,107,560
2019,RO,09,6,58
2019,RO,10,527,18546
2019,RO,11,26,976
2019,RO,13,21,50
2019,RO,14,160,975
2019,RO,15,21,807
2019,RO,16,405,4478
2019,RO,17,12,61
2019,RO,18,118,506
2019,RO,19,2,102
2019,RO,20,38,244
2019,RO,21,3,11
2019,RO,22,49,503
2019,RO,23,230,2454
2019,RO,24,21,314
2019,RO,25,274,1211
2019,RO,26,3,10
2019,RO,27,6,87
2019,RO,28,17,81
2019,RO,29,63,352
2019,RO,30,7,522
2019,RO,31,159,818
2019,RO,32,150,542
2019,RO,33,223,573
2019,RO,35,56,2928
2019,RO,36,12,861
2019,RO,37,18,45
2019,RO,38,74,676
2019,RO,39,1,6
2019,RO,41,865,3100
2019,RO,42,215,4260
2019,RO,43,768,2153
2019,RO,45,2585,13073
2019,RO,46,2315,14037
2019,RO,47,11828,55958
2019,RO,49,1408,10492
2019,RO,50,53,717
2019,RO,51,9,213
2019,RO,52,144,1217
2019,RO,53,119,1210
2019,RO,55,340,1872
2019,RO,56,1661,7521
2019,RO,58,54,184
2019,RO,59,46,142
2019,RO,60,109,892
2019,RO,61,204,1740
2019,RO,62,98,314
2019,RO,63,76,159
2019,RO,64,377,4745
2019,RO,65,28,468
2019,RO,66,159,324
2019,RO,68,241,668
2019,RO,69,1133,3643
2019,RO,70,96,386
2019,RO,71,311,1023
2019,RO,72,7,135
2019,RO,73,216,224
2019,RO,74,276,581
2019,RO,75,45,115
2019,RO,77,262,841
2019,RO,78,19,1424
2019,RO,79,198,467
2019,RO,80,71,4973
2019,RO,81,405,3779
2019,RO,82,844,5077
2019,RO,84,232,116066
2019,RO,85,777,12975
2019,RO,86,1888,9560
2019,RO,87,42,216
2019,RO,88,33,320
2019,RO,90,38,62
2019,RO,91,7,30
2019,RO,92,1,0
2019,RO,93,285,905
2019,RO,94,2466,3845
2019,RO,95,257,534
2019,RO,96,467,838
2019,RO,97,20,40
2019,RR,01,291,1533
2019,RR,02,10,66
2019,RR,03,17,51
2019,RR,08,8,88
2019,RR,10,107,981
2019,RR,11,7,145
2019,RR,13,10,43
2019,RR,14,32,133
2019,RR,15,1,8
2019,RR,16,40,384
2019,RR,17,4,15
2019,RR,18,14,52
2019,RR,19,3,220
2019,RR,20,2,21
2019,RR,21,2,1
2019,RR,22,3,16
2019,RR,23,40,301
2019,RR,24,2,7
2019,RR,25,28,55
2019,RR,29,2,16
2019,RR,30,1,0
2019,RR,31,13,22
2019,RR,32,20,74
2019,RR,33,25,77
2019,RR,35,11,528
2019,RR,36,2,540
2019,RR,37,2,12
2019,RR,38,16,50
2019,RR,39,1,0
2019,RR,41,199,1726
2019,RR,42,48,899
2019,RR,43,124,886
2019,RR,45,335,1642
2019,RR,46,361,2984
2019,RR,47,2661,14576
2019,RR,49,140,1086
2019,RR,50,1,0
2019,RR,51,5,80
2019,RR,52,23,212
2019,RR,53,28,221
2019,RR,55,81,538
2019,RR,56,480,2499
2019,RR,58,10,70
2019,RR,59,13,75
2019,RR,60,11,362
2019,RR,61,40,276
2019,RR,62,23,37
2019,RR,63,7,3
2019,RR,64,50,596
2019,RR,65,5,28
2019,RR,66,18,60
2019,RR,68,53,126
2019,RR,69,189,596
2019,RR,70,22,140
2019,RR,71,46,94
2019,RR,72,1,109
2019,RR,73,67,71
2019,RR,74,45,91
2019,RR,75,15,46
2019,RR,77,71,359
2019,RR,78,5,960
2019,RR,79,41,154
2019,RR,80,21,1033
2019,RR,81,41,2350
2019,RR,82,119,826
2019,RR,84,86,52423
2019,RR,85,182,3651
2019,RR,86,374,2122
2019,RR,87,2,18
2019,RR,88,5,422
2019,RR,90,11,197
2019,RR,91,1,20
2019,RR,93,76,186
2019,RR,94,342,802
2019,RR,95,55,122
2019,RR,96,108,267
2019,RR,97,2,4
2019,RR,99,2,13
2019,TO,01,6868,20948
2019,TO,02,153,1157
2019,TO,03,25,104
2019,TO,05,1,4
2019,TO,07,13,121
2019,TO,08,104,748
2019,TO,09,4,4
2019,TO,10,367,7860
2019,TO,11,15,120
2019,TO,13,21,89
2019,TO,14,97,367
2019,TO,15,14,370
2019,TO,16,22,109
2019,TO,17,4,14
2019,TO,18,116,294
2019,TO,19,6,1119
2019,TO,20,28,420
2019,TO,21,1,6
2019,TO,22,31,251
2019,TO,23,271,2195
2019,TO,24,4,12
2019,TO,25,162,644
2019,TO,26,1,1
2019,TO,27,1,1
2019,TO,28,13,37
2019,TO,29,39,214
2019,TO,30,6,11
2019,TO,31,99,335
2019,TO,32,81,134
2019,TO,33,170,536
2019,TO,35,127,1691
2019,TO,36,26,1502
2019,TO,37,18,25
2019,TO,38,58,259
2019,TO,39,1,1
2019,TO,41,916,4328
2019,TO,42,171,2005
2019,TO,43,526,1175
2019,TO,45,1837,6640
2019,TO,46,1513,7835
2019,TO,47,10056,35912
2019,TO,49,865,6303
2019,TO,50,20,415
2019,TO,51,3,109
2019,TO,52,161,982
2019,TO,53,193,963
2019,TO,55,322,1723
2019,TO,56,1306,5830
2019,TO,58,40,87
2019,TO,59,41,136
2019,TO,60,45,333
2019,TO,61,174,976
2019,TO,62,100,564
2019,TO,63,64,141
2019,TO,64,222,2369
2019,TO,65,16,225
2019,TO,66,146,288
2019,TO,68,301,583
2019,TO,69,1216,2831
2019,TO,70,124,1227
2019,TO,71,367,941
2019,TO,72,9,90
2019,TO,73,208,275
2019,TO,74,224,297
2019,TO,75,32,42
2019,TO,77,324,852
2019,TO,78,10,179
2019,TO,79,103,154
2019,TO,80,62,2106
2019,TO,81,324,2362
2019,TO,82,739,5177
2019,TO,84,640,110757
2019,TO,85,787,11849
2019,TO,86,1726,7414
2019,TO,87,30,210
2019,TO,88,33,720
2019,TO,90,40,26
2019,TO,91,1,3
2019,TO,93,261,378
2019,TO,94,1924,3286
2019,TO,95,171,364
2019,TO,96,345,858
2019,TO,97,14,13
2019,TO,99,1,0
2020,AC,01,896,3151
2020,AC,02,14,24
2020,AC,03,10,16
2020,AC,07,1,1
2020,AC,08,13,19
2020,AC,10,181,2706
2020,AC,11,14,220
2020,AC,12,1,0
2020,AC,13,3,3
2020,AC,14,29,147
2020,AC,15,3,137
2020,AC,16,41,851
2020,AC,17,4,5
2020,AC,18,31,125
2020,AC,19,1,8
2020,AC,20,11,63
2020,AC,21,1,4
2020,AC,22,12,172
2020,AC,23,69,812
2020,AC,24,1,2
2020,AC,25,32,122
2020,AC,26,1,2
2020,AC,27,3,16
2020,AC,28,1,7
2020,AC,29,18,58
2020,AC,30,1,42
2020,AC,31,44,131
2020,AC,32,13,39
2020,AC,33,22,43
2020,AC,35,10,709
2020,AC,36,15,351
2020,AC,37,1,0
2020,AC,38,7,226
2020,AC,41,401,1423
2020,AC,42,37,1562
2020,AC,43,142,2335
2020,AC,45,455,2673
2020,AC,46,398,3525
2020,AC,47,3557,19114
2020,AC,49,172,1652
2020,AC,50,11,52
2020,AC,51,11,111
2020,AC,52,36,403
2020,AC,53,37,398
2020,AC,55,99,702
2020,AC,56,448,1667
2020,AC,58,16,79
2020,AC,59,12,38
2020,AC,60,19,266
2020,AC,61,37,334
2020,AC,62,25,34
2020,AC,63,17,166
2020,AC,64,85,1002
2020,AC,65,10,121
2020,AC,66,30,1442
2020,AC,68,66,222
2020,AC,69,276,865
2020,AC,70,33,297
2020,AC,71,142,1392
2020,AC,72,2,118
2020,AC,73,47,129
2020,AC,74,58,110
2020,AC,75,11,27
2020,AC,77,50,131
2020,AC,78,24,2661
2020,AC,79,43,76
2020,AC,80,21,1975
2020,AC,81,122,5518
2020,AC,82,183,2413
2020,AC,84,127,57014
2020,AC,85,587,3217
2020,AC,86,495,4743
2020,AC,87,8,8
2020,AC,88,15,405
2020,AC,90,3,8
2020,AC,91,3,257
2020,AC,93,89,366
2020,AC,94,518,1108
2020,AC,95,70,148
2020,AC,96,130,324
2020,AC,97,3,4
2020,AC,99,1,4
2020,AM,01,391,3089
2020,AM,02,51,86
2020,AM,03,43,76
2020,AM,05,1,0
2020,AM,06,7,356
2020,AM,07,7,1038
2020,AM,08,14,143
2020,AM,09,7,347
2020,AM,10,374,4598
2020,AM,11,30,2843
2020,AM,13,30,773
2020,AM,14,81,736
2020,AM,15,8,126
2020,AM,16,96,1206
2020,AM,17,51,3197
2020,AM,18,127,811
2020,AM,19,12,471
2020,AM,20,60,2251
2020,AM,21,7,723
2020,AM,22,141,9439
2020,AM,23,93,1388
2020,AM,24,19,1350
2020,AM,25,166,4812
2020,AM,26,113,25550
2020,AM,27,29,7337
2020,AM,28,36,5596
2020,AM,29,41,3953
2020,AM,30,84,14199
2020,AM,31,89,1264
2020,AM,32,63,2513
2020,AM,33,345,2009
2020,AM,35,123,3013
2020,AM,36,24,2323
2020,AM,37,16,27
2020,AM,38,67,2373
2020,AM,39,4,50
2020,AM,41,681,7179
2020,AM,42,129,3305
2020,AM,43,984,10107
2020,AM,45,1187,7112
2020,AM,46,1584,17611
2020,AM,47,13541,72864
2020,AM,49,743,18886
2020,AM,50,212,4452
2020,AM,51,25,907
2020,AM,52,377,6809
2020,AM,53,208,1833
2020,AM,55,275,1920
2020,AM,56,1544,14052
2020,AM,58,47,217
2020,AM,59,72,297
2020,AM,60,49,1158
2020,AM,61,211,1395
2020,AM,62,293,1790
2020,AM,63,92,782
2020,AM,64,300,3371
2020,AM,65,37,863
2020,AM,66,180,352
2020,AM,68,250,704
2020,AM,69,1093,2582
2020,AM,70,305,2317
2020,AM,71,438,2783
2020,AM,72,46,2363
2020,AM,73,262,445
2020,AM,74,132,987
2020,AM,75,49,138
2020,AM,77,251,2164
2020,AM,78,64,11540
2020,AM,79,173,439
2020,AM,80,114,10734
2020,AM,81,847,21967
2020,AM,82,1074,6843
2020,AM,84,316,191929
2020,AM,85,1024,19395
2020,AM,86,1918,18098
2020,AM,87,63,166
2020,AM,88,22,975
2020,AM,90,50,657
2020,AM,91,1,10
2020,AM,93,253,905
2020,AM,94,2592,4638
2020,AM,95,211,542
2020,AM,96,432,1454
2020,AM,97,9,81
2020,AM,99,2,4
2020,AP,01,144,496
2020,AP,02,6,506
2020,AP,07,15,549
2020,AP,08,16,91
2020,AP,09,1,32
2020,AP,10,136,775
2020,AP,11,3,55
2020,AP,13,8,15
2020,AP,14,30,60
2020,AP,16,19,321
2020,AP,18,35,96
2020,AP,19,1,1
2020,AP,20,2,1
2020,AP,22,4,17
2020,AP,23,32,519
2020,AP,24,1,0
2020,AP,25,22,44
2020,AP,27,4,6
2020,AP,28,1,1
2020,AP,29,2,16
2020,AP,30,4,21
2020,AP,31,21,36
2020,AP,32,18,14
2020,AP,33,25,54
2020,AP,35,14,782
2020,AP,36,2,414
2020,AP,37,2,9
2020,AP,38,17,121
2020,AP,39,1,0
2020,AP,41,257,2382
2020,AP,42,35,1287
2020,AP,43,131,548
2020,AP,45,328,1545
2020,AP,46,421,5173
2020,AP,47,3322,18893
2020,AP,49,104,1543
2020,AP,50,31,418
2020,AP,51,4,99
2020,AP,52,45,463
2020,AP,53,34,276
2020,AP,55,105,545
2020,AP,56,353,1858
2020,AP,58,1,0
2020,AP,59,22,65
2020,AP,60,11,183
2020,AP,61,37,940
2020,AP,62,24,158
2020,AP,63,11,20
2020,AP,64,57,676
2020,AP,65,8,215
2020,AP,66,27,61
2020,AP,68,44,125
2020,AP,69,188,620
2020,AP,70,20,22
2020,AP,71,60,129
2020,AP,72,1,89
2020,AP,73,40,77
2020,AP,74,32,49
2020,AP,75,8,42
2020,AP,77,68,621
2020,AP,78,14,1237
2020,AP,79,40,57
2020,AP,80,29,1885
2020,AP,81,77,2332
2020,AP,82,156,1315
2020,AP,84,82,60590
2020,AP,85,292,5649
2020,AP,86,475,3627
2020,AP,87,7,45
2020,AP,88,7,345
2020,AP,90,5,10
2020,AP,91,3,7
2020,AP,93,84,219
2020,AP,94,650,2766
2020,AP,95,55,85
2020,AP,96,122,274
2020,AP,97,1,2
2020,MA,01,2729,16837
2020,MA,02,156,5352
2020,MA,03,90,204
2020,MA,05,1,0
2020,MA,06,3,151
2020,MA,07,10,572
2020,MA,08,100,755
2020,MA,09,7,247
2020,MA,10,640,7688
2020,MA,11,67,2944
2020,MA,12,1,1
2020,MA,13,54,229
2020,MA,14,262,1418
2020,MA,15,31,636
2020,MA,16,54,156
2020,MA,17,19,948
2020,MA,18,295,975
2020,MA,19,8,1471
2020,MA,20,68,2131
2020,MA,21,4,6
2020,MA,22,66,724
2020,MA,23,409,5447
2020,MA,24,23,2996
2020,MA,25,288,1523
2020,MA,26,4,3
2020,MA,27,4,53
2020,MA,28,24,319
2020,MA,29,51,205
2020,MA,30,5,362
2020,MA,31,200,1424
2020,MA,32,139,388
2020,MA,33,416,1591
2020,MA,35,88,2132
2020,MA,36,51,3090
2020,MA,37,38,187
2020,MA,38,118,847
2020,MA,39,7,18
2020,MA,41,1751,17452
2020,MA,42,473,11071
2020,MA,43,1180,8661
2020,MA,45,3926,13108
2020,MA,46,4617,29509
2020,MA,47,30024,109157
2020,MA,49,1484,23400
2020,MA,50,40,1005
2020,MA,51,12,323
2020,MA,52,289,3465
2020,MA,53,276,1966
2020,MA,55,638,3680
2020,MA,56,2529,12141
2020,MA,58,72,250
2020,MA,59,88,305
2020,MA,60,102,1195
2020,MA,61,436,2841
2020,MA,62,252,1827
2020,MA,63,121,3387
2020,MA,64,476,5674
2020,MA,65,53,726
2020,MA,66,335,728
2020,MA,68,522,2098
2020,MA,69,1599,4200
2020,MA,70,189,469
2020,MA,71,603,3513
2020,MA,72,9,73
2020,MA,73,436,541
2020,MA,74,346,534
2020,MA,75,50,77
2020,MA,77,482,2223
2020,MA,78,53,4836
2020,MA,79,276,456
2020,MA,80,170,11186
2020,MA,81,986,13637
2020,MA,82,1357,13953
2020,MA,84,549,280959
2020,MA,85,2211,25271
2020,MA,86,3422,41169
2020,MA,87,86,988
2020,MA,88,34,860
2020,MA,90,99,57
2020,MA,91,10,53
2020,MA,93,529,1469
2020,MA,94,4381,16565
2020,MA,95,361,695
2020,MA,96,804,2225
2020,MA,97,14,25
2020,MT,01,22317,120487
2020,MT,02,481,2599
2020,MT,03,137,451
2020,MT,06,1,6
2020,MT,07,105,3059
2020,MT,08,261,2126
2020,MT,09,19,56
2020,MT,10,1358,54509
2020,MT,11,68,3186
2020,MT,13,166,1474
2020,MT,14,321,1451
2020,MT,15,44,1482
2020,MT,16,1017,8916
2020,MT,17,27,201
2020,MT,18,320,1139
2020,MT,19,46,6387
2020,MT,20,172,2748
2020,MT,21,4,7
2020,MT,22,153,2586
2020,MT,23,795,7061
2020,MT,24,43,728
2020,MT,25,1083,4361
2020,MT,26,13,43
2020,MT,27,25,676
2020,MT,28,153,1201
2020,MT,29,143,663
2020,MT,30,17,142
2020,MT,31,488,2550
2020,MT,32,289,796
2020,MT,33,1066,3292
2020,MT,35,131,3905
2020,MT,36,70,1709
2020,MT,37,59,134
2020,MT,38,206,2228
2020,MT,39,3,518
2020,MT,41,2985,15029
2020,MT,42,758,10394
2020,MT,43,2772,8091
2020,MT,45,7767,31529
2020,MT,46,5826,38658
2020,MT,47,28792,136107
2020,MT,49,5762,33780
2020,MT,50,39,54
2020,MT,51,24,387
2020,MT,52,818,6902
2020,MT,53,314,2116
2020,MT,55,1105,6147
2020,MT,56,4999,18807
2020,MT,58,136,233
2020,MT,59,132,308
2020,MT,60,215,1347
2020,MT,61,518,3602
2020,MT,62,437,3662
2020,MT,63,302,1216
2020,MT,64,939,9157
2020,MT,65,52,1391
2020,MT,66,534,926
2020,MT,68,1039,1971
2020,MT,69,2993,11400
2020,MT,70,325,501
2020,MT,71,1125,3277
2020,MT,72,37,728
2020,MT,73,1127,2011
2020,MT,74,819,1130
2020,MT,75,154,294
2020,MT,77,910,2519
2020,MT,78,68,1532
2020,MT,79,395,821
2020,MT,80,266,8664
2020,MT,81,1422,13934
2020,MT,82,2810,12473
2020,MT,84,613,154671
2020,MT,85,2437,24784
2020,MT,86,5669,25823
2020,MT,87,158,805
2020,MT,88,84,1084
2020,MT,90,101,57
2020,MT,91,11,9
2020,MT,92,1,4
2020,MT,93,782,1620
2020,MT,94,4272,9656
2020,MT,95,648,1077
2020,MT,96,1360,3225
2020,MT,97,33,27
2020,MT,99,2,0
2020,PA,01,7055,45165
2020,PA,02,256,4303
2020,PA,03,90,1162
2020,PA,05,2,0
2020,PA,06,1,1
2020,PA,07,74,22713
2020,PA,08,98,1281
2020,PA,09,19,84
2020,PA,10,1328,32301
2020,PA,11,77,2979
2020,PA,13,71,1964
2020,PA,14,252,1143
2020,PA,15,31,1358
2020,PA,16,575,10368
2020,PA,17,23,1036
2020,PA,18,332,925
2020,PA,19,6,1186
2020,PA,20,93,2394
2020,PA,21,7,13
2020,PA,22,116,1954
2020,PA,23,476,6665
2020,PA,24,35,5777
2020,PA,25,393,1940
2020,PA,26,4,34
2020,PA,27,23,1105
2020,PA,28,62,983
2020,PA,29,85,445
2020,PA,30,41,574
2020,PA,31,243,1875
2020,PA,32,209,434
2020,PA,33,583,3011
2020,PA,35,100,2756
2020,PA,36,88,1842
2020,PA,37,40,397
2020,PA,38,133,3447
2020,PA,41,2007,23342
2020,PA,42,569,27104
2020,PA,43,1500,15965
2020,PA,45,4706,20224
2020,PA,46,5156,36573
2020,PA,47,30753,151388
2020,PA,49,1914,27568
2020,PA,50,307,4983
2020,PA,51,35,608
2020,PA,52,493,7351
2020,PA,53,300,3052
2020,PA,55,835,5542
2020,PA,56,3018,17924
2020,PA,58,66,603
2020,PA,59,85,288
2020,PA,60,125,1899
2020,PA,61,575,5049
2020,PA,62,356,1976
2020,PA,63,128,2546
2020,PA,64,686,11486
2020,PA,65,57,1887
2020,PA,66,344,656
2020,PA,68,567,2788
2020,PA,69,2024,6564
2020,PA,70,218,643
2020,PA,71,968,7735
2020,PA,72,15,891
2020,PA,73,508,900
2020,PA,74,498,2566
2020,PA,75,117,379
2020,PA,77,893,6344
2020,PA,78,83,9832
2020,PA,79,285,675
2020,PA,80,256,16421
2020,PA,81,1710,33564
2020,PA,82,1747,17666
2020,PA,84,617,327988
2020,PA,85,2998,40429
2020,PA,86,4168,48521
2020,PA,87,69,696
2020,PA,88,56,1436
2020,PA,90,83,114
2020,PA,91,6,3
2020,PA,92,4,10
2020,PA,93,723,4085
2020,PA,94,5763,14281
2020,PA,95,481,1178
2020,PA,96,1065,3663
2020,PA,97,20,24
2020,PA,99,4,12
2020,RO,01,5135,13216
2020,RO,02,113,369
2020,RO,03,66,193
2020,RO,07,40,659
2020,RO,08,102,530
2020,RO,09,10,61
2020,RO,10,526,18755
2020,RO,11,26,996
2020,RO,13,20,50
2020,RO,14,148,834
2020,RO,15,21,781
2020,RO,16,392,4193
2020,RO,17,12,87
2020,RO,18,115,477
2020,RO,19,3,98
2020,RO,20,37,244
2020,RO,21,1,1
2020,RO,22,54,511
2020,RO,23,239,2583
2020,RO,24,20,283
2020,RO,25,288,1211
2020,RO,26,2,3
2020,RO,27,10,143
2020,RO,28,15,81
2020,RO,29,60,364
2020,RO,30,8,457
2020,RO,31,150,801
2020,RO,32,157,547
2020,RO,33,223,571
2020,RO,35,64,2919
2020,RO,36,13,1010
2020,RO,37,13,51
2020,RO,38,77,792
2020,RO,39,1,7
2020,RO,41,845,3093
2020,RO,42,213,3147
2020,RO,43,853,2406
2020,RO,45,2735,12612
2020,RO,46,2486,14477
2020,RO,47,12130,54602
2020,RO,49,1490,11203
2020,RO,50,34,515
2020,RO,51,9,156
2020,RO,52,162,1484
2020,RO,53,126,1274
2020,RO,55,322,1508
2020,RO,56,1654,6574
2020,RO,58,48,159
2020,RO,59,40,136
2020,RO,60,114,854
2020,RO,61,212,2042
2020,RO,62,108,323
2020,RO,63,70,171
2020,RO,64,396,4750
2020,RO,65,34,509
2020,RO,66,169,298
2020,RO,68,259,811
2020,RO,69,1179,3545
2020,RO,70,95,327
2020,RO,71,379,854
2020,RO,72,9,173
2020,RO,73,262,243
2020,RO,74,327,693
2020,RO,75,61,135
2020,RO,77,272,784
2020,RO,78,20,967
2020,RO,79,187,361
2020,RO,80,84,5472
2020,RO,81,423,4050
2020,RO,82,860,5027
2020,RO,84,232,115942
2020,RO,85,805,10543
2020,RO,86,2020,10423
2020,RO,87,45,245
2020,RO,88,29,416
2020,RO,90,31,31
2020,RO,91,6,29
2020,RO,92,1,0
2020,RO,93,299,701
2020,RO,94,2447,3434
2020,RO,95,269,574
2020,RO,96,486,796
2020,RO,97,13,19
2020,RR,01,295,1487
2020,RR,02,9,56
2020,RR,03,21,45
2020,RR,08,7,109
2020,RR,10,118,1129
2020,RR,11,7,160
2020,RR,13,10,31
2020,RR,14,28,139
2020,RR,15,1,9
2020,RR,16,43,223
2020,RR,17,3,14
2020,RR,18,18,52
2020,RR,19,2,323
2020,RR,20,2,13
2020,RR,21,1,0
2020,RR,22,2,14
2020,RR,23,51,371
2020,RR,24,3,8
2020,RR,25,34,71
2020,RR,27,1,1
2020,RR,29,4,19
2020,RR,30,1,0
2020,RR,31,12,14
2020,RR,32,23,69
2020,RR,33,21,56
2020,RR,35,13,687
2020,RR,36,1,579
2020,RR,37,2,9
2020,RR,38,13,42
2020,RR,41,213,2030
2020,RR,42,55,2551
2020,RR,43,136,635
2020,RR,45,383,1611
2020,RR,46,386,3250
2020,RR,47,2851,14707
2020,RR,49,135,931
2020,RR,50,2,5
2020,RR,51,6,84
2020,RR,52,25,212
2020,RR,53,30,233
2020,RR,55,85,439
2020,RR,56,482,2184
2020,RR,58,8,41
2020,RR,59,19,73
2020,RR,60,9,296
2020,RR,61,55,346
2020,RR,62,22,28
2020,RR,63,4,6
2020,RR,64,47,562
2020,RR,65,4,24
2020,RR,66,22,118
2020,RR,68,58,150
2020,RR,69,197,634
2020,RR,70,33,469
2020,RR,71,49,140
2020,RR,72,1,97
2020,RR,73,64,81
2020,RR,74,44,52
2020,RR,75,20,40
2020,RR,77,61,335
2020,RR,78,8,727
2020,RR,79,53,173
2020,RR,80,19,1432
2020,RR,81,42,2225
2020,RR,82,137,1203
2020,RR,84,75,49876
2020,RR,85,176,3906
2020,RR,86,392,1950
2020,RR,87,1,21
2020,RR,88,10,392
2020,RR,90,12,209
2020,RR,93,75,195
2020,RR,94,375,965
2020,RR,95,51,89
2020,RR,96,119,306
2020,RR,99,2,7
2020,TO,01,6803,21807
2020,TO,02,158,967
2020,TO,03,28,127
2020,TO,05,1,5
2020,TO,07,13,189
2020,TO,08,103,838
2020,TO,09,3,3
2020,TO,10,381,7996
2020,TO,11,13,122
2020,TO,13,24,101
2020,TO,14,102,316
2020,TO,15,10,315
2020,TO,16,20,110
2020,TO,17,3,6
2020,TO,18,103,237
2020,TO,19,6,1094
2020,TO,20,30,272
2020,TO,21,2,33
2020,TO,22,32,250
2020,TO,23,281,2291
2020,TO,24,6,16
2020,TO,25,164,714
2020,TO,27,2,0
2020,TO,28,11,24
2020,TO,29,41,217
2020,TO,30,5,23
2020,TO,31,97,330
2020,TO,32,88,154
2020,TO,33,170,496
2020,TO,35,138,1664
2020,TO,36,41,1513
2020,TO,37,16,26
2020,TO,38,52,230
2020,TO,39,1,0
2020,TO,41,964,3669
2020,TO,42,167,4788
2020,TO,43,566,1288
2020,TO,45,1955,6386
2020,TO,46,1598,7898
2020,TO,47,10125,35859
2020,TO,49,903,6476
2020,TO,50,19,370
2020,TO,51,3,90
2020,TO,52,160,1005
2020,TO,53,197,989
2020,TO,55,310,1463
2020,TO,56,1306,5258
2020,TO,58,37,59
2020,TO,59,40,86
2020,TO,60,49,268
2020,TO,61,201,1310
2020,TO,62,112,487
2020,TO,63,71,103
2020,TO,64,253,2437
2020,TO,65,19,229
2020,TO,66,155,294
2020,TO,68,301,644
2020,TO,69,1239,2687
2020,TO,70,140,1204
2020,TO,71,415,1046
2020,TO,72,9,87
2020,TO,73,234,220
2020,TO,74,250,347
2020,TO,75,35,51
2020,TO,77,337,930
2020,TO,78,5,45
2020,TO,79,111,149
2020,TO,80,69,2039
2020,TO,81,308,2675
2020,TO,82,808,4472
2020,TO,84,665,102225
2020,TO,85,800,11506
2020,TO,86,1831,8395
2020,TO,87,30,224
2020,TO,88,24,169
2020,TO,90,34,24
2020,TO,91,3,8
2020,TO,92,1,0
2020,TO,93,253,330
2020,TO,94,2082,2893
2020,TO,95,172,361
