uf,ano,cod_produto,produto,quantidade_t,valor_mil_rs
MA,2017,3420,4 - Ceras,631.0,4029.0
MA,2017,3421,4.1 - Carnaúba (cera),3.0,20.0
MA,2017,3422,4.2 - Carnaúba (pó),628.0,4009.0
MA,2017,3423,5 - Fibras,134.0,1555.0
MA,2017,3424,5.1 - Buriti,122.0,1496.0
MA,2017,3425,5.2 - Carnaúba,6.0,27.0
MA,2017,3426,5.3 - Piaçava,4.0,11.0
MA,2017,3427,5.4 - Outras,1.0,21.0
MA,2017,3433,7.1 - Carvão vegetal,131663.0,110824.0
MA,2017,3434,7.2 - Lenha,1920938.0,45779.0
MA,2017,3435,7.3 - Madeira em tora,86299.0,14417.0
MA,2017,3438,8 - Oleaginosos,50655.0,86000.0
MA,2017,3439,8.1 - Babaçu (amêndoa),50476.0,85293.0
MA,2017,3440,8.2 - Copaíba (óleo),0.0,2.0
MA,2017,3445,8.7 - Tucum (amêndoa),164.0,694.0
MA,2017,3446,8.8 - Outros,14.0,11.0
MA,2017,39409,1.7 - Pequi (fruto),25.0,25.0
MA,2018,11296,1.10 - Outros,131.0,126.0
MA,2018,3402,1 - Alimentícios,17842.0,30003.0
MA,2018,3403,1.1 - Açaí (fruto),17635.0,29822.0
MA,2018,3407,1.5 - Mangaba (fruto),3.0,11.0
MA,2018,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",153.0,633.0
MA,2018,3413,2.2 - Jaborandi (folha),153.0,633.0
MA,2018,3420,4 - Ceras,618.0,4069.0
MA,2018,3422,4.2 - Carnaúba (pó),618.0,4069.0
MA,2018,3423,5 - Fibras,136.0,1451.0
MA,2018,3424,5.1 - Buriti,126.0,1416.0
MA,2018,3425,5.2 - Carnaúba,6.0,25.0
MA,2018,3426,5.3 - Piaçava,4.0,10.0
MA,2018,3433,7.1 - Carvão vegetal,107125.0,105674.0
MA,2018,3434,7.2 - Lenha,1703381.0,43831.0
MA,2018,3435,7.3 - Madeira em tora,85319.0,13912.0
MA,2018,3438,8 - Oleaginosos,47306.0,83889.0
MA,2018,3439,8.1 - Babaçu (amêndoa),47122.0,83174.0
MA,2018,3440,8.2 - Copaíba (óleo),0.0,2.0
MA,2018,3445,8.7 - Tucum (amêndoa),168.0,707.0
MA,2018,3446,8.8 - Outros,15.0,7.0
MA,2018,39409,1.7 - Pequi (fruto),74.0,43.0
MA,2019,11296,1.10 - Outros,127.0,131.0
MA,2019,3402,1 - Alimentícios,17792.0,31983.0
MA,2019,3403,1.1 - Açaí (fruto),17590.0,31793.0
MA,2019,3407,1.5 - Mangaba (fruto),3.0,13.0
MA,2019,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",376.0,903.0
MA,2019,3413,2.2 - Jaborandi (folha),153.0,648.0
MA,2019,3415,2.4 - Outros,223.0,256.0
MA,2019,3420,4 - Ceras,617.0,4088.0
MA,2019,3422,4.2 - Carnaúba (pó),617.0,4088.0
MA,2019,3423,5 - Fibras,134.0,1457.0
MA,2019,3424,5.1 - Buriti,126.0,1425.0
MA,2019,3425,5.2 - Carnaúba,5.0,22.0
MA,2019,3426,5.3 - Piaçava,4.0,10.0
MA,2019,3433,7.1 - Carvão vegetal,97777.0,100292.0
MA,2019,3434,7.2 - Lenha,1638674.0,41591.0
MA,2019,3435,7.3 - Madeira em tora,81452.0,13455.0
MA,2019,3438,8 - Oleaginosos,45334.0,81341.0
MA,2019,3439,8.1 - Babaçu (amêndoa),45166.0,80713.0
MA,2019,3440,8.2 - Copaíba (óleo),0.0,2.0
MA,2019,3445,8.7 - Tucum (amêndoa),153.0,619.0
MA,2019,3446,8.8 - Outros,15.0,7.0
MA,2019,39409,1.7 - Pequi (fruto),72.0,47.0
MA,2020,11296,1.10 - Outros,130.0,140.0
MA,2020,3402,1 - Alimentícios,18017.0,34970.0
MA,2020,3403,1.1 - Açaí (fruto),17809.0,34762.0
MA,2020,3407,1.5 - Mangaba (fruto),3.0,14.0
MA,2020,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",358.0,904.0
MA,2020,3413,2.2 - Jaborandi (folha),154.0,661.0
MA,2020,3415,2.4 - Outros,204.0,243.0
MA,2020,3420,4 - Ceras,556.0,3692.0
MA,2020,3422,4.2 - Carnaúba (pó),556.0,3692.0
MA,2020,3423,5 - Fibras,127.0,1412.0
MA,2020,3424,5.1 - Buriti,118.0,1379.0
MA,2020,3425,5.2 - Carnaúba,5.0,23.0
MA,2020,3426,5.3 - Piaçava,4.0,10.0
MA,2020,3433,7.1 - Carvão vegetal,103129.0,107686.0
MA,2020,3434,7.2 - Lenha,1603276.0,39999.0
MA,2020,3435,7.3 - Madeira em tora,93073.0,16992.0
MA,2020,3438,8 - Oleaginosos,34706.0,63955.0
MA,2020,3439,8.1 - Babaçu (amêndoa),34547.0,63357.0
MA,2020,3440,8.2 - Copaíba (óleo),0.0,2.0
MA,2020,3445,8.7 - Tucum (amêndoa),144.0,587.0
MA,2020,3446,8.8 - Outros,15.0,8.0
MA,2020,39409,1.7 - Pequi (fruto),75.0,53.0
MA,2021,11296,1.10 - Outros,136.0,154.0
MA,2021,3402,1 - Alimentícios,18343.0,40700.0
MA,2021,3403,1.1 - Açaí (fruto),18123.0,40465.0
MA,2021,3407,1.5 - Mangaba (fruto),4.0,18.0
MA,2021,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",391.0,1109.0
MA,2021,3413,2.2 - Jaborandi (folha),149.0,667.0
MA,2021,3415,2.4 - Outros,241.0,442.0
MA,2021,3420,4 - Ceras,490.0,3810.0
MA,2021,3422,4.2 - Carnaúba (pó),490.0,3810.0
MA,2021,3423,5 - Fibras,125.0,1564.0
MA,2021,3424,5.1 - Buriti,116.0,1528.0
MA,2021,3425,5.2 - Carnaúba,5.0,24.0
MA,2021,3426,5.3 - Piaçava,4.0,11.0
MA,2021,3433,7.1 - Carvão vegetal,142555.0,152724.0
MA,2021,3434,7.2 - Lenha,1519565.0,40233.0
MA,2021,3435,7.3 - Madeira em tora,108551.0,19420.0
MA,2021,3438,8 - Oleaginosos,29038.0,59275.0
MA,2021,3439,8.1 - Babaçu (amêndoa),28887.0,58680.0
MA,2021,3440,8.2 - Copaíba (óleo),0.0,2.0
MA,2021,3445,8.7 - Tucum (amêndoa),136.0,583.0
MA,2021,3446,8.8 - Outros,16.0,9.0
MA,2021,39409,1.7 - Pequi (fruto),79.0,64.0
MA,2022,11296,1.10 - Outros,147.0,230.0
MA,2022,3402,1 - Alimentícios,19086.0,45313.0
MA,2022,3403,1.1 - Açaí (fruto),18852.0,44996.0
MA,2022,3407,1.5 - Mangaba (fruto),4.0,19.0
MA,2022,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",386.0,1198.0
MA,2022,3413,2.2 - Jaborandi (folha),147.0,679.0
MA,2022,3415,2.4 - Outros,239.0,519.0
MA,2022,3420,4 - Ceras,440.0,4042.0
MA,2022,3422,4.2 - Carnaúba (pó),440.0,4042.0
MA,2022,3423,5 - Fibras,113.0,1470.0
MA,2022,3424,5.1 - Buriti,106.0,1437.0
MA,2022,3425,5.2 - Carnaúba,4.0,24.0
MA,2022,3426,5.3 - Piaçava,3.0,8.0
MA,2022,3433,7.1 - Carvão vegetal,127018.0,166816.0
MA,2022,3434,7.2 - Lenha,1501233.0,41201.0
MA,2022,3435,7.3 - Madeira em tora,90766.0,15003.0
MA,2022,3438,8 - Oleaginosos,27442.0,62409.0
MA,2022,3439,8.1 - Babaçu (amêndoa),27309.0,61860.0
MA,2022,3440,8.2 - Copaíba (óleo),0.0,1.0
MA,2022,3445,8.7 - Tucum (amêndoa),115.0,536.0
MA,2022,3446,8.8 - Outros,17.0,11.0
MA,2022,39409,1.7 - Pequi (fruto),83.0,69.0
MA,2023,11296,1.10 - Outros,181.0,321.0
MA,2023,3402,1 - Alimentícios,19086.0,53420.0
MA,2023,3403,1.1 - Açaí (fruto),18791.0,52953.0
MA,2023,3407,1.5 - Mangaba (fruto),5.0,23.0
MA,2023,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",378.0,1392.0
MA,2023,3413,2.2 - Jaborandi (folha),144.0,696.0
MA,2023,3415,2.4 - Outros,234.0,697.0
MA,2023,3420,4 - Ceras,367.0,3942.0
MA,2023,3422,4.2 - Carnaúba (pó),367.0,3942.0
MA,2023,3423,5 - Fibras,101.0,1452.0
MA,2023,3424,5.1 - Buriti,94.0,1416.0
MA,2023,3425,5.2 - Carnaúba,5.0,27.0
MA,2023,3426,5.3 - Piaçava,3.0,10.0
MA,2023,3433,7.1 - Carvão vegetal,91649.0,123342.0
MA,2023,3434,7.2 - Lenha,1499970.0,42698.0
MA,2023,3435,7.3 - Madeira em tora,80745.0,14133.0
MA,2023,3438,8 - Oleaginosos,23508.0,59726.0
MA,2023,3439,8.1 - Babaçu (amêndoa),23426.0,59411.0
MA,2023,3445,8.7 - Tucum (amêndoa),62.0,300.0
MA,2023,3446,8.8 - Outros,19.0,15.0
MA,2023,39409,1.7 - Pequi (fruto),108.0,123.0
MA,2024,11296,1.10 - Outros,383.0,1607.0
MA,2024,3402,1 - Alimentícios,18157.0,56609.0
MA,2024,3403,1.1 - Açaí (fruto),17519.0,54260.0
MA,2024,3404,1.2 - Castanha-de-caju,159.0,623.0
MA,2024,3407,1.5 - Mangaba (fruto),6.0,29.0
MA,2024,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",126.0,608.0
MA,2024,3413,2.2 - Jaborandi (folha),126.0,608.0
MA,2024,3420,4 - Ceras,288.0,3650.0
MA,2024,3422,4.2 - Carnaúba (pó),288.0,3650.0
MA,2024,3423,5 - Fibras,90.0,1417.0
MA,2024,3424,5.1 - Buriti,83.0,1379.0
MA,2024,3425,5.2 - Carnaúba,5.0,29.0
MA,2024,3426,5.3 - Piaçava,3.0,9.0
MA,2024,3433,7.1 - Carvão vegetal,176192.0,242922.0
MA,2024,3434,7.2 - Lenha,1259526.0,44364.0
MA,2024,3435,7.3 - Madeira em tora,79371.0,15631.0
MA,2024,3438,8 - Oleaginosos,21560.0,60292.0
MA,2024,3439,8.1 - Babaçu (amêndoa),21542.0,60276.0
MA,2024,3446,8.8 - Outros,17.0,16.0
MA,2024,39409,1.7 - Pequi (fruto),89.0,89.0
MT,2015,3402,1 - Alimentícios,2324.0,6675.0
MT,2015,3405,1.3 - Castanha-do-pará,2082.0,6192.0
MT,2015,3408,1.6 - Palmito,241.0,483.0
MT,2015,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,90.0
MT,2015,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,90.0
MT,2015,3416,3 - Borrachas,18.0,51.0
MT,2015,3418,3.2 - Hevea (látex coagulado),18.0,51.0
MT,2015,3433,7.1 - Carvão vegetal,14147.0,16291.0
MT,2015,3434,7.2 - Lenha,1773669.0,64464.0
MT,2015,3435,7.3 - Madeira em tora,3069198.0,538609.0
MT,2015,3438,8 - Oleaginosos,968.0,1049.0
MT,2015,3439,8.1 - Babaçu (amêndoa),1.0,2.0
MT,2015,3440,8.2 - Copaíba (óleo),1.0,31.0
MT,2015,3444,8.6 - Pequi (amêndoa),966.0,1016.0
MT,2016,3402,1 - Alimentícios,1573.0,6296.0
MT,2016,3405,1.3 - Castanha-do-pará,1407.0,5937.0
MT,2016,3408,1.6 - Palmito,166.0,359.0
MT,2016,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,83.0
MT,2016,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,83.0
MT,2016,3416,3 - Borrachas,18.0,55.0
MT,2016,3418,3.2 - Hevea (látex coagulado),18.0,55.0
MT,2016,3433,7.1 - Carvão vegetal,9723.0,12120.0
MT,2016,3434,7.2 - Lenha,1721699.0,71558.0
MT,2016,3435,7.3 - Madeira em tora,3324051.0,524117.0
MT,2016,3438,8 - Oleaginosos,531.0,801.0
MT,2016,3439,8.1 - Babaçu (amêndoa),1.0,2.0
MT,2016,3440,8.2 - Copaíba (óleo),1.0,43.0
MT,2016,3444,8.6 - Pequi (amêndoa),529.0,757.0
MT,2017,11296,1.10 - Outros,37.0,667.0
MT,2017,3402,1 - Alimentícios,2457.0,10533.0
MT,2017,3405,1.3 - Castanha-do-pará,1706.0,8789.0
MT,2017,3408,1.6 - Palmito,172.0,196.0
MT,2017,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,103.0
MT,2017,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,103.0
MT,2017,3416,3 - Borrachas,20.0,80.0
MT,2017,3418,3.2 - Hevea (látex coagulado),20.0,80.0
MT,2017,3433,7.1 - Carvão vegetal,8872.0,12255.0
MT,2017,3434,7.2 - Lenha,1379724.0,67020.0
MT,2017,3435,7.3 - Madeira em tora,3932901.0,581012.0
MT,2017,3438,8 - Oleaginosos,114.0,515.0
MT,2017,3439,8.1 - Babaçu (amêndoa),2.0,4.0
MT,2017,3440,8.2 - Copaíba (óleo),1.0,18.0
MT,2017,3444,8.6 - Pequi (amêndoa),111.0,494.0
MT,2017,39409,1.7 - Pequi (fruto),542.0,881.0
MT,2018,3402,1 - Alimentícios,2968.0,12330.0
MT,2018,3405,1.3 - Castanha-do-pará,2179.0,11024.0
MT,2018,3408,1.6 - Palmito,129.0,167.0
MT,2018,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,118.0
MT,2018,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,118.0
MT,2018,3416,3 - Borrachas,17.0,62.0
MT,2018,3418,3.2 - Hevea (látex coagulado),17.0,62.0
MT,2018,3433,7.1 - Carvão vegetal,11463.0,15107.0
MT,2018,3434,7.2 - Lenha,1259380.0,58898.0
MT,2018,3435,7.3 - Madeira em tora,3945122.0,536668.0
MT,2018,3438,8 - Oleaginosos,52.0,433.0
MT,2018,3439,8.1 - Babaçu (amêndoa),3.0,9.0
MT,2018,3440,8.2 - Copaíba (óleo),1.0,37.0
MT,2018,3444,8.6 - Pequi (amêndoa),48.0,387.0
MT,2018,39409,1.7 - Pequi (fruto),660.0,1138.0
MT,2019,3402,1 - Alimentícios,3006.0,13339.0
MT,2019,3405,1.3 - Castanha-do-pará,2226.0,12025.0
MT,2019,3408,1.6 - Palmito,127.0,143.0
MT,2019,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,75.0
MT,2019,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,75.0
MT,2019,3416,3 - Borrachas,17.0,86.0
MT,2019,3418,3.2 - Hevea (látex coagulado),17.0,86.0
MT,2019,3433,7.1 - Carvão vegetal,11290.0,15655.0
MT,2019,3434,7.2 - Lenha,1333252.0,58827.0
MT,2019,3435,7.3 - Madeira em tora,3753771.0,584353.0
MT,2019,3438,8 - Oleaginosos,66.0,427.0
MT,2019,3439,8.1 - Babaçu (amêndoa),3.0,11.0
MT,2019,3440,8.2 - Copaíba (óleo),1.0,43.0
MT,2019,3444,8.6 - Pequi (amêndoa),62.0,373.0
MT,2019,39409,1.7 - Pequi (fruto),654.0,1172.0
MT,2020,3402,1 - Alimentícios,2044.0,10823.0
MT,2020,3405,1.3 - Castanha-do-pará,1682.0,10179.0
MT,2020,3408,1.6 - Palmito,107.0,362.0
MT,2020,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,80.0
MT,2020,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,80.0
MT,2020,3416,3 - Borrachas,15.0,84.0
MT,2020,3418,3.2 - Hevea (látex coagulado),15.0,84.0
MT,2020,3433,7.1 - Carvão vegetal,10217.0,19006.0
MT,2020,3434,7.2 - Lenha,1439991.0,68690.0
MT,2020,3435,7.3 - Madeira em tora,3840651.0,606157.0
MT,2020,3438,8 - Oleaginosos,81.0,824.0
MT,2020,3439,8.1 - Babaçu (amêndoa),3.0,10.0
MT,2020,3440,8.2 - Copaíba (óleo),6.0,221.0
MT,2020,3444,8.6 - Pequi (amêndoa),72.0,593.0
MT,2020,39409,1.7 - Pequi (fruto),255.0,282.0
MT,2021,3402,1 - Alimentícios,2131.0,13309.0
MT,2021,3405,1.3 - Castanha-do-pará,1814.0,12805.0
MT,2021,3408,1.6 - Palmito,42.0,214.0
MT,2021,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,90.0
MT,2021,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,90.0
MT,2021,3416,3 - Borrachas,19.0,114.0
MT,2021,3418,3.2 - Hevea (látex coagulado),19.0,114.0
MT,2021,3433,7.1 - Carvão vegetal,9384.0,20752.0
MT,2021,3434,7.2 - Lenha,1566017.0,88959.0
MT,2021,3435,7.3 - Madeira em tora,4467365.0,783531.0
MT,2021,3438,8 - Oleaginosos,85.0,996.0
MT,2021,3439,8.1 - Babaçu (amêndoa),3.0,12.0
MT,2021,3440,8.2 - Copaíba (óleo),6.0,270.0
MT,2021,3444,8.6 - Pequi (amêndoa),76.0,713.0
MT,2021,39409,1.7 - Pequi (fruto),276.0,290.0
MT,2022,3402,1 - Alimentícios,2448.0,16655.0
MT,2022,3405,1.3 - Castanha-do-pará,2205.0,16250.0
MT,2022,3408,1.6 - Palmito,37.0,191.0
MT,2022,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,123.0
MT,2022,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,123.0
MT,2022,3416,3 - Borrachas,68.0,446.0
MT,2022,3418,3.2 - Hevea (látex coagulado),68.0,446.0
MT,2022,3433,7.1 - Carvão vegetal,11430.0,24340.0
MT,2022,3434,7.2 - Lenha,2209061.0,131456.0
MT,2022,3435,7.3 - Madeira em tora,4101102.0,766281.0
MT,2022,3438,8 - Oleaginosos,82.0,1084.0
MT,2022,3439,8.1 - Babaçu (amêndoa),3.0,15.0
MT,2022,3440,8.2 - Copaíba (óleo),7.0,348.0
MT,2022,3444,8.6 - Pequi (amêndoa),72.0,722.0
MT,2022,39409,1.7 - Pequi (fruto),206.0,214.0
MT,2023,3402,1 - Alimentícios,2745.0,13827.0
MT,2023,3403,1.1 - Açaí (fruto),8.0,36.0
MT,2023,3405,1.3 - Castanha-do-pará,1900.0,12114.0
MT,2023,3408,1.6 - Palmito,31.0,169.0
MT,2023,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,131.0
MT,2023,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,131.0
MT,2023,3416,3 - Borrachas,25.0,131.0
MT,2023,3418,3.2 - Hevea (látex coagulado),25.0,131.0
MT,2023,3433,7.1 - Carvão vegetal,8800.0,20210.0
MT,2023,3434,7.2 - Lenha,1867033.0,117934.0
MT,2023,3435,7.3 - Madeira em tora,2075566.0,498193.0
MT,2023,3438,8 - Oleaginosos,78.0,1050.0
MT,2023,3440,8.2 - Copaíba (óleo),6.0,296.0
MT,2023,3444,8.6 - Pequi (amêndoa),72.0,753.0
MT,2023,39409,1.7 - Pequi (fruto),805.0,1507.0
MT,2024,3402,1 - Alimentícios,1992.0,11356.0
MT,2024,3403,1.1 - Açaí (fruto),4.0,17.0
MT,2024,3405,1.3 - Castanha-do-pará,1487.0,10507.0
MT,2024,3408,1.6 - Palmito,20.0,111.0
MT,2024,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,169.0
MT,2024,3412,2.1 - Ipecacuanha ou poaia (raiz),1.0,169.0
MT,2024,3416,3 - Borrachas,24.0,135.0
MT,2024,3418,3.2 - Hevea (látex coagulado),24.0,135.0
MT,2024,3433,7.1 - Carvão vegetal,7144.0,16906.0
MT,2024,3434,7.2 - Lenha,3685894.0,258891.0
MT,2024,3435,7.3 - Madeira em tora,2625756.0,754126.0
MT,2024,3438,8 - Oleaginosos,85.0,1059.0
MT,2024,3440,8.2 - Copaíba (óleo),3.0,209.0
MT,2024,3444,8.6 - Pequi (amêndoa),82.0,850.0
MT,2024,39409,1.7 - Pequi (fruto),481.0,722.0
PA,2015,11296,1.10 - Outros,354.0,881.0
PA,2015,3402,1 - Alimentícios,138543.0,361405.0
PA,2015,3403,1.1 - Açaí (fruto),126027.0,327935.0
PA,2015,3404,1.2 - Castanha-de-caju,51.0,132.0
PA,2015,3405,1.3 - Castanha-do-pará,7967.0,19314.0
PA,2015,3408,1.6 - Palmito,4144.0,13142.0
PA,2015,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",36.0,146.0
PA,2015,3413,2.2 - Jaborandi (folha),36.0,146.0
PA,2015,3415,2.4 - Outros,0.0,0.0
PA,2015,3416,3 - Borrachas,107.0,285.0
PA,2015,3418,3.2 - Hevea (látex coagulado),107.0,285.0
PA,2015,3423,5 - Fibras,320.0,676.0
PA,2015,3424,5.1 - Buriti,264.0,476.0
PA,2015,3427,5.4 - Outras,56.0,200.0
PA,2015,3428,6 - Gomas não elásticas,2.0,36.0
PA,2015,3429,6.1 - Balata,2.0,36.0
PA,2015,3433,7.1 - Carvão vegetal,26918.0,23226.0
PA,2015,3434,7.2 - Lenha,2175487.0,71671.0
PA,2015,3435,7.3 - Madeira em tora,4150193.0,994206.0
PA,2015,3438,8 - Oleaginosos,713.0,5686.0
PA,2015,3439,8.1 - Babaçu (amêndoa),15.0,32.0
PA,2015,3440,8.2 - Copaíba (óleo),17.0,383.0
PA,2015,3441,8.3 - Cumaru (amêndoa),82.0,2821.0
PA,2015,3444,8.6 - Pequi (amêndoa),442.0,1830.0
PA,2015,3445,8.7 - Tucum (amêndoa),11.0,22.0
PA,2015,3446,8.8 - Outros,146.0,597.0
PA,2015,3451,10 - Tanantes,2.0,17.0
PA,2015,3452,10.1 - Angico (casca),0.0,0.0
PA,2015,3453,10.2 - Barbatimão (casca),0.0,0.0
PA,2015,3454,10.3 - Outros,2.0,16.0
PA,2015,39409,1.7 - Pequi (fruto),1.0,2.0
PA,2016,11296,1.10 - Outros,480.0,1469.0
PA,2016,3402,1 - Alimentícios,143068.0,412507.0
PA,2016,3403,1.1 - Açaí (fruto),131836.0,376794.0
PA,2016,3404,1.2 - Castanha-de-caju,51.0,137.0
PA,2016,3405,1.3 - Castanha-do-pará,6866.0,19259.0
PA,2016,3408,1.6 - Palmito,3831.0,14837.0
PA,2016,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",36.0,161.0
PA,2016,3413,2.2 - Jaborandi (folha),35.0,158.0
PA,2016,3415,2.4 - Outros,1.0,4.0
PA,2016,3416,3 - Borrachas,60.0,159.0
PA,2016,3418,3.2 - Hevea (látex coagulado),60.0,159.0
PA,2016,3423,5 - Fibras,318.0,686.0
PA,2016,3424,5.1 - Buriti,261.0,473.0
PA,2016,3427,5.4 - Outras,57.0,213.0
PA,2016,3428,6 - Gomas não elásticas,2.0,32.0
PA,2016,3429,6.1 - Balata,2.0,32.0
PA,2016,3433,7.1 - Carvão vegetal,24348.0,18356.0
PA,2016,3434,7.2 - Lenha,1842471.0,65994.0
PA,2016,3435,7.3 - Madeira em tora,3293290.0,748890.0
PA,2016,3438,8 - Oleaginosos,781.0,6917.0
PA,2016,3439,8.1 - Babaçu (amêndoa),13.0,47.0
PA,2016,3440,8.2 - Copaíba (óleo),15.0,365.0
PA,2016,3441,8.3 - Cumaru (amêndoa),127.0,3905.0
PA,2016,3444,8.6 - Pequi (amêndoa),453.0,1923.0
PA,2016,3445,8.7 - Tucum (amêndoa),9.0,16.0
PA,2016,3446,8.8 - Outros,163.0,662.0
PA,2016,3451,10 - Tanantes,1.0,14.0
PA,2016,3452,10.1 - Angico (casca),0.0,0.0
PA,2016,3453,10.2 - Barbatimão (casca),0.0,0.0
PA,2016,3454,10.3 - Outros,0.0,14.0
PA,2016,39409,1.7 - Pequi (fruto),4.0,11.0
PA,2017,11296,1.10 - Outros,496.0,1533.0
PA,2017,3402,1 - Alimentícios,150488.0,482145.0
PA,2017,3403,1.1 - Açaí (fruto),141913.0,443530.0
PA,2017,3404,1.2 - Castanha-de-caju,49.0,131.0
PA,2017,3405,1.3 - Castanha-do-pará,4186.0,23786.0
PA,2017,3408,1.6 - Palmito,3839.0,13152.0
PA,2017,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",37.0,168.0
PA,2017,3413,2.2 - Jaborandi (folha),36.0,164.0
PA,2017,3415,2.4 - Outros,1.0,4.0
PA,2017,3416,3 - Borrachas,52.0,166.0
PA,2017,3418,3.2 - Hevea (látex coagulado),52.0,166.0
PA,2017,3423,5 - Fibras,314.0,706.0
PA,2017,3424,5.1 - Buriti,257.0,491.0
PA,2017,3427,5.4 - Outras,57.0,215.0
PA,2017,3433,7.1 - Carvão vegetal,23318.0,19889.0
PA,2017,3434,7.2 - Lenha,1847861.0,48716.0
PA,2017,3435,7.3 - Madeira em tora,3235375.0,779540.0
PA,2017,3438,8 - Oleaginosos,825.0,11234.0
PA,2017,3439,8.1 - Babaçu (amêndoa),15.0,58.0
PA,2017,3440,8.2 - Copaíba (óleo),22.0,516.0
PA,2017,3441,8.3 - Cumaru (amêndoa),118.0,3451.0
PA,2017,3444,8.6 - Pequi (amêndoa),464.0,2015.0
PA,2017,3445,8.7 - Tucum (amêndoa),36.0,20.0
PA,2017,3446,8.8 - Outros,170.0,5174.0
PA,2017,3451,10 - Tanantes,0.0,14.0
PA,2017,3452,10.1 - Angico (casca),0.0,0.0
PA,2017,3453,10.2 - Barbatimão (casca),0.0,0.0
PA,2017,3454,10.3 - Outros,0.0,14.0
PA,2017,39409,1.7 - Pequi (fruto),5.0,12.0
PA,2018,11296,1.10 - Outros,1645.0,2031.0
PA,2018,3402,1 - Alimentícios,160791.0,505953.0
PA,2018,3403,1.1 - Açaí (fruto),147730.0,454355.0
PA,2018,3404,1.2 - Castanha-de-caju,46.0,129.0
PA,2018,3405,1.3 - Castanha-do-pará,7726.0,36099.0
PA,2018,3408,1.6 - Palmito,3639.0,13325.0
PA,2018,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",35.0,166.0
PA,2018,3413,2.2 - Jaborandi (folha),35.0,166.0
PA,2018,3416,3 - Borrachas,52.0,170.0
PA,2018,3418,3.2 - Hevea (látex coagulado),52.0,170.0
PA,2018,3423,5 - Fibras,264.0,529.0
PA,2018,3424,5.1 - Buriti,264.0,529.0
PA,2018,3433,7.1 - Carvão vegetal,16576.0,13535.0
PA,2018,3434,7.2 - Lenha,1483173.0,42077.0
PA,2018,3435,7.3 - Madeira em tora,3247263.0,765019.0
PA,2018,3438,8 - Oleaginosos,630.0,6451.0
PA,2018,3439,8.1 - Babaçu (amêndoa),13.0,54.0
PA,2018,3440,8.2 - Copaíba (óleo),20.0,517.0
PA,2018,3441,8.3 - Cumaru (amêndoa),135.0,3882.0
PA,2018,3444,8.6 - Pequi (amêndoa),441.0,1964.0
PA,2018,3445,8.7 - Tucum (amêndoa),1.0,2.0
PA,2018,3446,8.8 - Outros,19.0,33.0
PA,2018,3451,10 - Tanantes,0.0,10.0
PA,2018,3452,10.1 - Angico (casca),0.0,0.0
PA,2018,3453,10.2 - Barbatimão (casca),0.0,0.0
PA,2018,3454,10.3 - Outros,0.0,9.0
PA,2018,39409,1.7 - Pequi (fruto),5.0,13.0
PA,2019,11296,1.10 - Outros,2510.0,2763.0
PA,2019,3402,1 - Alimentícios,164955.0,520424.0
PA,2019,3403,1.1 - Açaí (fruto),151793.0,465444.0
PA,2019,3404,1.2 - Castanha-de-caju,62.0,160.0
PA,2019,3405,1.3 - Castanha-do-pará,6977.0,37934.0
PA,2019,3408,1.6 - Palmito,3607.0,14109.0
PA,2019,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",36.0,171.0
PA,2019,3413,2.2 - Jaborandi (folha),36.0,171.0
PA,2019,3416,3 - Borrachas,45.0,153.0
PA,2019,3418,3.2 - Hevea (látex coagulado),45.0,153.0
PA,2019,3423,5 - Fibras,254.0,520.0
PA,2019,3424,5.1 - Buriti,249.0,505.0
PA,2019,3427,5.4 - Outras,5.0,15.0
