codigo,campo,uf,ano,valor,origem,atualizadoEm,por,nota
AREA,,AC,,164064.761,migracao,2026-09-13,migracao,
AREA,,AM,,1558704.331,migracao,2026-09-13,migracao,
AREA,,AP,,142253.88,migracao,2026-09-13,migracao,
AREA,,MA,,329651.463,migracao,2026-09-13,migracao,
AREA,,MT,,903208.027,migracao,2026-09-13,migracao,
AREA,,PA,,1245831.512,migracao,2026-09-13,migracao,
AREA,,RO,,237753.439,migracao,2026-09-13,migracao,
AREA,,RR,,223505.058,migracao,2026-09-13,migracao,
AREA,,TO,,277423.625,migracao,2026-09-13,migracao,
F3.2,,AC,,177291,migracao,2026-09-13,migracao,
F3.2,,AC,2023,172265,migracao,2026-09-13,migracao,
F3.2,,AC,2024,177291,migracao,2026-09-13,migracao,
F3.2,,AM,,793706,migracao,2026-09-13,migracao,
F3.2,,AM,2023,776964,migracao,2026-09-13,migracao,
F3.2,,AM,2024,793706,migracao,2026-09-13,migracao,
F3.2,,AP,,152991,migracao,2026-09-13,migracao,
F3.2,,AP,2023,154513,migracao,2026-09-13,migracao,
F3.2,,AP,2024,152991,migracao,2026-09-13,migracao,
F3.2,,MA,,969147,migracao,2026-09-13,migracao,
F3.2,,MA,2023,948843,migracao,2026-09-13,migracao,
F3.2,,MA,2024,969147,migracao,2026-09-13,migracao,
F3.2,,MT,,1194886,migracao,2026-09-13,migracao,
F3.2,,MT,2023,1129867,migracao,2026-09-13,migracao,
F3.2,,MT,2024,1194886,migracao,2026-09-13,migracao,
F3.2,,PA,,1431632,migracao,2026-09-13,migracao,
F3.2,,PA,2023,1396509,migracao,2026-09-13,migracao,
F3.2,,PA,2024,1431632,migracao,2026-09-13,migracao,
F3.2,,RO,,407713,migracao,2026-09-13,migracao,
F3.2,,RO,2023,389151,migracao,2026-09-13,migracao,
F3.2,,RO,2024,407713,migracao,2026-09-13,migracao,
F3.2,,RR,,146857,migracao,2026-09-13,migracao,
F3.2,,RR,2023,143519,migracao,2026-09-13,migracao,
F3.2,,RR,2024,146857,migracao,2026-09-13,migracao,
F3.2,,TO,,404248,migracao,2026-09-13,migracao,
F3.2,,TO,2023,375427,migracao,2026-09-13,migracao,
F3.2,,TO,2024,404248,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2023,AC,,11994,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2023,AM,,38181,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2023,AP,,8954,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2023,MA,,70221,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2023,MT,,149926,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2023,PA,,96238,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2023,RO,,48718,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2023,RR,,9420,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2023,TO,,43507,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2024,AC,,12547,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2024,AM,,40636,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2024,AP,,9649,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2024,MA,,74981,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2024,MT,,159934,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2024,PA,,101703,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2024,RO,,51098,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2024,RR,,10101,migracao,2026-09-13,migracao,
F3.2,estabelecimentos2024,TO,,46375,migracao,2026-09-13,migracao,
F3.2,variacaoVinculosPct,AC,,2.9,migracao,2026-09-13,migracao,
F3.2,variacaoVinculosPct,AM,,2.2,migracao,2026-09-13,migracao,
F3.2,variacaoVinculosPct,AP,,-1,migracao,2026-09-13,migracao,
F3.2,variacaoVinculosPct,MA,,2.1,migracao,2026-09-13,migracao,
F3.2,variacaoVinculosPct,MT,,5.8,migracao,2026-09-13,migracao,
F3.2,variacaoVinculosPct,PA,,2.5,migracao,2026-09-13,migracao,
F3.2,variacaoVinculosPct,RO,,4.8,migracao,2026-09-13,migracao,
F3.2,variacaoVinculosPct,RR,,2.3,migracao,2026-09-13,migracao,
F3.2,variacaoVinculosPct,TO,,7.7,migracao,2026-09-13,migracao,
F3.5,,AC,,925342,migracao,2026-09-13,migracao,
F3.5,,AC,2015,394082,migracao,2026-09-13,migracao,
F3.5,,AC,2016,398946,migracao,2026-09-13,migracao,
F3.5,,AC,2017,279200,migracao,2026-09-13,migracao,
F3.5,,AC,2018,328683,migracao,2026-09-13,migracao,
F3.5,,AC,2019,317261,migracao,2026-09-13,migracao,
F3.5,,AC,2020,320242,migracao,2026-09-13,migracao,
F3.5,,AC,2021,496073,migracao,2026-09-13,migracao,
F3.5,,AC,2022,628889,migracao,2026-09-13,migracao,
F3.5,,AC,2023,649323,migracao,2026-09-13,migracao,
F3.5,,AC,2024,925342,migracao,2026-09-13,migracao,
F3.5,,AM,,75577158,migracao,2026-09-13,migracao,
F3.5,,AM,2015,35914870,migracao,2026-09-13,migracao,
F3.5,,AM,2016,35525846,migracao,2026-09-13,migracao,
F3.5,,AM,2017,37418241,migracao,2026-09-13,migracao,
F3.5,,AM,2018,40137037,migracao,2026-09-13,migracao,
F3.5,,AM,2019,40949882,migracao,2026-09-13,migracao,
F3.5,,AM,2020,43511856,migracao,2026-09-13,migracao,
F3.5,,AM,2021,55427911,migracao,2026-09-13,migracao,
F3.5,,AM,2022,62763507,migracao,2026-09-13,migracao,
F3.5,,AM,2023,62646346,migracao,2026-09-13,migracao,
F3.5,,AM,2024,75577158,migracao,2026-09-13,migracao,
F3.5,,AP,,592145,migracao,2026-09-13,migracao,
F3.5,,AP,2015,488161,migracao,2026-09-13,migracao,
F3.5,,AP,2016,535311,migracao,2026-09-13,migracao,
F3.5,,AP,2017,309766,migracao,2026-09-13,migracao,
F3.5,,AP,2018,527946,migracao,2026-09-13,migracao,
F3.5,,AP,2019,275830,migracao,2026-09-13,migracao,
F3.5,,AP,2020,963936,migracao,2026-09-13,migracao,
F3.5,,AP,2021,479986,migracao,2026-09-13,migracao,
F3.5,,AP,2022,419783,migracao,2026-09-13,migracao,
F3.5,,AP,2023,514770,migracao,2026-09-13,migracao,
F3.5,,AP,2024,592145,migracao,2026-09-13,migracao,
F3.5,,MA,,14534906,migracao,2026-09-13,migracao,
F3.5,,MA,2015,7031763,migracao,2026-09-13,migracao,
F3.5,,MA,2016,6221886,migracao,2026-09-13,migracao,
F3.5,,MA,2017,7075188,migracao,2026-09-13,migracao,
F3.5,,MA,2018,8776336,migracao,2026-09-13,migracao,
F3.5,,MA,2019,8192158,migracao,2026-09-13,migracao,
F3.5,,MA,2020,11219119,migracao,2026-09-13,migracao,
F3.5,,MA,2021,14129981,migracao,2026-09-13,migracao,
F3.5,,MA,2022,13156044,migracao,2026-09-13,migracao,
F3.5,,MA,2023,12319388,migracao,2026-09-13,migracao,
F3.5,,MA,2024,14534906,migracao,2026-09-13,migracao,
F3.5,,MT,,41521382,migracao,2026-09-13,migracao,
F3.5,,MT,2015,15762391,migracao,2026-09-13,migracao,
F3.5,,MT,2016,14433467,migracao,2026-09-13,migracao,
F3.5,,MT,2017,13967971,migracao,2026-09-13,migracao,
F3.5,,MT,2018,17059633,migracao,2026-09-13,migracao,
F3.5,,MT,2019,17805064,migracao,2026-09-13,migracao,
F3.5,,MT,2020,24049984,migracao,2026-09-13,migracao,
F3.5,,MT,2021,32463303,migracao,2026-09-13,migracao,
F3.5,,MT,2022,41065895,migracao,2026-09-13,migracao,
F3.5,,MT,2023,38526666,migracao,2026-09-13,migracao,
F3.5,,MT,2024,41521382,migracao,2026-09-13,migracao,
F3.5,,PA,,70146964,migracao,2026-09-13,migracao,
F3.5,,PA,2015,26731282,migracao,2026-09-13,migracao,
F3.5,,PA,2016,28139815,migracao,2026-09-13,migracao,
F3.5,,PA,2017,38175713,migracao,2026-09-13,migracao,
F3.5,,PA,2018,45291481,migracao,2026-09-13,migracao,
F3.5,,PA,2019,56812895,migracao,2026-09-13,migracao,
F3.5,,PA,2020,91708270,migracao,2026-09-13,migracao,
F3.5,,PA,2021,109838666,migracao,2026-09-13,migracao,
F3.5,,PA,2022,66637357,migracao,2026-09-13,migracao,
F3.5,,PA,2023,62596977,migracao,2026-09-13,migracao,
F3.5,,PA,2024,70146964,migracao,2026-09-13,migracao,
F3.5,,RO,,6091511,migracao,2026-09-13,migracao,
F3.5,,RO,2015,2763391,migracao,2026-09-13,migracao,
F3.5,,RO,2016,3048106,migracao,2026-09-13,migracao,
F3.5,,RO,2017,2586505,migracao,2026-09-13,migracao,
F3.5,,RO,2018,2562647,migracao,2026-09-13,migracao,
F3.5,,RO,2019,2884253,migracao,2026-09-13,migracao,
F3.5,,RO,2020,3301806,migracao,2026-09-13,migracao,
F3.5,,RO,2021,3880047,migracao,2026-09-13,migracao,
F3.5,,RO,2022,5534121,migracao,2026-09-13,migracao,
F3.5,,RO,2023,5910248,migracao,2026-09-13,migracao,
F3.5,,RO,2024,6091511,migracao,2026-09-13,migracao,
F3.5,,RR,,378434,migracao,2026-09-13,migracao,
F3.5,,RR,2015,91620,migracao,2026-09-13,migracao,
F3.5,,RR,2016,127681,migracao,2026-09-13,migracao,
F3.5,,RR,2017,107185,migracao,2026-09-13,migracao,
F3.5,,RR,2018,91547,migracao,2026-09-13,migracao,
F3.5,,RR,2019,92021,migracao,2026-09-13,migracao,
F3.5,,RR,2020,131162,migracao,2026-09-13,migracao,
F3.5,,RR,2021,192154,migracao,2026-09-13,migracao,
F3.5,,RR,2022,203548,migracao,2026-09-13,migracao,
F3.5,,RR,2023,250891,migracao,2026-09-13,migracao,
F3.5,,RR,2024,378434,migracao,2026-09-13,migracao,
F3.5,,TO,,5597138,migracao,2026-09-13,migracao,
F3.5,,TO,2015,1488246,migracao,2026-09-13,migracao,
F3.5,,TO,2016,1502456,migracao,2026-09-13,migracao,
F3.5,,TO,2017,1900422,migracao,2026-09-13,migracao,
F3.5,,TO,2018,1503851,migracao,2026-09-13,migracao,
F3.5,,TO,2019,1543897,migracao,2026-09-13,migracao,
F3.5,,TO,2020,2085879,migracao,2026-09-13,migracao,
F3.5,,TO,2021,3312199,migracao,2026-09-13,migracao,
F3.5,,TO,2022,4516648,migracao,2026-09-13,migracao,
F3.5,,TO,2023,4739960,migracao,2026-09-13,migracao,
F3.5,,TO,2024,5597138,migracao,2026-09-13,migracao,
F3.5,empresas2024,AC,,242,migracao,2026-09-13,migracao,
F3.5,empresas2024,AM,,1199,migracao,2026-09-13,migracao,
F3.5,empresas2024,AP,,220,migracao,2026-09-13,migracao,
F3.5,empresas2024,MA,,1369,migracao,2026-09-13,migracao,
F3.5,empresas2024,MT,,3623,migracao,2026-09-13,migracao,
F3.5,empresas2024,PA,,2307,migracao,2026-09-13,migracao,
F3.5,empresas2024,RO,,1198,migracao,2026-09-13,migracao,
F3.5,empresas2024,RR,,187,migracao,2026-09-13,migracao,
F3.5,empresas2024,TO,,773,migracao,2026-09-13,migracao,
F3.5,pessoalOcupado2024,AC,,6435,migracao,2026-09-13,migracao,
F3.5,pessoalOcupado2024,AM,,127254,migracao,2026-09-13,migracao,
F3.5,pessoalOcupado2024,AP,,5032,migracao,2026-09-13,migracao,
F3.5,pessoalOcupado2024,MA,,47326,migracao,2026-09-13,migracao,
F3.5,pessoalOcupado2024,MT,,126489,migracao,2026-09-13,migracao,
F3.5,pessoalOcupado2024,PA,,127208,migracao,2026-09-13,migracao,
F3.5,pessoalOcupado2024,RO,,32783,migracao,2026-09-13,migracao,
F3.5,pessoalOcupado2024,RR,,3824,migracao,2026-09-13,migracao,
F3.5,pessoalOcupado2024,TO,,22080,migracao,2026-09-13,migracao,
F3.5,unidadesLocais2024,AC,,269,migracao,2026-09-13,migracao,
F3.5,unidadesLocais2024,AM,,1304,migracao,2026-09-13,migracao,
F3.5,unidadesLocais2024,AP,,228,migracao,2026-09-13,migracao,
F3.5,unidadesLocais2024,MA,,1460,migracao,2026-09-13,migracao,
F3.5,unidadesLocais2024,MT,,3914,migracao,2026-09-13,migracao,
F3.5,unidadesLocais2024,PA,,2578,migracao,2026-09-13,migracao,
F3.5,unidadesLocais2024,RO,,1283,migracao,2026-09-13,migracao,
F3.5,unidadesLocais2024,RR,,200,migracao,2026-09-13,migracao,
F3.5,unidadesLocais2024,TO,,812,migracao,2026-09-13,migracao,
F3.5,variacao2023_24Pct,AC,,42.5,migracao,2026-09-13,migracao,
F3.5,variacao2023_24Pct,AM,,20.6,migracao,2026-09-13,migracao,
F3.5,variacao2023_24Pct,AP,,15,migracao,2026-09-13,migracao,
F3.5,variacao2023_24Pct,MA,,18,migracao,2026-09-13,migracao,
F3.5,variacao2023_24Pct,MT,,7.8,migracao,2026-09-13,migracao,
F3.5,variacao2023_24Pct,PA,,12.1,migracao,2026-09-13,migracao,
F3.5,variacao2023_24Pct,RO,,3.1,migracao,2026-09-13,migracao,
F3.5,variacao2023_24Pct,RR,,50.8,migracao,2026-09-13,migracao,
F3.5,variacao2023_24Pct,TO,,18.1,migracao,2026-09-13,migracao,
I1.1.2,,AC,,75,migracao,2026-09-13,migracao,
I1.1.2,,AM,,26.8,migracao,2026-09-13,migracao,
I1.1.2,,AP,,40,migracao,2026-09-13,migracao,
I1.1.2,,MA,,15.4,migracao,2026-09-13,migracao,
I1.1.2,,MT,,10.5,migracao,2026-09-13,migracao,
I1.1.2,,PA,,35.7,migracao,2026-09-13,migracao,
I1.1.2,,RO,,8.2,migracao,2026-09-13,migracao,
I1.1.2,,RR,,0,migracao,2026-09-13,migracao,
I1.1.2,,TO,,23.1,migracao,2026-09-13,migracao,
I1.1.2,comAmbos,AC,,6,migracao,2026-09-13,migracao,
I1.1.2,comAmbos,AM,,11,migracao,2026-09-13,migracao,
I1.1.2,comAmbos,AP,,2,migracao,2026-09-13,migracao,
I1.1.2,comAmbos,MA,,2,migracao,2026-09-13,migracao,
I1.1.2,comAmbos,MT,,4,migracao,2026-09-13,migracao,
I1.1.2,comAmbos,PA,,10,migracao,2026-09-13,migracao,
I1.1.2,comAmbos,RO,,4,migracao,2026-09-13,migracao,
I1.1.2,comAmbos,RR,,0,migracao,2026-09-13,migracao,
I1.1.2,comAmbos,TO,,3,migracao,2026-09-13,migracao,
I1.1.2,comConselho,AC,,8,migracao,2026-09-13,migracao,
I1.1.2,comConselho,AM,,22,migracao,2026-09-13,migracao,
I1.1.2,comConselho,AP,,4,migracao,2026-09-13,migracao,
I1.1.2,comConselho,MA,,4,migracao,2026-09-13,migracao,
I1.1.2,comConselho,MT,,10,migracao,2026-09-13,migracao,
I1.1.2,comConselho,PA,,24,migracao,2026-09-13,migracao,
I1.1.2,comConselho,RO,,11,migracao,2026-09-13,migracao,
I1.1.2,comConselho,RR,,0,migracao,2026-09-13,migracao,
I1.1.2,comConselho,TO,,8,migracao,2026-09-13,migracao,
I1.1.2,comPlano,AC,,6,migracao,2026-09-13,migracao,
I1.1.2,comPlano,AM,,11,migracao,2026-09-13,migracao,
I1.1.2,comPlano,AP,,2,migracao,2026-09-13,migracao,
I1.1.2,comPlano,MA,,3,migracao,2026-09-13,migracao,
I1.1.2,comPlano,MT,,8,migracao,2026-09-13,migracao,
I1.1.2,comPlano,PA,,10,migracao,2026-09-13,migracao,
I1.1.2,comPlano,RO,,15,migracao,2026-09-13,migracao,
I1.1.2,comPlano,RR,,0,migracao,2026-09-13,migracao,
I1.1.2,comPlano,TO,,4,migracao,2026-09-13,migracao,
I1.1.2,total,AC,,8,migracao,2026-09-13,migracao,
I1.1.2,total,AM,,41,migracao,2026-09-13,migracao,
I1.1.2,total,AP,,5,migracao,2026-09-13,migracao,
I1.1.2,total,MA,,13,migracao,2026-09-13,migracao,
I1.1.2,total,MT,,38,migracao,2026-09-13,migracao,
I1.1.2,total,PA,,28,migracao,2026-09-13,migracao,
I1.1.2,total,RO,,49,migracao,2026-09-13,migracao,
I1.1.2,total,RR,,4,migracao,2026-09-13,migracao,
I1.1.2,total,TO,,13,migracao,2026-09-13,migracao,
I1.3.1,,AC,,60.23,migracao,2026-09-13,migracao,
I1.3.1,,AM,,58.9,migracao,2026-09-13,migracao,
I1.3.1,,AP,,60.08,migracao,2026-09-13,migracao,
I1.3.1,,MA,,59.21,migracao,2026-09-13,migracao,
I1.3.1,,MT,,59.21,migracao,2026-09-13,migracao,
I1.3.1,,PA,,59.52,migracao,2026-09-13,migracao,
I1.3.1,,RO,,59.31,migracao,2026-09-13,migracao,
I1.3.1,,RR,,57.77,migracao,2026-09-13,migracao,
I1.3.1,,TO,,59.64,migracao,2026-09-13,migracao,
I1.3.1,metaConvergencia,AC,,52.1,migracao,2026-09-13,migracao,
I1.3.1,metaConvergencia,AM,,52.1,migracao,2026-09-13,migracao,
I1.3.1,metaConvergencia,AP,,52.1,migracao,2026-09-13,migracao,
I1.3.1,metaConvergencia,MA,,52.1,migracao,2026-09-13,migracao,
I1.3.1,metaConvergencia,MT,,52.1,migracao,2026-09-13,migracao,
I1.3.1,metaConvergencia,PA,,52.1,migracao,2026-09-13,migracao,
I1.3.1,metaConvergencia,RO,,52.1,migracao,2026-09-13,migracao,
I1.3.1,metaConvergencia,RR,,52.1,migracao,2026-09-13,migracao,
I1.3.1,metaConvergencia,TO,,52.1,migracao,2026-09-13,migracao,
I1.3.1,municipiosPrioritarios,AC,,4,migracao,2026-09-13,migracao,
I1.3.1,municipiosPrioritarios,AM,,17,migracao,2026-09-13,migracao,
I1.3.1,municipiosPrioritarios,AP,,2,migracao,2026-09-13,migracao,
I1.3.1,municipiosPrioritarios,MA,,45,migracao,2026-09-13,migracao,
I1.3.1,municipiosPrioritarios,MT,,17,migracao,2026-09-13,migracao,
I1.3.1,municipiosPrioritarios,PA,,64,migracao,2026-09-13,migracao,
I1.3.1,municipiosPrioritarios,RO,,10,migracao,2026-09-13,migracao,
I1.3.1,municipiosPrioritarios,RR,,1,migracao,2026-09-13,migracao,
I1.3.1,municipiosPrioritarios,TO,,2,migracao,2026-09-13,migracao,
I1.3.2,,AC,,449,migracao,2026-09-13,migracao,
I1.3.2,,AC,2020,706,migracao,2026-09-13,migracao,
I1.3.2,,AC,2021,889,migracao,2026-09-13,migracao,
I1.3.2,,AC,2022,840,migracao,2026-09-13,migracao,
I1.3.2,,AC,2023,601,migracao,2026-09-13,migracao,
I1.3.2,,AC,2024,449,migracao,2026-09-13,migracao,
I1.3.2,,AM,,1223,migracao,2026-09-13,migracao,
I1.3.2,,AM,2020,1512,migracao,2026-09-13,migracao,
I1.3.2,,AM,2021,2306,migracao,2026-09-13,migracao,
I1.3.2,,AM,2022,2594,migracao,2026-09-13,migracao,
I1.3.2,,AM,2023,1610,migracao,2026-09-13,migracao,
I1.3.2,,AM,2024,1223,migracao,2026-09-13,migracao,
I1.3.2,,AP,,27,migracao,2026-09-13,migracao,
I1.3.2,,AP,2020,24,migracao,2026-09-13,migracao,
I1.3.2,,AP,2021,17,migracao,2026-09-13,migracao,
I1.3.2,,AP,2022,14,migracao,2026-09-13,migracao,
I1.3.2,,AP,2023,17,migracao,2026-09-13,migracao,
I1.3.2,,AP,2024,27,migracao,2026-09-13,migracao,
I1.3.2,,MA,,307,migracao,2026-09-13,migracao,
I1.3.2,,MA,2020,336,migracao,2026-09-13,migracao,
I1.3.2,,MA,2021,350,migracao,2026-09-13,migracao,
I1.3.2,,MA,2022,271,migracao,2026-09-13,migracao,
I1.3.2,,MA,2023,306,migracao,2026-09-13,migracao,
I1.3.2,,MA,2024,307,migracao,2026-09-13,migracao,
I1.3.2,,MT,,1257,migracao,2026-09-13,migracao,
I1.3.2,,MT,2020,1779,migracao,2026-09-13,migracao,
I1.3.2,,MT,2021,2213,migracao,2026-09-13,migracao,
I1.3.2,,MT,2022,1927,migracao,2026-09-13,migracao,
I1.3.2,,MT,2023,2048,migracao,2026-09-13,migracao,
I1.3.2,,MT,2024,1257,migracao,2026-09-13,migracao,
I1.3.2,,PA,,2395,migracao,2026-09-13,migracao,
I1.3.2,,PA,2020,4899,migracao,2026-09-13,migracao,
I1.3.2,,PA,2021,5238,migracao,2026-09-13,migracao,
I1.3.2,,PA,2022,4162,migracao,2026-09-13,migracao,
I1.3.2,,PA,2023,3299,migracao,2026-09-13,migracao,
I1.3.2,,PA,2024,2395,migracao,2026-09-13,migracao,
I1.3.2,,RO,,360,migracao,2026-09-13,migracao,
I1.3.2,,RO,2020,1273,migracao,2026-09-13,migracao,
I1.3.2,,RO,2021,1673,migracao,2026-09-13,migracao,
I1.3.2,,RO,2022,1480,migracao,2026-09-13,migracao,
I1.3.2,,RO,2023,867,migracao,2026-09-13,migracao,
I1.3.2,,RO,2024,360,migracao,2026-09-13,migracao,
I1.3.2,,RR,,468,migracao,2026-09-13,migracao,
I1.3.2,,RR,2020,297,migracao,2026-09-13,migracao,
I1.3.2,,RR,2021,315,migracao,2026-09-13,migracao,
I1.3.2,,RR,2022,279,migracao,2026-09-13,migracao,
I1.3.2,,RR,2023,284,migracao,2026-09-13,migracao,
I1.3.2,,RR,2024,468,migracao,2026-09-13,migracao,
I1.3.2,,TO,,32,migracao,2026-09-13,migracao,
I1.3.2,,TO,2020,25,migracao,2026-09-13,migracao,
I1.3.2,,TO,2021,37,migracao,2026-09-13,migracao,
I1.3.2,,TO,2022,27,migracao,2026-09-13,migracao,
I1.3.2,,TO,2023,32,migracao,2026-09-13,migracao,
I1.3.2,,TO,2024,32,migracao,2026-09-13,migracao,
I1.3.2,media2020_2024,AC,,697,migracao,2026-09-13,migracao,
I1.3.2,media2020_2024,AM,,1849,migracao,2026-09-13,migracao,
I1.3.2,media2020_2024,AP,,19.8,migracao,2026-09-13,migracao,
I1.3.2,media2020_2024,MA,,314,migracao,2026-09-13,migracao,
I1.3.2,media2020_2024,MT,,1844.8,migracao,2026-09-13,migracao,
I1.3.2,media2020_2024,PA,,3998.6,migracao,2026-09-13,migracao,
I1.3.2,media2020_2024,RO,,1130.6,migracao,2026-09-13,migracao,
I1.3.2,media2020_2024,RR,,328.6,migracao,2026-09-13,migracao,
I1.3.2,media2020_2024,TO,,30.6,migracao,2026-09-13,migracao,
I1.3.2,totalAcumulado2008_2024,AC,,7299,migracao,2026-09-13,migracao,
I1.3.2,totalAcumulado2008_2024,AM,,18278,migracao,2026-09-13,migracao,
I1.3.2,totalAcumulado2008_2024,AP,,591,migracao,2026-09-13,migracao,
I1.3.2,totalAcumulado2008_2024,MA,,6928,migracao,2026-09-13,migracao,
I1.3.2,totalAcumulado2008_2024,MT,,26336,migracao,2026-09-13,migracao,
I1.3.2,totalAcumulado2008_2024,PA,,57127,migracao,2026-09-13,migracao,
I1.3.2,totalAcumulado2008_2024,RO,,17182,migracao,2026-09-13,migracao,
I1.3.2,totalAcumulado2008_2024,RR,,4523,migracao,2026-09-13,migracao,
I1.3.2,totalAcumulado2008_2024,TO,,780,migracao,2026-09-13,migracao,
I1.3.4,,AC,,7826,migracao,2026-09-13,migracao,
I1.3.4,,AC,2015,5779,migracao,2026-09-13,migracao,
I1.3.4,,AC,2016,7684,migracao,2026-09-13,migracao,
I1.3.4,,AC,2017,6295,migracao,2026-09-13,migracao,
I1.3.4,,AC,2018,6626,migracao,2026-09-13,migracao,
I1.3.4,,AC,2019,6802,migracao,2026-09-13,migracao,
I1.3.4,,AC,2020,9193,migracao,2026-09-13,migracao,
I1.3.4,,AC,2021,8828,migracao,2026-09-13,migracao,
I1.3.4,,AC,2022,11840,migracao,2026-09-13,migracao,
I1.3.4,,AC,2023,6562,migracao,2026-09-13,migracao,
I1.3.4,,AC,2024,8658,migracao,2026-09-13,migracao,
I1.3.4,,AM,,15829,migracao,2026-09-13,migracao,
I1.3.4,,AM,2015,13419,migracao,2026-09-13,migracao,
I1.3.4,,AM,2016,11173,migracao,2026-09-13,migracao,
I1.3.4,,AM,2017,11685,migracao,2026-09-13,migracao,
I1.3.4,,AM,2018,11446,migracao,2026-09-13,migracao,
I1.3.4,,AM,2019,12676,migracao,2026-09-13,migracao,
I1.3.4,,AM,2020,16729,migracao,2026-09-13,migracao,
I1.3.4,,AM,2021,14848,migracao,2026-09-13,migracao,
I1.3.4,,AM,2022,21217,migracao,2026-09-13,migracao,
I1.3.4,,AM,2023,19601,migracao,2026-09-13,migracao,
I1.3.4,,AM,2024,25499,migracao,2026-09-13,migracao,
I1.3.4,,AP,,1694,migracao,2026-09-13,migracao,
I1.3.4,,AP,2015,2936,migracao,2026-09-13,migracao,
I1.3.4,,AP,2016,2595,migracao,2026-09-13,migracao,
I1.3.4,,AP,2017,1946,migracao,2026-09-13,migracao,
I1.3.4,,AP,2018,1206,migracao,2026-09-13,migracao,
I1.3.4,,AP,2019,1277,migracao,2026-09-13,migracao,
I1.3.4,,AP,2020,750,migracao,2026-09-13,migracao,
I1.3.4,,AP,2021,676,migracao,2026-09-13,migracao,
I1.3.4,,AP,2022,990,migracao,2026-09-13,migracao,
I1.3.4,,AP,2023,2552,migracao,2026-09-13,migracao,
I1.3.4,,AP,2024,2014,migracao,2026-09-13,migracao,
I1.3.4,,MA,,20532,migracao,2026-09-13,migracao,
I1.3.4,,MA,2015,28436,migracao,2026-09-13,migracao,
I1.3.4,,MA,2016,21789,migracao,2026-09-13,migracao,
I1.3.4,,MA,2017,25576,migracao,2026-09-13,migracao,
I1.3.4,,MA,2018,13892,migracao,2026-09-13,migracao,
I1.3.4,,MA,2019,18521,migracao,2026-09-13,migracao,
I1.3.4,,MA,2020,16817,migracao,2026-09-13,migracao,
I1.3.4,,MA,2021,16077,migracao,2026-09-13,migracao,
I1.3.4,,MA,2022,20224,migracao,2026-09-13,migracao,
I1.3.4,,MA,2023,21113,migracao,2026-09-13,migracao,
I1.3.4,,MA,2024,22879,migracao,2026-09-13,migracao,
I1.3.4,,MT,,30669,migracao,2026-09-13,migracao,
I1.3.4,,MT,2015,27741,migracao,2026-09-13,migracao,
I1.3.4,,MT,2016,27305,migracao,2026-09-13,migracao,
I1.3.4,,MT,2017,30911,migracao,2026-09-13,migracao,
I1.3.4,,MT,2018,18032,migracao,2026-09-13,migracao,
I1.3.4,,MT,2019,31169,migracao,2026-09-13,migracao,
I1.3.4,,MT,2020,47708,migracao,2026-09-13,migracao,
I1.3.4,,MT,2021,22520,migracao,2026-09-13,migracao,
I1.3.4,,MT,2022,29039,migracao,2026-09-13,migracao,
I1.3.4,,MT,2023,21723,migracao,2026-09-13,migracao,
I1.3.4,,MT,2024,50551,migracao,2026-09-13,migracao,
I1.3.4,,PA,,37558,migracao,2026-09-13,migracao,
I1.3.4,,PA,2015,43164,migracao,2026-09-13,migracao,
I1.3.4,,PA,2016,29724,migracao,2026-09-13,migracao,
I1.3.4,,PA,2017,49770,migracao,2026-09-13,migracao,
I1.3.4,,PA,2018,22080,migracao,2026-09-13,migracao,
I1.3.4,,PA,2019,30165,migracao,2026-09-13,migracao,
I1.3.4,,PA,2020,38603,migracao,2026-09-13,migracao,
I1.3.4,,PA,2021,22876,migracao,2026-09-13,migracao,
I1.3.4,,PA,2022,41421,migracao,2026-09-13,migracao,
I1.3.4,,PA,2023,41715,migracao,2026-09-13,migracao,
I1.3.4,,PA,2024,56070,migracao,2026-09-13,migracao,
I1.3.4,,RO,,11076,migracao,2026-09-13,migracao,
I1.3.4,,RO,2015,13113,migracao,2026-09-13,migracao,
I1.3.4,,RO,2016,13113,migracao,2026-09-13,migracao,
I1.3.4,,RO,2017,11313,migracao,2026-09-13,migracao,
I1.3.4,,RO,2018,10255,migracao,2026-09-13,migracao,
I1.3.4,,RO,2019,11230,migracao,2026-09-13,migracao,
I1.3.4,,RO,2020,11145,migracao,2026-09-13,migracao,
