codigo,campo,uf,ano,valor,origem,atualizadoEm,por,nota
I4.1.1,,MT,2025,61.31,migracao,2026-09-13,migracao,
I4.1.1,,PA,,53.1,migracao,2026-09-13,migracao,
I4.1.1,,PA,2021,32.13,migracao,2026-09-13,migracao,
I4.1.1,,PA,2022,36.25,migracao,2026-09-13,migracao,
I4.1.1,,PA,2023,36.28,migracao,2026-09-13,migracao,
I4.1.1,,PA,2024,50.52,migracao,2026-09-13,migracao,
I4.1.1,,PA,2025,53.05,migracao,2026-09-13,migracao,
I4.1.1,,RO,,56.13,migracao,2026-09-13,migracao,
I4.1.1,,RO,2021,43.02,migracao,2026-09-13,migracao,
I4.1.1,,RO,2022,49.24,migracao,2026-09-13,migracao,
I4.1.1,,RO,2023,51.43,migracao,2026-09-13,migracao,
I4.1.1,,RO,2024,55.6,migracao,2026-09-13,migracao,
I4.1.1,,RO,2025,58.45,migracao,2026-09-13,migracao,
I4.1.1,,RR,,49.19,migracao,2026-09-13,migracao,
I4.1.1,,RR,2021,33.94,migracao,2026-09-13,migracao,
I4.1.1,,RR,2022,31.76,migracao,2026-09-13,migracao,
I4.1.1,,RR,2023,27.92,migracao,2026-09-13,migracao,
I4.1.1,,RR,2024,43.74,migracao,2026-09-13,migracao,
I4.1.1,,RR,2025,46.53,migracao,2026-09-13,migracao,
I4.1.1,,TO,,53.92,migracao,2026-09-13,migracao,
I4.1.1,,TO,2021,41.59,migracao,2026-09-13,migracao,
I4.1.1,,TO,2022,46.17,migracao,2026-09-13,migracao,
I4.1.1,,TO,2023,47.32,migracao,2026-09-13,migracao,
I4.1.1,,TO,2024,51.18,migracao,2026-09-13,migracao,
I4.1.1,,TO,2025,53.73,migracao,2026-09-13,migracao,
I4.1.1,ponderado2024,AC,,50.97,migracao,2026-09-13,migracao,
I4.1.1,ponderado2024,AM,,47.79,migracao,2026-09-13,migracao,
I4.1.1,ponderado2024,AP,,56.37,migracao,2026-09-13,migracao,
I4.1.1,ponderado2024,MA,,50.14,migracao,2026-09-13,migracao,
I4.1.1,ponderado2024,MT,,57.92,migracao,2026-09-13,migracao,
I4.1.1,ponderado2024,PA,,51.65,migracao,2026-09-13,migracao,
I4.1.1,ponderado2024,RO,,53.38,migracao,2026-09-13,migracao,
I4.1.1,ponderado2024,RR,,45.96,migracao,2026-09-13,migracao,
I4.1.1,ponderado2024,TO,,52.26,migracao,2026-09-13,migracao,
I4.3.2,,AC,,1.6,migracao,2026-09-13,migracao,
I4.3.2,,AM,,11.8,migracao,2026-09-13,migracao,
I4.3.2,,AP,,97.3,migracao,2026-09-13,migracao,
I4.3.2,,MA,,40.7,migracao,2026-09-13,migracao,
I4.3.2,,MT,,86.5,migracao,2026-09-13,migracao,
I4.3.2,,PA,,98.6,migracao,2026-09-13,migracao,
I4.3.2,,RO,,95,migracao,2026-09-13,migracao,
I4.3.2,,RR,,17.9,migracao,2026-09-13,migracao,
I4.3.2,,TO,,99.1,migracao,2026-09-13,migracao,
I4.3.2,potenciaFiscalizadaMW,AC,,142.9,migracao,2026-09-13,migracao,
I4.3.2,potenciaFiscalizadaMW,AM,,2509.4,migracao,2026-09-13,migracao,
I4.3.2,potenciaFiscalizadaMW,AP,,973.7,migracao,2026-09-13,migracao,
I4.3.2,potenciaFiscalizadaMW,MA,,4481.4,migracao,2026-09-13,migracao,
I4.3.2,potenciaFiscalizadaMW,MT,,4256,migracao,2026-09-13,migracao,
I4.3.2,potenciaFiscalizadaMW,PA,,22849.6,migracao,2026-09-13,migracao,
I4.3.2,potenciaFiscalizadaMW,RO,,8213,migracao,2026-09-13,migracao,
I4.3.2,potenciaFiscalizadaMW,RR,,515.8,migracao,2026-09-13,migracao,
I4.3.2,potenciaFiscalizadaMW,TO,,1987.4,migracao,2026-09-13,migracao,
I4.3.2,potenciaRenovavelMW,AC,,2.2,migracao,2026-09-13,migracao,
I4.3.2,potenciaRenovavelMW,AM,,295.5,migracao,2026-09-13,migracao,
I4.3.2,potenciaRenovavelMW,AP,,947.7,migracao,2026-09-13,migracao,
I4.3.2,potenciaRenovavelMW,MA,,1825.3,migracao,2026-09-13,migracao,
I4.3.2,potenciaRenovavelMW,MT,,3682.6,migracao,2026-09-13,migracao,
I4.3.2,potenciaRenovavelMW,PA,,22523.8,migracao,2026-09-13,migracao,
I4.3.2,potenciaRenovavelMW,RO,,7801,migracao,2026-09-13,migracao,
I4.3.2,potenciaRenovavelMW,RR,,92.4,migracao,2026-09-13,migracao,
I4.3.2,potenciaRenovavelMW,TO,,1968.8,migracao,2026-09-13,migracao,
I4.4.1,,AC,,49.33,migracao,2026-09-13,migracao,
I4.4.1,,AM,,50.44,migracao,2026-09-13,migracao,
I4.4.1,,AP,,48.61,migracao,2026-09-13,migracao,
I4.4.1,,MA,,41.31,migracao,2026-09-13,migracao,
I4.4.1,,MT,,56.67,migracao,2026-09-13,migracao,
I4.4.1,,PA,,45.47,migracao,2026-09-13,migracao,
I4.4.1,,RO,,38.83,migracao,2026-09-13,migracao,
I4.4.1,,RR,,68.97,migracao,2026-09-13,migracao,
I4.4.1,,TO,,48.45,migracao,2026-09-13,migracao,
I4.4.1,domiciliosOcupados,AC,,261001,migracao,2026-09-13,migracao,
I4.4.1,domiciliosOcupados,AM,,1079880,migracao,2026-09-13,migracao,
I4.4.1,domiciliosOcupados,AP,,201021,migracao,2026-09-13,migracao,
I4.4.1,domiciliosOcupados,MA,,2091583,migracao,2026-09-13,migracao,
I4.4.1,domiciliosOcupados,MT,,1278142,migracao,2026-09-13,migracao,
I4.4.1,domiciliosOcupados,PA,,2444319,migracao,2026-09-13,migracao,
I4.4.1,domiciliosOcupados,RO,,555099,migracao,2026-09-13,migracao,
I4.4.1,domiciliosOcupados,RR,,177418,migracao,2026-09-13,migracao,
I4.4.1,domiciliosOcupados,TO,,513796,migracao,2026-09-13,migracao,
I4.4.1,pctAguaAdequada,AC,,71.9,migracao,2026-09-13,migracao,
I4.4.1,pctAguaAdequada,AM,,88.7,migracao,2026-09-13,migracao,
I4.4.1,pctAguaAdequada,AP,,76.2,migracao,2026-09-13,migracao,
I4.4.1,pctAguaAdequada,MA,,90,migracao,2026-09-13,migracao,
I4.4.1,pctAguaAdequada,MT,,94.8,migracao,2026-09-13,migracao,
I4.4.1,pctAguaAdequada,PA,,81.9,migracao,2026-09-13,migracao,
I4.4.1,pctAguaAdequada,RO,,71.1,migracao,2026-09-13,migracao,
I4.4.1,pctAguaAdequada,RR,,89.5,migracao,2026-09-13,migracao,
I4.4.1,pctAguaAdequada,TO,,91.5,migracao,2026-09-13,migracao,
I4.4.1,pctEsgotoAdequado,AC,,49.7,migracao,2026-09-13,migracao,
I4.4.1,pctEsgotoAdequado,AM,,51,migracao,2026-09-13,migracao,
I4.4.1,pctEsgotoAdequado,AP,,48.9,migracao,2026-09-13,migracao,
I4.4.1,pctEsgotoAdequado,MA,,42.8,migracao,2026-09-13,migracao,
I4.4.1,pctEsgotoAdequado,MT,,58,migracao,2026-09-13,migracao,
I4.4.1,pctEsgotoAdequado,PA,,47.1,migracao,2026-09-13,migracao,
I4.4.1,pctEsgotoAdequado,RO,,39.5,migracao,2026-09-13,migracao,
I4.4.1,pctEsgotoAdequado,RR,,72.7,migracao,2026-09-13,migracao,
I4.4.1,pctEsgotoAdequado,TO,,50.9,migracao,2026-09-13,migracao,
I5.4.1,,AC,,5.64,migracao,2026-09-13,migracao,
I5.4.1,,AC,2000,,migracao,2026-09-13,migracao,
I5.4.1,,AC,2001,,migracao,2026-09-13,migracao,
I5.4.1,,AC,2002,0.7,migracao,2026-09-13,migracao,
I5.4.1,,AC,2003,0.7,migracao,2026-09-13,migracao,
I5.4.1,,AC,2004,1,migracao,2026-09-13,migracao,
I5.4.1,,AC,2005,2.8,migracao,2026-09-13,migracao,
I5.4.1,,AC,2006,3.4,migracao,2026-09-13,migracao,
I5.4.1,,AC,2007,2.3,migracao,2026-09-13,migracao,
I5.4.1,,AC,2008,2.8,migracao,2026-09-13,migracao,
I5.4.1,,AC,2009,3.6,migracao,2026-09-13,migracao,
I5.4.1,,AC,2010,3.6,migracao,2026-09-13,migracao,
I5.4.1,,AC,2011,3.2,migracao,2026-09-13,migracao,
I5.4.1,,AC,2012,1.8,migracao,2026-09-13,migracao,
I5.4.1,,AC,2013,4.3,migracao,2026-09-13,migracao,
I5.4.1,,AC,2014,2.8,migracao,2026-09-13,migracao,
I5.4.1,,AC,2015,2,migracao,2026-09-13,migracao,
I5.4.1,,AC,2016,1.5,migracao,2026-09-13,migracao,
I5.4.1,,AC,2017,1.5,migracao,2026-09-13,migracao,
I5.4.1,,AC,2018,0.7,migracao,2026-09-13,migracao,
I5.4.1,,AC,2019,0.4,migracao,2026-09-13,migracao,
I5.4.1,,AC,2020,0,migracao,2026-09-13,migracao,
I5.4.1,,AC,2021,,migracao,2026-09-13,migracao,
I5.4.1,,AC,2022,13.2,migracao,2026-09-13,migracao,
I5.4.1,,AC,2023,,migracao,2026-09-13,migracao,
I5.4.1,,AC,2024,5.64,migracao,2026-09-13,migracao,
I5.4.1,,AM,,260.33,migracao,2026-09-13,migracao,
I5.4.1,,AM,2000,,migracao,2026-09-13,migracao,
I5.4.1,,AM,2001,,migracao,2026-09-13,migracao,
I5.4.1,,AM,2002,0.3,migracao,2026-09-13,migracao,
I5.4.1,,AM,2003,4.7,migracao,2026-09-13,migracao,
I5.4.1,,AM,2004,5.7,migracao,2026-09-13,migracao,
I5.4.1,,AM,2005,29.3,migracao,2026-09-13,migracao,
I5.4.1,,AM,2006,50,migracao,2026-09-13,migracao,
I5.4.1,,AM,2007,39.7,migracao,2026-09-13,migracao,
I5.4.1,,AM,2008,51.1,migracao,2026-09-13,migracao,
I5.4.1,,AM,2009,41.2,migracao,2026-09-13,migracao,
I5.4.1,,AM,2010,45.5,migracao,2026-09-13,migracao,
I5.4.1,,AM,2011,52.2,migracao,2026-09-13,migracao,
I5.4.1,,AM,2012,61.9,migracao,2026-09-13,migracao,
I5.4.1,,AM,2013,71.9,migracao,2026-09-13,migracao,
I5.4.1,,AM,2014,93.5,migracao,2026-09-13,migracao,
I5.4.1,,AM,2015,101.7,migracao,2026-09-13,migracao,
I5.4.1,,AM,2016,98,migracao,2026-09-13,migracao,
I5.4.1,,AM,2017,77.1,migracao,2026-09-13,migracao,
I5.4.1,,AM,2018,123.6,migracao,2026-09-13,migracao,
I5.4.1,,AM,2019,116.4,migracao,2026-09-13,migracao,
I5.4.1,,AM,2020,121.3,migracao,2026-09-13,migracao,
I5.4.1,,AM,2021,150.5,migracao,2026-09-13,migracao,
I5.4.1,,AM,2022,201.9,migracao,2026-09-13,migracao,
I5.4.1,,AM,2023,215.07,migracao,2026-09-13,migracao,
I5.4.1,,AM,2024,260.33,migracao,2026-09-13,migracao,
I5.4.1,,AP,,9.1,migracao,2026-09-13,migracao,
I5.4.1,,AP,2000,4.5,migracao,2026-09-13,migracao,
I5.4.1,,AP,2001,6.2,migracao,2026-09-13,migracao,
I5.4.1,,AP,2002,5.3,migracao,2026-09-13,migracao,
I5.4.1,,AP,2003,1.8,migracao,2026-09-13,migracao,
I5.4.1,,AP,2004,1.2,migracao,2026-09-13,migracao,
I5.4.1,,AP,2005,1.5,migracao,2026-09-13,migracao,
I5.4.1,,AP,2006,2.1,migracao,2026-09-13,migracao,
I5.4.1,,AP,2007,1.8,migracao,2026-09-13,migracao,
I5.4.1,,AP,2008,4.3,migracao,2026-09-13,migracao,
I5.4.1,,AP,2009,4.4,migracao,2026-09-13,migracao,
I5.4.1,,AP,2010,4.4,migracao,2026-09-13,migracao,
I5.4.1,,AP,2011,1.8,migracao,2026-09-13,migracao,
I5.4.1,,AP,2012,1.4,migracao,2026-09-13,migracao,
I5.4.1,,AP,2013,2.1,migracao,2026-09-13,migracao,
I5.4.1,,AP,2014,0.7,migracao,2026-09-13,migracao,
I5.4.1,,AP,2015,3,migracao,2026-09-13,migracao,
I5.4.1,,AP,2016,3.3,migracao,2026-09-13,migracao,
I5.4.1,,AP,2017,2.6,migracao,2026-09-13,migracao,
I5.4.1,,AP,2018,4.1,migracao,2026-09-13,migracao,
I5.4.1,,AP,2019,3.9,migracao,2026-09-13,migracao,
I5.4.1,,AP,2020,3.3,migracao,2026-09-13,migracao,
I5.4.1,,AP,2021,6.5,migracao,2026-09-13,migracao,
I5.4.1,,AP,2022,14.2,migracao,2026-09-13,migracao,
I5.4.1,,AP,2023,5.59,migracao,2026-09-13,migracao,
I5.4.1,,AP,2024,9.1,migracao,2026-09-13,migracao,
I5.4.1,,MA,,150.24,migracao,2026-09-13,migracao,
I5.4.1,,MA,2000,0.5,migracao,2026-09-13,migracao,
I5.4.1,,MA,2001,23.7,migracao,2026-09-13,migracao,
I5.4.1,,MA,2002,7.4,migracao,2026-09-13,migracao,
I5.4.1,,MA,2003,18.6,migracao,2026-09-13,migracao,
I5.4.1,,MA,2004,0.2,migracao,2026-09-13,migracao,
I5.4.1,,MA,2005,6,migracao,2026-09-13,migracao,
I5.4.1,,MA,2006,6.9,migracao,2026-09-13,migracao,
I5.4.1,,MA,2007,7.7,migracao,2026-09-13,migracao,
I5.4.1,,MA,2008,12.7,migracao,2026-09-13,migracao,
I5.4.1,,MA,2009,13.6,migracao,2026-09-13,migracao,
I5.4.1,,MA,2010,16.5,migracao,2026-09-13,migracao,
I5.4.1,,MA,2011,16.3,migracao,2026-09-13,migracao,
I5.4.1,,MA,2012,25.5,migracao,2026-09-13,migracao,
I5.4.1,,MA,2013,39.3,migracao,2026-09-13,migracao,
I5.4.1,,MA,2014,56.3,migracao,2026-09-13,migracao,
I5.4.1,,MA,2015,47.5,migracao,2026-09-13,migracao,
I5.4.1,,MA,2016,72,migracao,2026-09-13,migracao,
I5.4.1,,MA,2017,61.2,migracao,2026-09-13,migracao,
I5.4.1,,MA,2018,78.3,migracao,2026-09-13,migracao,
I5.4.1,,MA,2019,65.7,migracao,2026-09-13,migracao,
I5.4.1,,MA,2020,83.3,migracao,2026-09-13,migracao,
I5.4.1,,MA,2021,74.4,migracao,2026-09-13,migracao,
I5.4.1,,MA,2022,111.1,migracao,2026-09-13,migracao,
I5.4.1,,MA,2023,136.62,migracao,2026-09-13,migracao,
I5.4.1,,MA,2024,150.24,migracao,2026-09-13,migracao,
I5.4.1,,MT,,161.55,migracao,2026-09-13,migracao,
I5.4.1,,MT,2000,1,migracao,2026-09-13,migracao,
I5.4.1,,MT,2001,1,migracao,2026-09-13,migracao,
I5.4.1,,MT,2002,0,migracao,2026-09-13,migracao,
I5.4.1,,MT,2003,1.4,migracao,2026-09-13,migracao,
I5.4.1,,MT,2004,10.5,migracao,2026-09-13,migracao,
I5.4.1,,MT,2005,11,migracao,2026-09-13,migracao,
I5.4.1,,MT,2006,12.7,migracao,2026-09-13,migracao,
I5.4.1,,MT,2007,10.8,migracao,2026-09-13,migracao,
I5.4.1,,MT,2008,15.2,migracao,2026-09-13,migracao,
I5.4.1,,MT,2009,22.1,migracao,2026-09-13,migracao,
I5.4.1,,MT,2010,33.8,migracao,2026-09-13,migracao,
I5.4.1,,MT,2011,31.8,migracao,2026-09-13,migracao,
I5.4.1,,MT,2012,21.8,migracao,2026-09-13,migracao,
I5.4.1,,MT,2013,31.7,migracao,2026-09-13,migracao,
I5.4.1,,MT,2014,28.8,migracao,2026-09-13,migracao,
I5.4.1,,MT,2015,54.9,migracao,2026-09-13,migracao,
I5.4.1,,MT,2016,70.8,migracao,2026-09-13,migracao,
I5.4.1,,MT,2017,85.7,migracao,2026-09-13,migracao,
I5.4.1,,MT,2018,81.8,migracao,2026-09-13,migracao,
I5.4.1,,MT,2019,85.9,migracao,2026-09-13,migracao,
I5.4.1,,MT,2020,68.2,migracao,2026-09-13,migracao,
I5.4.1,,MT,2021,112.8,migracao,2026-09-13,migracao,
I5.4.1,,MT,2022,137.6,migracao,2026-09-13,migracao,
I5.4.1,,MT,2023,120.66,migracao,2026-09-13,migracao,
I5.4.1,,MT,2024,161.55,migracao,2026-09-13,migracao,
I5.4.1,,PA,,168.08,migracao,2026-09-13,migracao,
I5.4.1,,PA,2000,2.3,migracao,2026-09-13,migracao,
I5.4.1,,PA,2001,1.2,migracao,2026-09-13,migracao,
I5.4.1,,PA,2002,3,migracao,2026-09-13,migracao,
I5.4.1,,PA,2003,4.2,migracao,2026-09-13,migracao,
I5.4.1,,PA,2004,0.1,migracao,2026-09-13,migracao,
I5.4.1,,PA,2005,0.1,migracao,2026-09-13,migracao,
I5.4.1,,PA,2006,1.8,migracao,2026-09-13,migracao,
I5.4.1,,PA,2007,7.6,migracao,2026-09-13,migracao,
I5.4.1,,PA,2008,27.1,migracao,2026-09-13,migracao,
I5.4.1,,PA,2009,15.3,migracao,2026-09-13,migracao,
I5.4.1,,PA,2010,21.3,migracao,2026-09-13,migracao,
I5.4.1,,PA,2011,18.4,migracao,2026-09-13,migracao,
I5.4.1,,PA,2012,67.9,migracao,2026-09-13,migracao,
I5.4.1,,PA,2013,38,migracao,2026-09-13,migracao,
I5.4.1,,PA,2014,55.8,migracao,2026-09-13,migracao,
I5.4.1,,PA,2015,36.2,migracao,2026-09-13,migracao,
I5.4.1,,PA,2016,49.8,migracao,2026-09-13,migracao,
I5.4.1,,PA,2017,52.8,migracao,2026-09-13,migracao,
I5.4.1,,PA,2018,45.7,migracao,2026-09-13,migracao,
I5.4.1,,PA,2019,62.8,migracao,2026-09-13,migracao,
I5.4.1,,PA,2020,66.2,migracao,2026-09-13,migracao,
I5.4.1,,PA,2021,120.2,migracao,2026-09-13,migracao,
I5.4.1,,PA,2022,158.5,migracao,2026-09-13,migracao,
I5.4.1,,PA,2023,168.89,migracao,2026-09-13,migracao,
I5.4.1,,PA,2024,168.08,migracao,2026-09-13,migracao,
I5.4.1,,RO,,8.91,migracao,2026-09-13,migracao,
I5.4.1,,RO,2000,,migracao,2026-09-13,migracao,
I5.4.1,,RO,2001,,migracao,2026-09-13,migracao,
I5.4.1,,RO,2002,,migracao,2026-09-13,migracao,
I5.4.1,,RO,2003,,migracao,2026-09-13,migracao,
I5.4.1,,RO,2004,,migracao,2026-09-13,migracao,
I5.4.1,,RO,2005,,migracao,2026-09-13,migracao,
I5.4.1,,RO,2006,,migracao,2026-09-13,migracao,
I5.4.1,,RO,2007,,migracao,2026-09-13,migracao,
I5.4.1,,RO,2008,0.6,migracao,2026-09-13,migracao,
I5.4.1,,RO,2009,0.1,migracao,2026-09-13,migracao,
I5.4.1,,RO,2010,0.3,migracao,2026-09-13,migracao,
I5.4.1,,RO,2011,0.8,migracao,2026-09-13,migracao,
I5.4.1,,RO,2012,0.4,migracao,2026-09-13,migracao,
I5.4.1,,RO,2013,0,migracao,2026-09-13,migracao,
I5.4.1,,RO,2014,0.4,migracao,2026-09-13,migracao,
I5.4.1,,RO,2015,0.8,migracao,2026-09-13,migracao,
I5.4.1,,RO,2016,2.4,migracao,2026-09-13,migracao,
I5.4.1,,RO,2017,2.2,migracao,2026-09-13,migracao,
I5.4.1,,RO,2018,3.6,migracao,2026-09-13,migracao,
I5.4.1,,RO,2019,1.7,migracao,2026-09-13,migracao,
I5.4.1,,RO,2020,1.6,migracao,2026-09-13,migracao,
I5.4.1,,RO,2021,4.9,migracao,2026-09-13,migracao,
I5.4.1,,RO,2022,6.7,migracao,2026-09-13,migracao,
I5.4.1,,RO,2023,9.88,migracao,2026-09-13,migracao,
I5.4.1,,RO,2024,8.91,migracao,2026-09-13,migracao,
I5.4.1,,RR,,31.97,migracao,2026-09-13,migracao,
I5.4.1,,RR,2000,0.3,migracao,2026-09-13,migracao,
I5.4.1,,RR,2001,0.1,migracao,2026-09-13,migracao,
I5.4.1,,RR,2002,0.1,migracao,2026-09-13,migracao,
I5.4.1,,RR,2003,0.1,migracao,2026-09-13,migracao,
I5.4.1,,RR,2004,0.1,migracao,2026-09-13,migracao,
I5.4.1,,RR,2005,0.4,migracao,2026-09-13,migracao,
I5.4.1,,RR,2006,0.5,migracao,2026-09-13,migracao,
I5.4.1,,RR,2007,2.5,migracao,2026-09-13,migracao,
I5.4.1,,RR,2008,0.9,migracao,2026-09-13,migracao,
I5.4.1,,RR,2009,5.2,migracao,2026-09-13,migracao,
I5.4.1,,RR,2010,1.8,migracao,2026-09-13,migracao,
I5.4.1,,RR,2011,0.3,migracao,2026-09-13,migracao,
I5.4.1,,RR,2012,1.6,migracao,2026-09-13,migracao,
I5.4.1,,RR,2013,2.8,migracao,2026-09-13,migracao,
I5.4.1,,RR,2014,10.7,migracao,2026-09-13,migracao,
I5.4.1,,RR,2015,8.4,migracao,2026-09-13,migracao,
I5.4.1,,RR,2016,11.8,migracao,2026-09-13,migracao,
I5.4.1,,RR,2017,16.8,migracao,2026-09-13,migracao,
I5.4.1,,RR,2018,15.9,migracao,2026-09-13,migracao,
I5.4.1,,RR,2019,13.8,migracao,2026-09-13,migracao,
I5.4.1,,RR,2020,10.7,migracao,2026-09-13,migracao,
I5.4.1,,RR,2021,13.8,migracao,2026-09-13,migracao,
I5.4.1,,RR,2022,21.3,migracao,2026-09-13,migracao,
I5.4.1,,RR,2023,30.06,migracao,2026-09-13,migracao,
I5.4.1,,RR,2024,31.97,migracao,2026-09-13,migracao,
I5.4.1,,TO,,18.27,migracao,2026-09-13,migracao,
I5.4.1,,TO,2000,,migracao,2026-09-13,migracao,
I5.4.1,,TO,2001,,migracao,2026-09-13,migracao,
I5.4.1,,TO,2002,0,migracao,2026-09-13,migracao,
I5.4.1,,TO,2003,0,migracao,2026-09-13,migracao,
I5.4.1,,TO,2004,,migracao,2026-09-13,migracao,
I5.4.1,,TO,2005,1.5,migracao,2026-09-13,migracao,
I5.4.1,,TO,2006,2.1,migracao,2026-09-13,migracao,
I5.4.1,,TO,2007,3.2,migracao,2026-09-13,migracao,
I5.4.1,,TO,2008,2.8,migracao,2026-09-13,migracao,
I5.4.1,,TO,2009,0.9,migracao,2026-09-13,migracao,
I5.4.1,,TO,2010,2.6,migracao,2026-09-13,migracao,
I5.4.1,,TO,2011,4.6,migracao,2026-09-13,migracao,
I5.4.1,,TO,2012,2.6,migracao,2026-09-13,migracao,
I5.4.1,,TO,2013,5.7,migracao,2026-09-13,migracao,
I5.4.1,,TO,2014,2.9,migracao,2026-09-13,migracao,
I5.4.1,,TO,2015,1.3,migracao,2026-09-13,migracao,
I5.4.1,,TO,2016,1.6,migracao,2026-09-13,migracao,
I5.4.1,,TO,2017,1.8,migracao,2026-09-13,migracao,
I5.4.1,,TO,2018,0.4,migracao,2026-09-13,migracao,
I5.4.1,,TO,2019,1.9,migracao,2026-09-13,migracao,
I5.4.1,,TO,2020,1.2,migracao,2026-09-13,migracao,
I5.4.1,,TO,2021,1.4,migracao,2026-09-13,migracao,
I5.4.1,,TO,2022,5.7,migracao,2026-09-13,migracao,
I5.4.1,,TO,2023,14.77,migracao,2026-09-13,migracao,
I5.4.1,,TO,2024,18.27,migracao,2026-09-13,migracao,
I5.4.1,pctPib2023,AC,,,migracao,2026-09-13,migracao,
I5.4.1,pctPib2023,AM,,0.1329,migracao,2026-09-13,migracao,
I5.4.1,pctPib2023,AP,,0.0199,migracao,2026-09-13,migracao,
I5.4.1,pctPib2023,MA,,0.0916,migracao,2026-09-13,migracao,
I5.4.1,pctPib2023,MT,,0.0442,migracao,2026-09-13,migracao,
I5.4.1,pctPib2023,PA,,0.0663,migracao,2026-09-13,migracao,
I5.4.1,pctPib2023,RO,,0.0129,migracao,2026-09-13,migracao,
I5.4.1,pctPib2023,RR,,0.1196,migracao,2026-09-13,migracao,
I5.4.1,pctPib2023,TO,,0.023,migracao,2026-09-13,migracao,
I5.5.1,,AC,,C,migracao,2026-09-13,migracao,
I5.5.1,,AC,2018,B,migracao,2026-09-13,migracao,
I5.5.1,,AC,2019,B,migracao,2026-09-13,migracao,
I5.5.1,,AC,2020,B,migracao,2026-09-13,migracao,
I5.5.1,,AC,2021,B,migracao,2026-09-13,migracao,
I5.5.1,,AC,2022,B,migracao,2026-09-13,migracao,
I5.5.1,,AC,2023,B,migracao,2026-09-13,migracao,
I5.5.1,,AC,2024,C,migracao,2026-09-13,migracao,
I5.5.1,,AC,2025,C,migracao,2026-09-13,migracao,
I5.5.1,,AM,,B+,migracao,2026-09-13,migracao,
I5.5.1,,AM,2018,B,migracao,2026-09-13,migracao,
I5.5.1,,AM,2019,B,migracao,2026-09-13,migracao,
I5.5.1,,AM,2020,B,migracao,2026-09-13,migracao,
I5.5.1,,AM,2021,B,migracao,2026-09-13,migracao,
I5.5.1,,AM,2022,B,migracao,2026-09-13,migracao,
I5.5.1,,AM,2023,B,migracao,2026-09-13,migracao,
I5.5.1,,AM,2024,B+,migracao,2026-09-13,migracao,
I5.5.1,,AM,2025,B+,migracao,2026-09-13,migracao,
I5.5.1,,AP,,A,migracao,2026-09-13,migracao,
I5.5.1,,AP,2018,B,migracao,2026-09-13,migracao,
I5.5.1,,AP,2019,C*,migracao,2026-09-13,migracao,
I5.5.1,,AP,2020,Suspensa,migracao,2026-09-13,migracao,
I5.5.1,,AP,2021,C,migracao,2026-09-13,migracao,
I5.5.1,,AP,2022,C,migracao,2026-09-13,migracao,
I5.5.1,,AP,2023,C,migracao,2026-09-13,migracao,
I5.5.1,,AP,2024,B,migracao,2026-09-13,migracao,
I5.5.1,,AP,2025,A,migracao,2026-09-13,migracao,
I5.5.1,,MA,,A,migracao,2026-09-13,migracao,
I5.5.1,,MA,2018,C,migracao,2026-09-13,migracao,
I5.5.1,,MA,2019,C,migracao,2026-09-13,migracao,
I5.5.1,,MA,2020,C,migracao,2026-09-13,migracao,
I5.5.1,,MA,2021,B,migracao,2026-09-13,migracao,
I5.5.1,,MA,2022,C,migracao,2026-09-13,migracao,
I5.5.1,,MA,2023,C,migracao,2026-09-13,migracao,
I5.5.1,,MA,2024,B,migracao,2026-09-13,migracao,
I5.5.1,,MA,2025,A,migracao,2026-09-13,migracao,
I5.5.1,,MT,,A+,migracao,2026-09-13,migracao,
I5.5.1,,MT,2018,C,migracao,2026-09-13,migracao,
I5.5.1,,MT,2019,C,migracao,2026-09-13,migracao,
I5.5.1,,MT,2020,C,migracao,2026-09-13,migracao,
I5.5.1,,MT,2021,A,migracao,2026-09-13,migracao,
I5.5.1,,MT,2022,A,migracao,2026-09-13,migracao,
I5.5.1,,MT,2023,A,migracao,2026-09-13,migracao,
I5.5.1,,MT,2024,A+,migracao,2026-09-13,migracao,
I5.5.1,,MT,2025,A+,migracao,2026-09-13,migracao,
I5.5.1,,PA,,B+,migracao,2026-09-13,migracao,
I5.5.1,,PA,2018,B,migracao,2026-09-13,migracao,
I5.5.1,,PA,2019,B,migracao,2026-09-13,migracao,
I5.5.1,,PA,2020,B,migracao,2026-09-13,migracao,
I5.5.1,,PA,2021,B,migracao,2026-09-13,migracao,
I5.5.1,,PA,2022,A,migracao,2026-09-13,migracao,
I5.5.1,,PA,2023,B,migracao,2026-09-13,migracao,
I5.5.1,,PA,2024,B,migracao,2026-09-13,migracao,
I5.5.1,,PA,2025,B+,migracao,2026-09-13,migracao,
I5.5.1,,RO,,A+,migracao,2026-09-13,migracao,
I5.5.1,,RO,2018,B,migracao,2026-09-13,migracao,
I5.5.1,,RO,2019,B,migracao,2026-09-13,migracao,
I5.5.1,,RO,2020,A,migracao,2026-09-13,migracao,
I5.5.1,,RO,2021,A,migracao,2026-09-13,migracao,
I5.5.1,,RO,2022,A,migracao,2026-09-13,migracao,
I5.5.1,,RO,2023,A,migracao,2026-09-13,migracao,
I5.5.1,,RO,2024,A+,migracao,2026-09-13,migracao,
I5.5.1,,RO,2025,A+,migracao,2026-09-13,migracao,
I5.5.1,,RR,,A,migracao,2026-09-13,migracao,
I5.5.1,,RR,2018,B,migracao,2026-09-13,migracao,
